year,videos,visibility_index,stable_visibility,smoothed_visibility,zscore,regime
2015,450.0,17.31666666666657,17.31666666666657,15.807447668070974,1.9140946679408186,expansion
2016,277.0,15.527548099081796,14.29822866947538,11.48344405179344,0.9266923110584153,expansion
2017,1.0,25.0,2.8354368192383657,8.635161160786284,0.27627628710757485,plateau
2018,50.0,13.63455152488007,8.77181799364511,7.673654922173562,0.056712750530181086,plateau
2019,50.0,17.740999250742,11.413709953637213,6.728509315760775,-0.15911477464946827,plateau
2020,0.0,0.0,0.0,3.8045699845457377,-0.8268072289653013,fatigue
2021,0.0,0.0,0.0,0.7561610002374303,-1.522922792910824,fatigue
2022,1.0,20.001177466913497,2.268483000712291,4.7755011127307725,-0.6050914836936258,fatigue
2023,50.0,18.74248869487826,12.058020337480027,7.163251669096159,-0.05983973641776845,plateau
