query,title,url,source,seendate,year
International Yoga Day,Indore : Indore Central Jail Inmates Perform Yoga With MP Shankar Lalwani On International Yoga Day,https://www.freepressjournal.in/indore/indore-indore-central-jail-inmates-perform-yoga-with-mp-shankar-lalwani-on-international-yoga-day,,20230621T074500Z,2023
International Yoga Day,International Yoga Day : Goa CM Pramod Sawant performs yoga with school students,http://aninews.in/news/national/general-news/international-yoga-day-goa-cm-pramod-sawant-performs-yoga-with-school-students20230621160854/,,20230621T113000Z,2023
International Yoga Day,This is how Malaika Arora celebrated International Yoga Day,https://news.webindia123.com/news/Articles/Entertainment/20230621/4091063.html,,20230621T073000Z,2023
International Yoga Day,International Yoga Day : JP Nadda performs Yoga at Tau Devi Lal stadium in Gurugram,https://news.webindia123.com/news/Articles/India/20230621/4090677.html,,20230621T034500Z,2023
International Yoga Day,"Indian Embassies In Japan , Kuwait Celebrate International Yoga Day",https://www.ndtv.com/indians-abroad/indian-embassies-in-japan-kuwait-celebrate-international-yoga-day-4140118,,20230621T123000Z,2023
International Yoga Day,Happy Yoga Day 2023 : What yoga means to Malaika Arora ; Shilpa Shetty practises yoga asanas by the sea : Watch,https://www.hindustantimes.com/lifestyle/health/happy-yoga-day-2023-what-yoga-means-to-malaika-arora-shilpa-shetty-practises-yoga-asanas-by-the-sea-watch-101687337352924.html,,20230621T094500Z,2023
International Yoga Day,International Yoga Day : Indian Army personnel perform yoga in Sikkim,https://news.webindia123.com/news/Articles/India/20230621/4090698.html,,20230621T060000Z,2023
International Yoga Day,Does Yoga Promote Peace and Global Harmony ? Know The Real Significance Of This Ancient Practice,https://www.thehealthsite.com/ayush/does-yoga-promote-peace-and-global-harmony-know-the-real-significance-of-this-ancient-practice-987210/,,20230622T133000Z,2023
International Yoga Day,BJP minority cell to organise Yoga Day celebrations in unrecognised madrassas,https://www.newindianexpress.com/nation/2023/jun/13/bjps-minority-cell-to-organise-yoga-day-celebrations-in-unrecognised-madrassas-2584653.html,,20230613T154500Z,2023
International Yoga Day,"Happy International Yoga Day : Jeh and Saif Ali Khan do yoga in Kareena Kapoor post , she says  It all starts on mat  ",https://www.hindustantimes.com/lifestyle/health/happy-international-yoga-day-jeh-and-saif-ali-khan-do-yoga-in-kareena-kapoor-yoga-day-post-101687331972606.html,,20230621T080000Z,2023
International Yoga Day,Yoga Day : Indian Army personnel perform yoga at Ladakh Pangong Tso Lake,https://www.business-standard.com/india-news/yoga-day-indian-army-personnel-perform-yoga-at-ladakh-s-pangong-tso-lake-123062100127_1.html,,20230621T060000Z,2023
International Yoga Day,International Yoga Day : BSF jawans perform Yoga at Fulbari in Siliguri,http://aninews.in/news/national/general-news/international-yoga-day-bsf-jawans-perform-yoga-at-fulbari-in-siliguri20230621094145/,,20230621T074500Z,2023
International Yoga Day,MP : Indore Central Jail inmates perform yoga with MP Shankar Lalwani on International Yoga Day,http://aninews.in/news/national/general-news/mp-indore-central-jail-inmates-perform-yoga-with-mp-shankar-lalwani-on-international-yoga-day20230621102513/,,20230621T074500Z,2023
International Yoga Day,MP : Indore Central Jail inmates perform yoga with MP Shankar Lalwani on International Yoga Day,https://www.aninews.in/news/national/general-news/mp-indore-central-jail-inmates-perform-yoga-with-mp-shankar-lalwani-on-international-yoga-day20230621102513/,,20230621T064500Z,2023
International Yoga Day,AIIMS organises dedicated yoga session for cancer patients,https://www.dailypioneer.com/2023/state-editions/aiims-organises-dedicated-yoga-session-for-cancer-patients.html,,20230606T114500Z,2023
International Yoga Day,  Being healthy is also biggest service to nation : MP CM Chouhan on International Yoga Day,https://news.webindia123.com/news/Articles/India/20230621/4091057.html,,20230621T073000Z,2023
International Yoga Day,"Days Ahead Of International Yoga Day , Celebrations Begin ; UN Officials Look Forward To Doing Yoga With PM Modi",https://swachhindia.ndtv.com/days-ahead-of-international-yoga-day-celebrations-begin-un-officials-look-forward-to-doing-yoga-with-pm-modi-78791/,,20230620T090000Z,2023
International Yoga Day,"International Yoga Day 2023 : Slogans , Poster and Short Speech Ideas for Children in English For International Yoga Day 2023",https://www.jagranjosh.com/general-knowledge/yoga-day-slogans-speech-and-poster-ideas-1687164237-1,,20230619T123000Z,2023
International Yoga Day,International Yoga Day : Union Minister Smriti Irani performs yoga at Noida indoor stadium in UP | India News,https://timesofindia.indiatimes.com/india/international-yoga-day-union-minister-smriti-irani-performs-yoga-at-noida-indoor-stadium-in-up/articleshow/101150555.cms,,20230621T041500Z,2023
International Yoga Day,International Yoga Day : Indian Army personnel perform yoga in Sikkim,http://aninews.in/news/national/general-news/international-yoga-day-indian-army-personnel-perform-yoga-in-sikkim20230621092548/,,20230621T074500Z,2023
International Yoga Day,International Yoga Day being observed today,https://myrepublica.nagariknetwork.com/news/international-yoga-day-being-observed-today-1/,,20230621T044500Z,2023
International Yoga Day,International Yoga Day : Kejriwal to restart free Yoga classes for Delhiites,https://www.business-standard.com/india-news/international-yoga-day-kejriwal-to-restart-free-yoga-classes-for-delhiites-123062000579_1.html,,20230620T153000Z,2023
International Yoga Day,Bhopal : MP Minister Narottam Mishra Performs Yoga With Inmates At Central Jail,https://www.freepressjournal.in/indore/bhopal-mp-minister-narottam-mishra-performs-yoga-with-inmates-at-central-jail,,20230621T074500Z,2023
International Yoga Day,International Yoga Day celebrated with gusto in Karnataka,https://www.udayavani.com/english-news/international-yoga-day-celebrated-with-gusto-in-karnataka,,20230621T064500Z,2023
International Yoga Day,WB Governor participates in International Yoga Day celebrations,http://aninews.in/news/national/general-news/wb-governor-participates-in-international-yoga-day-celebrations20230621090458/,,20230621T040000Z,2023
International Yoga Day,  Being healthy is also biggest service to nation : MP CM Chouhan on International Yoga Day,http://aninews.in/news/national/general-news/being-healthy-is-also-biggest-service-to-nation-mp-cm-chouhan-on-international-yoga-day20230621110909/,,20230621T091500Z,2023
International Yoga Day,International Yoga Day :  Yoga Unites . It Offers A Haven Of Calm : UN Secretary - General António Guterres,https://swachhindia.ndtv.com/yoga-unites-it-offers-a-haven-of-calm-un-secretary-general-antonio-guterres-79038/,,20230622T080000Z,2023
International Yoga Day,В Москве пройдет международный фестиваль йоги,https://runews24.ru:443/moscow/08/06/2023/98426a7f723dcad23680b501f13e29f7,,20230608T060000Z,2023
International Yoga Day,"Who made yoga popular ? : BJP - Cong conflict on social media ..! | யோகா பிரபலமடைய யார் காரணம் ? : சமூகவலைதளத்தில் பா . ஜ .,- காங் ., மோதல் ..! ",https://www.dinamalar.com/news_detail.asp?id=3354106,,20230621T170000Z,2023
International Yoga Day,NDMC to organise four day yoga campaign ahead of International Yoga day celebration,https://indianexpress.com/article/cities/delhi/ndmc-yoga-campaign-delhi-8666243/,,20230616T070000Z,2023
International Yoga Day,Reasons behind celebrating International Yoga Day on June 21,https://www.siasat.com/reasons-behind-celebrating-international-yoga-day-on-june-21-2620974/,,20230621T094500Z,2023
International Yoga Day,Modi US Visit : ఐరాసలో యోగా .. వైట్‌హౌస్‌లో ఆతిథ్యం : మోదీ అమెరికా షెడ్యూల్‌ ఖరారు,https://www.eenadu.net/telugu-news/india/pm-modi-to-visit-us-egypt-from-june-20-to-25-says-mea/0700/123106614,,20230616T064500Z,2023
International Yoga Day,"  Yoga not just few asanas ..., Rajnath Singh on International Yoga Day in Kerala",http://aninews.in/news/national/general-news/yoga-not-just-few-asanas-rajnath-singh-on-international-yoga-day-in-kerala20230621092101/,,20230621T074500Z,2023
International Yoga Day,International Yoga Day : MP minister Narottam Mishra performs yoga with inmates at Bhopal Central Jail,http://aninews.in/news/national/general-news/international-yoga-day-mp-minister-narottam-mishra-performs-yoga-with-inmates-at-bhopal-central-jail20230621082351/,,20230621T040000Z,2023
International Yoga Day,International Yoga Day : Anurag Thakur performs Yoga in Himachal Pradesh Hamirpur,http://aninews.in/news/national/general-news/international-yoga-day-anurag-thakur-performs-yoga-in-himachal-pradeshs-hamirpur20230621082528/,,20230621T040000Z,2023
International Yoga Day,"Congress Says Pandit Nehru Popularised Yoga ; Tharoor Thanks PMO , MEA For Taking It Overseas",https://zeenews.india.com/india/congress-says-pandit-nehru-popularised-yoga-tharoor-thanks-pmo-mea-for-taking-it-overseas-2624851.html,,20230621T113000Z,2023
International Yoga Day,"Congress Says Pandit Nehru Popularised Yoga ; Tharoor Thanks PMO , MEA For Taking It Overseas",https://zeenews.india.com:443/india/congress-says-pandit-nehru-popularised-yoga-tharoor-thanks-pmo-mea-for-taking-it-overseas-2624851.html,,20230621T100000Z,2023
International Yoga Day,PM Modi to celebrate International Day of Yoga at UN ; events planned across country,https://economictimes.indiatimes.com/news/india/pm-modi-to-celebrate-international-day-of-yoga-at-un-events-planned-across-country/articleshow/101148426.cms,,20230621T030000Z,2023
International Yoga Day,"Yoga Day 2023 : Neetu Kapoor , Riddhima And Samara Nail Asanas Together",https://www.ndtv.com/entertainment/neetu-kapoor-performs-yoga-with-daughter-riddhima-granddaughter-samara-fans-shower-praises-on-three-generations-4139001,,20230621T074500Z,2023
International Yoga Day,People perform yoga at Trafalgar Square in London,https://www.iol.co.za/news/world/people-perform-yoga-at-trafalgar-square-in-london-f429f772-6d59-51f5-a8fc-7b170e743c34,,20230620T133000Z,2023
International Yoga Day,"International Yoga Day 2023 : Date , Theme , History , And Significance",https://www.oneindia.com/new-delhi/international-yoga-day-2023-date-theme-history-and-significance-3574301.html,,20230619T130000Z,2023
International Yoga Day,Event held to signal countdown to International Day of Yoga,https://www.thehindu.com/news/national/karnataka/event-held-to-signal-countdown-to-international-day-of-yoga/article66938398.ece,,20230606T151500Z,2023
International Yoga Day,International Yoga Day : Uttarakhand CM Dhami performs Yoga in Haridwar,https://news.webindia123.com/news/Articles/India/20230621/4090666.html,,20230621T024500Z,2023
International Yoga Day,From Kareena to Malaika and Shilpa Shetty : Bollywood celebrities mark Yoga Day,https://www.khaleejtimes.com/entertainment/from-kareena-to-malaika-and-shilpa-shetty-bollywood-celebrities-mark-yoga-day,,20230621T111500Z,2023
International Yoga Day,modi : People from over 180 countries expected in PM Modi - led Yoga Day celebrations at UN,https://economictimes.indiatimes.com/news/india/people-from-over-180-countries-expected-in-pm-modi-led-yoga-day-celebrations-at-un/articleshow/101071050.cms,,20230617T150000Z,2023
International Yoga Day,J - K : Sashastra Seema Bal ( SSB ) organises yoga programme in Srinagar in run - up to 9th International Yoga Day,https://www.aninews.in/news/national/general-news/j-k-sashastra-seema-bal-ssb-organises-yoga-programme-in-srinagar-in-run-up-to-9th-international-yoga-day20230617142630/,,20230617T114500Z,2023
International Yoga Day,J - K : Sashastra Seema Bal ( SSB ) organises yoga programme in Srinagar in run - up to 9th International Yoga Day,http://aninews.in/news/national/general-news/j-k-sashastra-seema-bal-ssb-organises-yoga-programme-in-srinagar-in-run-up-to-9th-international-yoga-day20230617142630/,,20230617T110000Z,2023
International Yoga Day,"From UN Headquarters To Delhi , India To Spread Awareness Of Yoga Benefits",https://www.ndtv.com/india-news/from-un-headquarters-to-delhi-india-to-spread-awareness-of-yogas-benefits-4138654,,20230620T221500Z,2023
International Yoga Day,PM Modi arrives at UN Headquarters lawns in New York to lead Yoga event,https://news.webindia123.com/news/Articles/World/20230621/4091186.html,,20230621T144500Z,2023
International Yoga Day,"International Yoga Day :  Yoga not just few asanas ..., Rajnath Singh on International Yoga Day in Kerala | India News",https://timesofindia.indiatimes.com/india/yoga-not-just-few-asanas-rajnath-singh-on-international-yoga-day-in-kerala/articleshow/101151311.cms,,20230621T051500Z,2023
International Yoga Day,People perform yoga at Trafalgar Square in London,http://aninews.in/news/world/europe/people-perform-yoga-at-trafalgar-square-in-london20230620171511/,,20230620T121500Z,2023
International Yoga Day,High officials participated in Yoga Day in many places,https://www.sakshi.com/telugu-news/andhra-pradesh/high-officials-participated-yoga-day-many-places-1667541,,20230622T004500Z,2023
International Yoga Day,"International Day of Yoga 2023 : Here how celebs , politicians are celebrating",https://www.businesstoday.in/latest/trends/story/international-day-of-yoga-2023-heres-how-celebs-politicians-are-celebrating-386473-2023-06-21,,20230621T073000Z,2023
International Yoga Day,"PM Modi to visit united states Egypt from june 20 will lead International yoga Day celebrations at United Nations HQ - 9 साल में पहली बार मिस्र की यात्रा पर पीएम मोदी , 5 दिवसीय दौरे पर UN में योग सेशन का भी करेंगे नेतृत्व",https://www.jansatta.com/national/pm-modi-to-visit-usa-egypt-from-june-20-will-lead-international-yoga-day-celebrations-at-united-nations-hq/2860082/,,20230616T084500Z,2023
International Yoga Day,United Nations | People from over 180 countries expected in Prime Minister Narendra Modi - led Yoga Day celebrations at United Nations,https://www.telegraphindia.com/feeds/world/people-from-over-180-countries-expected-in-prime-minister-narendra-modi-led-yoga-day-celebrations-at-united-nations/cid/1945842,,20230617T164500Z,2023
International Yoga Day,9th International Yoga Day : Railways Minister Ashwini Vaishnaw performs Yoga in Odisha Balasore,http://aninews.in/news/national/general-news/9th-international-yoga-day-railways-minister-ashwini-vaishnaw-performs-yoga-in-odishas-balasore20230621115102/,,20230621T074500Z,2023
International Yoga Day,International Day of Yoga : PM Modi says coming together of over 180 countries on India call is  historic  ,https://www.firstpost.com/india/international-day-of-yoga-pm-modi-says-coming-together-of-over-180-countries-on-indias-call-is-historic-12767022.html,,20230621T064500Z,2023
International Yoga Day,Indian Army personnel dive deep into water to perform yoga | Trending,https://www.hindustantimes.com/trending/international-yoga-day-indian-army-personnel-dive-deep-into-water-to-perform-yoga-101687329858675.html,,20230621T074500Z,2023
International Yoga Day,"Neetu Kapoor performs yoga with daughter Riddhima , granddaughter Samara , fans shower praises on  three generations  ",http://aninews.in/news/entertainment/bollywood/neetu-kapoor-performs-yoga-with-daughter-riddhima-granddaughter-samara-fans-shower-praises-on-three-generations20230621100147/,,20230621T074500Z,2023
International Yoga Day,Yoga is an invaluable gift of Indian saints presented by PM Modi to the world at large : UP CM Yogi,http://aninews.in/news/national/general-news/yoga-is-an-invaluable-gift-of-indian-saints-presented-by-pm-modi-to-the-world-at-large-up-cm-yogi20230620222638/,,20230620T190000Z,2023
International Yoga Day,Marking the 9th Intl Day of Yoga in Lanka,https://island.lk/marking-the-9th-intl-day-of-yoga-in-lanka/,,20230614T004500Z,2023
International Yoga Day,International Yoga Day celebrated by Bokaro Admin,https://www.dailypioneer.com/2023/state-editions/international-yoga-day-celebrated-by-bokaro-admin.html,,20230622T094500Z,2023
International Yoga Day,9th International Yoga Day kicks off with events to be held worldwide,https://www.jpost.com/international/article-747042,,20230621T060000Z,2023
International Yoga Day,"Nepal hosts massive event to mark International Yoga Day , promote tourism",https://www.business-standard.com/world-news/nepal-hosts-massive-event-to-mark-international-yoga-day-promote-tourism-123062100506_1.html,,20230621T131500Z,2023
International Yoga Day,Looking forward to seeing you : PM Modi tells UNGA chief,https://www.newkerala.com/news/2023/72740.htm,,20230617T143000Z,2023
International Yoga Day,One Lakh To Participate In Yoga Day Event In Dk Dist | Mangaluru News,https://timesofindia.indiatimes.com/city/mangaluru/one-lakh-to-participate-in-yoga-day-event-in-dk-dist/articleshow/101077473.cms,,20230618T081500Z,2023
International Yoga Day,"Nepal Pokhara hosts massive event to mark International Yoga Day , promote tourism",https://news.webindia123.com/news/Articles/World/20230621/4091173.html,,20230621T144500Z,2023
International Yoga Day,नरेंद्र मोदींनी योगाच्या माध्यमातुन जगाला उत्तम आरोग्याची किल्ली दिली - एकनाथ शिंदे,https://www.lokmat.com:443/mumbai/pm-narendra-modi-gave-the-world-the-key-to-good-health-through-yoga-said-that-cm-eknath-shinde-a-a642/,,20230621T071500Z,2023
International Yoga Day,International Yoga Day : Yoga practitioners perform  Jal Yoga  in Tamil Nadu Rameswaram,http://aninews.in/news/national/general-news/international-yoga-day-yoga-practitioners-perform-jal-yoga-in-tamil-nadus-rameswaram20230621112112/,,20230621T091500Z,2023
International Yoga Day,ಯೋಗಕ್ಕಿದೆ ಆರೋಗ್ಯಕರ ಸಮಾಜ ಕಟ್ಟುವ ಶಕ್ತಿ : ರಾಜ್ಯಪಾಲ ಥಾವರ್‌ಚಂದ್‌ ಗೆಹಲೋತ್‌,https://www.udayavani.com/district-news/bangalore-city-news/governer-thawar-chand-gehlot,,20230622T030000Z,2023
International Yoga Day,International Yoga Day : Uttarakhand CM Dhami performs Yoga in Haridwar,http://aninews.in/news/national/general-news/international-yoga-day-uttarakhand-cm-dhami-performs-yoga-in-haridwar20230621054618/,,20230621T040000Z,2023
International Yoga Day,  Yoga an invaluable gift of India ancient tradition  ,https://www.dailypioneer.com/2023/state-editions/-yoga-an-invaluable-gift-of-india-s-ancient-tradition-.html,,20230623T000000Z,2023
International Yoga Day,আন্তর্জাতিক ইয়োগা দিবস আজ,https://www.ntvbd.com/lifestyle/news-1245853,,20230621T100000Z,2023
International Yoga Day,ಇನ್ನಷ್ಟು ವಿಶ್ವವ್ಯಾಪಿಯಾಗಲಿ ಯೋಗ ಪರಂಪರೆ,https://www.udayavani.com/homepage-karnataka-edition/breaking-news/a-more-universal-legacy-of-yoga,,20230621T014500Z,2023
International Yoga Day,  Yoga free from copyright : Modi at Yoga event at UN - Rediff . com India News,https://www.rediff.com/news/report/pix-yoga-free-from-copyright-pm-modi-at-yoga-event-at-un/20230621.htm,,20230621T150000Z,2023
International Yoga Day,"PM Modi On Yoga Day : End Contradictions , Blockages , Resistances Through Yoga",https://www.ndtv.com/india-news/pm-modi-on-yoga-day-end-contradictions-blockages-resistances-through-yoga-4138853,,20230621T040000Z,2023
International Yoga Day,International Yoga Day 2023 : PM Modi greets people on International Yoga Day :  Coming together of more than 180 countries on India call is historic  | India News,https://timesofindia.indiatimes.com/india/coming-together-of-more-than-180-countries-on-indias-call-is-historic-pm-modi-greets-people-on-international-yoga-day/articleshow/101150160.cms,,20230621T041500Z,2023
International Yoga Day,"नौदलाने 10 देशांमध्ये बनवली  ओशन रिंग ऑफ योग , 3500 जवानांनी दिला वसुधैव कुटुंबकमचा संदेश | Indian Navy Ocean Ring Of Yoga On International Yoga Day Photos Update",https://divyamarathi.bhaskar.com/national/news/indian-navy-ocean-ring-of-yoga-on-international-yoga-day-photos-update-131431480.html,,20230621T111500Z,2023
International Yoga Day,UAE : Hundreds practice yoga under dome of iconic Louvre Abu Dhabi museum,https://gulfnews.com/uae/uae-hundreds-practice-yoga-under-dome-of-iconic-louvre-abu-dhabi-museum-1.96459842,,20230617T141500Z,2023
International Yoga Day,"Rehearsals begin for  unforgettable  Yoga Day at Rock Garden | Chandigarh News , The Indian Express",https://indianexpress.com/article/cities/chandigarh/rehearsals-begin-yoga-day-rock-garden-8673792/,,20230620T031500Z,2023
International Yoga Day,ত্রিপুরাজুড়ে উদযাপিত আন্তর্জাতিক যোগা,https://www.banglanews24.com/tripura/news/bd/1139011.details,,20230621T091500Z,2023
International Yoga Day,Yoga gaining popularity across the world : Mansukh Mandaviya,https://news.webindia123.com/news/Articles/India/20230621/4091276.html,,20230621T190000Z,2023
International Yoga Day,Andaman and Nicobar : Indian Coast Guard at Mayabunder practice Yoga,https://news.webindia123.com/news/Articles/India/20230621/4090654.html,,20230621T014500Z,2023
International Yoga Day,MGN celebrates Yoga Day,https://www.tribuneindia.com/news/jalandhar/mgn-celebrates-yoga-day-519205,,20230623T000000Z,2023
International Yoga Day,"  Current generation disinterested in yoga : Tripura CM Manik Saha | North East India News , The Indian Express",https://indianexpress.com/article/north-east-india/tripura/current-generation-disinterested-in-yoga-tripura-cm-manik-saha-8678220/,,20230621T164500Z,2023
International Yoga Day,Coming together of over 180 countries on India call is historic : Modi,https://www.business-standard.com/india-news/coming-together-of-over-180-countries-on-india-s-call-is-historic-modi-123062100120_1.html,,20230621T051500Z,2023
International Yoga Day,"Nepal Pokhara hosts massive event to mark International Yoga Day , promote tourism",http://aninews.in/news/world/asia/nepals-pokhara-hosts-massive-event-to-mark-international-yoga-day-promote-tourism20230621172543/,,20230621T123000Z,2023
International Yoga Day,അന്താരാഷ്ട്ര യോഗ ദിനം 2023 ; അറിയാം യോഗയുടെ ഗുണങ്ങളും പ്രാധാന്യവും | International Yoga Day 2023 ; Know the benefits and importance of yoga,https://www.madhyamam.com/health/news/international-yoga-day-2023-know-the-benefits-and-importance-of-yoga-1173236,,20230621T074500Z,2023
International Yoga Day,Nepal : Scores perform Yoga at Lumbini ahead of International Day of Yoga,https://theprint.in/world/nepal-scores-perform-yoga-at-lumbini-ahead-of-international-day-of-yoga/1633519/,,20230620T061500Z,2023
International Yoga Day,"Jackie Shroff to Karisma Kapoor , celebs celebrate International Yoga Day in their style",https://www.siasat.com/jackie-shroff-to-karisma-kapoor-celebs-celebrate-international-yoga-day-in-their-style-2621538/,,20230622T053000Z,2023
International Yoga Day,"up breaking live today 21 june 2023 wednesday uttar pradesh latest news swt rdy | UP Breaking News Live : अंतर्राष्ट्रीय योग दिवस आज , सीएम योगी ने प्रदेशवासियों को दी बधाई",https://www.prabhatkhabar.com/live/up-breaking-live-today-21-june-2023-wednesday-uttar-pradesh-latest-news-swt-rdy,,20230621T013000Z,2023
International Yoga Day,"Embassy of India in Kuwait , Japan , celebrate International Day of Yoga",https://theprint.in/world/embassy-of-india-in-kuwait-japan-celebrate-international-day-of-yoga/1635912/,,20230621T111500Z,2023
International Yoga Day,"International Yoga Day : Need to end contradictions through yoga , says PM Modi",https://www.moneycontrol.com/news/india/need-to-end-contradictions-through-yoga-says-pm-modi-10830661.html,,20230621T043000Z,2023
International Yoga Day,International Day of Yoga | United Nations,https://www.un.org/en/observances/yoga-day,,20230621T111500Z,2023
International Yoga Day,International Yoga Day 2023 : Yoga Accessories You Must Have,https://www.news18.com/lifestyle/international-yoga-day-2023-yoga-accessories-you-must-have-8125165.html,,20230620T104500Z,2023
International Yoga Day,Yoga session at UN : PM Modi describes yoga as  truly universal  and free from copyrights,https://www.thehindubusinessline.com/news/yoga-session-at-un-pm-modi-describes-yoga-as-truly-universal-and-free-from-copyrights/article66993942.ece,,20230621T141500Z,2023
International Yoga Day,modi : Make yoga part of daily routine for healthy life : PM Modi to people,https://economictimes.indiatimes.com/news/india/make-yoga-part-of-daily-routine-for-healthy-life-pm-modi-to-people/articleshow/101073479.cms,,20230617T193000Z,2023
International Yoga Day,యోగాతో మానసిక ప్రశాంతత | Prajasakti,https://prajasakti.com/yaoogaaataoo-maaanasaika-parasaaamtata-0,,20230615T173000Z,2023
International Yoga Day,PM Modi to celebrate International Day of Yoga at UN ; events planned across country to spread awareness of Yoga benefits,http://aninews.in/news/national/general-news/pm-modi-to-celebrate-international-day-of-yoga-at-un-events-planned-across-country-to-spread-awareness-of-yogas-benefits20230621014353/,,20230620T211500Z,2023
International Yoga Day,"International Yoga Days Celebration around the india | சர்வதேச யோகா தினம் : துணை ஜனாதிபதி , மத்திய மந்திரிகள் , திரைபிரபலங்கள் , பொதுமக்கள் பங்கேற்பு",https://www.dailythanthi.com:443/News/India/international-yoga-days-celebration-around-the-india-991191,,20230621T040000Z,2023
International Yoga Day,Andaman and Nicobar : Indian Coast Guard at Mayabunder practice Yoga,http://aninews.in/news/national/general-news/andaman-and-nicobar-indian-coast-guard-at-mayabunder-practice-yoga20230621052109/,,20230621T040000Z,2023
International Yoga Day,"Yoga Day 2023 : గుజరాత్‌లో ఘనంగా యోగా డే , గిన్నిస్ రికార్డు | Yoga Day Event In Surat Set New Guinness World Record bvn",https://www.andhrajyothy.com/2023/national/yoga-day-event-in-surat-set-new-guinness-world-record-bvn-1089490.html,,20230621T080000Z,2023
International Yoga Day,"Embassy of India in Kuwait , Japan , celebrate International Day of Yoga",http://aninews.in/news/world/asia/embassy-of-india-in-kuwait-japan-celebrate-international-day-of-yoga20230621160239/,,20230621T113000Z,2023
International Yoga Day,International Yoga Day 2023 : PM Modi to lead unique yoga session at UN Headquarters today,https://www.dnaindia.com/india/report-international-yoga-day-2023-pm-modi-to-lead-unique-yoga-session-at-un-headquarters-today-june-21-3048500,,20230621T004500Z,2023
International Yoga Day,  Coming together of more than 180 countries on India call is historic : PM Modi greets people on International Yoga Day,http://aninews.in/news/national/general-news/coming-together-of-more-than-180-countries-on-indias-call-is-historic-pm-modi-greets-people-on-international-yoga-day20230621075434/,,20230621T040000Z,2023
International Yoga Day,PM Modi leads historic Yoga session at UN ; describes yoga as  truly universal  and free from copyrig - The New Indian Express,https://www.newindianexpress.com/world/2023/jun/21/pm-modi-leads-historic-yoga-session-at-un-describes-yoga-as-truly-universal-and-free-from-copyrig-2587219.html,,20230621T181500Z,2023
International Yoga Day,Yoga is India gift to the world : Murmu on 9th International Yoga Day,https://www.business-standard.com/india-news/yoga-is-india-s-gift-to-the-world-murmu-on-9th-international-yoga-day-123062100376_1.html,,20230621T111500Z,2023
International Yoga Day,World rolls out mats to celebrate Yoga Day,https://www.rediff.com/news/report/pix-world-rolls-out-mats-to-celebrate-yoga-day/20230621.htm,,20230621T150000Z,2023
International Yoga Day,"Amit Shah greets people on Intl Yoga Day , says it an invaluable heritage by India to world",https://www.thehindu.com/news/national/amit-shah-greets-people-on-intl-yoga-day-says-its-an-invaluable-heritage-by-india-to-world/article66992602.ece,,20230621T080000Z,2023
International Yoga Day,"CJI Chandrachud , other judges , staff participate in Yoga event at Supreme Court premises",https://news.webindia123.com/news/Articles/India/20230621/4091289.html,,20230621T190000Z,2023
International Yoga Day,  Yoga is India gift to the world : President Droupadi Murmu,https://news.webindia123.com/news/Articles/India/20230621/4091126.html,,20230621T103000Z,2023
International Yoga Day,"Shah greets people on Yoga Day , says it an invaluable heritage by India",https://www.business-standard.com/india-news/shah-greets-people-on-yoga-day-says-it-s-an-invaluable-heritage-by-india-123062100217_1.html,,20230621T080000Z,2023
International Yoga Day,International Day of Yoga : NMCG organizes  Ghat Par Yoga  under Namami Gange Programme,https://news.webindia123.com/news/Articles/India/20230622/4091780.html,,20230622T081500Z,2023
International Yoga Day,Yoga India gift to the world : Pranay Verma,https://www.thedailystar.net/news/bangladesh/investigative-stories/health/news/yoga-indias-gift-the-world-pranay-verma-3352061,,20230621T090000Z,2023
International Yoga Day,Indore : BSF Cycle Rally To Create Awareness About Yoga,https://www.freepressjournal.in/indore/indore-bsf-cycle-rally-to-create-awareness-about-yoga,,20230617T001500Z,2023
International Yoga Day,G20 Delegates Perform Yoga Pics : G20 Delegation Participates in International Yoga Day 2023 Event at Raj Bhawan in Goa,https://www.latestly.com/agency-news/india-news-g20-delegates-perform-yoga-on-9th-international-yoga-day-at-raj-bhawan-in-goa-5216624.html,,20230621T084500Z,2023
International Yoga Day,Preity Zinta highlights benefits of yoga,https://news.webindia123.com/news/Articles/Entertainment/20230622/4091777.html,,20230622T081500Z,2023
International Yoga Day,G20 delegates perform Yoga on 9th International Yoga Day at Raj Bhawan in Goa,http://aninews.in/news/national/general-news/g20-delegates-perform-yoga-on-9th-international-yoga-day-at-raj-bhawan-in-goa20230621115238/,,20230621T074500Z,2023
International Yoga Day,India News | International Day of Yoga : NMCG Organizes  Ghat Par Yoga  Under Namami Gange Programme,https://www.latestly.com/agency-news/india-news-international-day-of-yoga-nmcg-organizes-ghat-par-yoga-under-namami-gange-programme-5218952.html,,20230622T074500Z,2023
International Yoga Day,Indian Navy To Form  Ocean Ring Of Yoga  On International Yoga Day,https://www.ndtv.com/india-news/indian-navy-to-form-ocean-ring-of-yoga-on-international-yoga-day-4138080,,20230620T161500Z,2023
International Yoga Day,BJP Bokaro celebrates International Yoga Day 2023,https://www.dailypioneer.com/2023/state-editions/bjp-bokaro-celebrates-international-yoga-day-2023.html,,20230623T000000Z,2023
International Yoga Day,UP School Summer Vacation Extended Till June 26 Due to Severe Heatwaves,https://www.timesnownews.com/education/up-school-summer-vacation-extended-till-june-26-due-to-severe-heatwaves-article-100853688/amp,,20230608T150000Z,2023
