video_id,title,channel,upload_date,duration,view_count
ZaA653fHNbI,"International Yoga Day Celebration 2025 -26 St Jude English Medium School, Pakshikere",ST Jude English Medium school,20250621,107,807
eWjwbFEcIes,International Yoga Day 2025,IIT Kharagpur Official,20250623,7998,731
ICZ5cKz14uw,International Yoga Day 2025,"Dronagiri High School English Medium, Karanja-Uran",20250621,328,939
Z-p2ze9jecw,International Yoga Day Drawing | Easy Yoga Day Art|Yoga Day 2025 Drawing|Simple Yoga Poster idea,Science Scribbles,20250618,640,894
U8tPNIJgIdk,International Day of Yoga 2025 with Gurudev from Colombia | Live Meditation,Gurudev Sri Sri Ravi Shankar,20250621,2023,56988
QBuUEdQ3r_c,"Yoga Day 2025 | Ahead Of World Yoga Day, Bikaner Youth Practice Yoga On Scorching Sand Dunes",NDTV,20250620,142,1017
e6VrBKMUWdE,International Yoga Day 2025 | Wellness for People & the Planet 🌍🧘‍♂️,Link Bharat,20250621,116,2030
PbLy3_7DPs4,Unleash Your Inner Yogi: Celebrate International Day of Yoga 2025!,Computer Guru,20250621,798,762
_czzoFZX0hE,International Yoga Day 2025 II Basil Woods School,"Basil Woods School, Hyderabad",20250621,103,1078
RksEiQ09rGM,International Yoga Day Celebrations 2025 - Yoga for One Earth One Health,Diva@2speaks,20250624,1565,920
LrMK9WrQ3SU,International Yoga Day 2025: PM Modi Leads Celebrations; New World Records Made | N18G,Firstpost,20250621,425,25978
1hxz_M2JSsI,CELEBRATION OF INTERNATIONAL DAY OF YOGA  & YOGASANA COMPETITION-2025 Highlight #yogapractice,DTU Studio,20250624,137,604
h7cDzRJTBqE,"International Yoga Day 2025: मोदी का योग मंत्र, अचूक अभेद्य सेहत का फ्रंट | Top News | Speech",Bharat 24 - Vision Of New India ,20250621,324,332
EnuEIlD82nM,International Yoga Day 2025 - Day 1 (Prayer & Asanas),SRDAV Resource Centre,20250618,1121,1199
7Va1b0AOSsg,Yoga Day 2025: PM Modi Leads World's Largest Yoga Gathering In Visakhapatnam | WION,WION,20250621,328,1159
DrSUWq4R_Uw,YOGA- International Yoga Day - 2025 - Peace ON The Street - Blessing House #song #trending #yoga,B.K. Dr. Reena,20250625,326,518
Pic_WNIkM2o,INTERNATIONAL YOGA DAY 2025 -THAMARAI INTERNATIONAL SCHOOL PATTUKKOTAI,THAMARAI INTERNATIONAL SCHOOL THANJAVUR,20250622,56,1880
NQkMW-u_Yqw,"Yoga Day 2025: PM Modi’s ‘One Earth, One Health’ Message Unites Wellness & Sustainability",DD India,20250621,179,1639
2pEUxdJxm3U,International Yoga Day 2025,Nippon India Mutual Fund,20250621,4620,307
9JF7XB--NfY,11th International Day of Yoga Celebration,Consulate General of India Frankfurt,20250626,117,30
CifvyJWnZxQ,International Yoga Day 2025: Exploring Yoga's Evolution From Ancient Practice to Modern Phenomenon,India Today,20250621,1834,1250
7gZ2hpcA-E0,"INTERNATIONAL DAY OF YOGA 2025 - YOGA FOR ONE EARTH, ONE HEALTH",ICAI CA Tube,20250621,19851,2145
FuJ8ggFiR_I,CELEBRATING INTERNATIONAL YOGA DAY 2025,St. Stephen's Iconic School,20250621,129,1031
f0l1TH8N3fQ,International Yoga Day quiz in English 2025 | Quiz on Yoga Day | International Yoga Day 2025,Achoose World,20250616,653,6914
XgPRT2axJUM,IDY -2025 - Yoga Sangam 2025 - 6 AM - 22062025 - MS,wswd 2025,20250622,5062,36
-8kiR-YOgsY,IDY 2025 protocol(ENG HU),Yogahitha Foundation,20250618,3051,87
_Clih3Gxw8w,CGI Jeddah celebrates International Day of Yoga (IDY - 2025),Consulate General of India Jeddah,20250623,158,62
DPyvzFfcVxo,Countdown to IDY 2025 | Yoga Unplugged | Yoga for Young Mind | Shri. Vidyut Jammwal & Kaivalyadhama,Kaivalyadhama Yoga Institute,20250611,4959,3049
iNE_0MHCPBg,IDY -2025 - Yoga Sangam 2025 - 6 AM - 22062025 - ES,wswd 2025,20250623,8321,44
_Yw5vdlCb84,"Yoga for One Earth, One Health | IDY 2025 Thailand | Governor of Bangkok on Why Yoga Matters",Indo Thai News,20250623,596,151
lviLklNIk2Q,🌿 International Day of Yoga 2025 Celebration | The Yoga Traveler | IDY 2025 Highlights,The Yoga Traveler,20250626,228,37
REcI14WYLfg,IDY 2025 - YOGA SANGAM 2025 - 6 PM - 21062025 - ES,wswd 2025,20250622,8427,40
RXs8cHWBRq0,Celebrate IDY 2025: Yoga for Earth and Health in Just 2 minutes,RNA,20250620,115,32
FRDkNG00khU,"Highlights of the International Day of Yoga (IDY) 2025 Celebrations in Bogota, Colombia.",Embajada de la India en Colombia ,20250903,151,16
dU0Y-ZTNYxo,International Yoga Day -One day Count down Programme of IDY 2025,AIIAGOA,20250315,2970,867
QlpDBRtZX8o,🌿 Yoga Protocol 2025 | International Day of Yoga (IDY 2025) 🌿,YogAbhilasha,20250617,219,246
WWvE-QGVmAM,Yoga and it's Popularity | Over Years | Special | IDY 2025 | DD India,DD India,20250619,153,3883
GzkKnhOvqiM,"Flagging off International Day of Yoga (IDY), 2025",CGI Shanghai,20250722,54,2
t6B6jkuUHEo,Curtain Raiser Press Conference on International Day of Yoga (IDY) 2025,Ministry of Information & Broadcasting,20250612,2016,17
NOK9-J_s3_8,IDY 2025,Davin's Fun Time,20250615,191,8
JufwIJc5aSY,IYCHK IDY 2025 Story of Yajnavalkya,Iyengar Yoga Centre of Hong Kong,20250713,1201,20
3iZ5WMvDy_4,Celebration of International Day of Yoga (IDY) – 2025 | 21 June,AmityUni,20250621,6428,652
ZPvjYdERaEI,Yoga activity idy 2025#internationalyogaday2025,Nikunjyog,20250621,261,26
3zACOxsxXsg,I&B Ministry celebrates IDY 2025 | DD India,DD India,20250621,58,75
bccEoJ0G6qE,IDY 2025 prep event held in Shanghai,DD India,20250528,48,122
nvMRN2bf0zY,IDY 2025 Day 1 (Protocol Session),Yogahitha Foundation,20250606,3167,133
-4zfwCjtwQo,IDY 2025, NIA Panchkula,20250602,10,29
r_s9fyqBDDg,IDY -2025 - Yoga Sangam 2025 - 6 AM - 21062025 - MS,wswd 2025,20250621,6952,74
zdIgtTxEzv8,Yoga for addressing Mental Health challenges - IDY 2025 Message by Dr. Jitendra,Vasudeva Kriya Yoga With Rajendra,20250616,489,45
lwld6izt6cA,RGU Successfully Organized Common Yoga Protocol Practice to the IDY-2025 #idy2024 #ayush #yoga #fit,e-Physical Education,20250522,5889,75
ZKbE0otIDaE,IDY 2025- BREATHING & MEDITATION SESSION,Ashima Gupta (VedaQHealthfulness),20250623,1481,55
BuMqyp2e69U,Curtain raiser Yoga 2025 | Guyana | IDY 2025 | Yoga | Guyana heritage #yoga #video #ytshorts,Vamadeva Yoga,20250530,82,46
gSBWffqHkss,Sanatana Yoga Vignana Kendra @IDY-2025- Ms.Roshini,Sanatana Yoga vignana kendra,20250624,23,50
aQ3znaD0cCg,Thank You Japan - Celebrating the Success of IDY 2025,"Embassy of India, Tokyo インド大使館、東京",20250625,3325,71
2m6v_njz3bo,10th International Day of Yoga | IDY 2025 | Guyana | India | Yoga for all #video  #yoga #viralvideo,Vamadeva Yoga,20250501,53,42
30QDbjhzBaI,👉Yoga training session before IDY-2025👈,Yoga Instructor Karan,20250526,18,49
-qBsODoJEPU,The 11th International Day of Yoga (IDY) - 2025 celebration in Jammu.,EARLY POST DAILY NEWSPAPER,20250621,518,12
P5on4xVU2eQ,IDY 2025 - a Message from 10 year old Adya -  Mindful Mastery through VK Yoga,Vasudeva Kriya Yoga With Rajendra,20250617,77,41
UqFEcKCGCRI,Curtain Raiser  Event of IDY-2025 at New Development Bank,CGI Shanghai,20250723,45,1
S0bIJVsW6kg,Skysat Newsreport IDY 2025,ISCM of Sri Balaji Vidyapeeth,20250624,93,22
DMcqcYaidyw,IDY - 2025 Celebrations @SREC by Yoga and Meditation Club on 21/06/2025,Yoga SREC,20250623,27,31
Uyr5O1Twadg,IDY 2025 | Madagascar,Dr. Yogendra Singh ,20250628,127,43
dGKd7pdpdJ0,celebration of 11th IDY 2025 At cluster HSS Chak Rakwalan/#IDY2025 #InternationalDayofYoga2025/#yoga,Principal HSS Chak Rakwalan,20250621,62,187
cFooVAkqFiU,IDY 2025 - a message from 8 year old yoga student - Arjun,Vasudeva Kriya Yoga With Rajendra,20250617,115,55
SPWeCdEFZDY,"BYK'S Special Podcast for IDY 2025: Yoga for One Earth, One Health",Bharat Yogavidya Kendra,20250621,2293,772
Fwnbqyr6nvM,Yoga Sangam IDY 2025 Test,Priyanka's Yoga Studio,20250620,195,10
h_3xhGmBEW0,"# IDY 2025 TGTWURJC Boys, Jinnaram Part 2 Video",Pancha kosha yoga,20250715,118,77
GlkYMhn_IyY,IDY :INTERNATIONAL DAY OF YOGA (2025) CELEBRATION,EMRS KURUPAM,20250621,37,81
rOp0boxgcHs,Balance • Strength • Peace | IDY 2025 | Formation Yoga  | Unity in Motion 🧘 | NIT Rourkela,Gleam,20250623,628,27
i-Nuc_L4mio,Workplace Wellness with Yoga | Yoga Day (IDY 2025) Special for Professionals,"HealThyRam - Wellness of the Body, Mind and Soul",20250621,2879,16
HV93s9jRkdY,IDY 2025 #yoga  #healthylifestyle #artofliving #idy2025 #meditation #healthawareness #dhyan  #health,RAJ KUMAR SHARMA,20250621,192,124
FMKB_BVupYA,It's all about IDY 2025 ✨🪷,Nazar Gupta💓,20250622,90,28
PuUFl4VchH8,Bhadrasana | Baddha Konasana | IDY 2025 | Nirogi Duniya,Nirogi Duniya,20250509,181,63
Uk2MNaV2cW8,IDY 2025 MRTV Media Coverage Myanmar : Ankita Sood,Dr. Ankita Sood Yoga,20250608,179,81
VuWWSufO4as,"Celebrating the Spirit of Yoga on International Day of Yoga, IDY 2025 🙏",BSDT Yoga,20250621,224,13
UxnQCbsBc2c,International Day of Yoga ( IDY -2025) celebrated in Eastern Railway with great zeal and enthusiasm.,Eastern Railway,20250621,37,7
lnnW0UvLkjw,IDY 2025 Common Yoga Protocol,Kankidham Arogya Kendra,20250701,53,48
Dq5nE-NDJxU,IDY 2025 HMT,GOVT. AYU. DISP. GH HIMATNAGAR,20250621,321,1
6u2Az-WuzVA,IDY 2025 Latvia _ Interaction and Polemics of Western Spiritual Culture and Vedic Tradition.,LU SISI,20250628,4333,91
Ak0uTdv5kEo,Aqua Yoga By Kaya on IDY 2025 🏄,"Kaya International Yoga Studio, Narsinghpur(MP)",20250622,44,20
_uNzZEEOHsQ,Harit Yoga (Plantation Event) 11th IDY 2025,Kankidham Arogya Kendra,20250701,25,19
2kKVITRbaD4,IDY 2025 | Yoga Alliance | Yoga TTC,SAURABHYA,20250815,232,73
T9W6XoM-x4A,IDY Reflections | Episode 3 | International Day of Yoga 2025,Ministry of Ayush,20250731,1236,531
fZ269RBWrIg,"Glimpses of IDY 2025 Celebrations 🧘‍♂️ at BYS  Indira Park Center 1,",raja narasimharao,20250622,226,246
2ZYvUAqRYcA,IDY 2025 108 SURYANAMASKARS WITH SHOULDER OPENER,Ashima Gupta (VedaQHealthfulness),20250623,2403,37
PcRqCO_wOd4,Formation YOGA by YOGVIDYA Club || NIT Rourkela || IDY 2025,OMW JEE,20250623,627,71
GPhQyNUyx9c,－切也願意 Idy 2025-9-11,Idy Cheung,20250911,225,16
IezG36fLMoU,IDY 2025,GBSSS NATHUPURA SCHOOL 1207110,20250621,29,21
riKrz4kinQM,Yoga Day Protocol : Quick View | IDY 2025 | Nirogi Duniya,Nirogi Duniya,20250519,120,3529
KyMWQmiKzyk,IDY 2025 Yoga Practical Session,DrNavasakthi,20250623,1682,29
KZa6YfdR4Vc,YOGA BANDHAN 2025 | IDY 2025 | Secrets of Yoga Therapy | ISCM | Live Holistic Wellness | IYA,Live Holistic,20250706,5638,55
LQllvEizyM0,IDY Reflections | Episode 2 | International Day of Yoga 2025,Ministry of Ayush,20250726,1181,650
v3j7ODYGd0s,Ardha Chakrasana Yoga | अर्ध चक्रासन | IDY 2025 | Nirogi Duniya,Nirogi Duniya,20250507,96,39
Xr7UpJjARrQ,"MDNIY Yoga Podcast Ep.1 | IDY 2025: Organise Yoga Sangam – One Earth, One Health",Ministry of Labour and Employment,20250611,216,69
uZLjeYZS9Ng,"Highlights of IDY 2025 celebrations by Ministry of Minority Affairs at Shanti Stupa, New Delhi",Ministry of Minority Affairs,20250621,59,80
hZkdJw2n5G4,YOGA UNPLUGGED | IMMERSIVE COMMON YOGA PROTOCOL | DAY 5 | IDY 2025 | 16 JUNE 2025,Kaivalyadhama Yoga Institute,20250616,1835,377
JXXZD1BQqBY,"IDY 2025 Observance by the Regional Research Institute of Unani Medicine, Habak, Srinagar, J&K",Research Institute of Unani Medicine srinagar,20250627,219,27
GpWHLMVk0xU,Practice Of 11th international Day Of Yoga 2025🧘🕉️ #idy 2025#21june2025#yogi #yogapractice #yoglife,Pooja Gautam ,20250620,129,7
8c5XwUaJ5ZE,IDY Countdown-2025 | Yoga protocol of ministry of Ayush | Yoga for beginners | my yoga my way| #Yoga,Yoga with Dr.Sasanka Sekhar,20250620,1420,76
BfmTN-RJ9so,"Yoga for One Earth, One Health!",Mitra CanCare Foundation,20260525,372,18
UZ8Er3yfWQQ,"Yoga for One Earth, One Health",Peace Drops for EcoRestoration,20250622,219,24
eio-fZMds7E,Yoga for one Earth one health,MS Fitness ,20250621,152,43
Ctix1E-BF0s,#Yogandhra2025 #InternationalYogaDay2025 - Yoga For One Earth One Health,AP Digital Corporation,20250528,75,1578405
J2Y1TJwWKyM,"International Yoga Day 2025 | Yoga for One Earth, One Health",Amrutha Bindu Yoga,20250624,810,133
ILCTA8h9nMA,"Yoga for One Earth, One Health",AKTU Digital Education,20250621,4258,1211
FOpyG1xM0SE,Yoga For One Earth One Health,ManavRachna Yoga Kendra,20250623,32,40
gZi7H-scLCA,"International Yoga Day 2025 – “Yoga for One Earth, One Health”",Malika,20250621,30,0
kMvjE4XbbSU,"Yoga for One Earth, One Health | What Yoga Really Means in 2025",YogaPartner,20250622,236,6
Is43iSzaa4I,"International Yoga Day 2025 | Yoga for One Earth, One Health | Evergreen Public School",EVERGREEN PUBLIC SCHOOL,20250623,103,260
z0xjLB12GYY,"Yoga for ""one earth, one health"" by Dr. Mahesh Arvind",PRAJNA FOUNDATION ,20250621,1420,120
zJFk62RSVVY,"Perspective: Yoga for One Earth, One Health | 19 June, 2025",Sansad TV,20250619,1773,4486
5N24-_8xXQo,International Yoga Day 2025-   Yoga for one earth one health - significance,HOLISTIC YOGA,20250621,842,155
tAYDAz0xctI,"Yoga for Beginners ~Yoga for One Earth , One Health ~",AIR NEWS KOHIMA,20250620,981,37
cfSJh6lQGUM,"Yoga for One Earth, One Health",BHUMISUTO THEATRE,20250621,134,27
7v0PIHCXlUU,"International Yoga Day 2025 | Yoga for One Earth, One Health 🌍",AJ FITZONE,20250621,240,23
SuZSLw-Pcw0,"Regional Director Saima Wazed on 'Yoga for One Earth, One Health'",World Health Organization South-East Asia Region - WHO SEARO,20250623,109,214
lmSGD0I_Xao,"Yoga for One Earth, One Health | Dr. Komal Prasad on the Power of Yoga",Narayana Health,20250623,196,89
rUuJE4YEVMw,"Yoga for One Earth, One Health: KVS Celebrates International Yoga Day 2025!",KVS HQ,20250620,236,896
EqpndsJf1Ng,Yoga day special poster 2025 | Yoga day drawing | Yoga for one Earth one Health |Easy drawings,BhavaniArtAcademy ,20250618,503,993
xsf1eHv_vSE,"International Yoga Day 2025 | Yoga for One Earth, One Health 🌍",Beginners Yoga,20250621,5054,954
_8IpP4tZP4k,"11th International YOGA Day 2025-Yoga for One Earth, One Health: Event Highlights Watch Now.",Advaita Yoga,20250630,217,92
75BLUGP7kmE,"Yoga for One Earth, One Health",AIRS ,20250621,54,145
WEjHA0rWaJ4,"🌿 Yoga for One Earth, One Health – A Celebration to Remember! 🌍",Arham Dhyan Yog,20250709,136,772
WDhvcUSkggo,"Yoga for One Earth, One Health  #internationaldayofyoga2024   #YogaForOneEarthOneHealth #Yoga2025",Master Mind Ai,20250621,64,6
ucLh0_3oE6Y,"Live:- Yoga Connect 2025: A Global Summit on 'Yoga for One Earth, One Health' 🌎",Ministry of Ayush,20250614,13871,2669
hSPBcQJ4Tx8,"Yoga for One Earth, One Health | Sudip Some’s Wellness Journey at The Tamara Coorg",Tamara Leisure Experiences,20250621,110,23
u-ExPW6VGTE,"Yoga for One Earth, One Health | International Day of Yoga 2025 at MEHT, Glasgow | SAN TV Exclusive",SANTV UK,20251106,1688,49
U8Xap8TH2kM,"Yoga for One Earth, One Health",NWRailways,20250619,15,1
xteGOc87tV8,"TCEI Celebrates International Yoga Day 2025 | 'One Earth, One Health' | Hitex",Hybiz Now,20250621,194,35
hEvQgTEe5eY,"International Yoga Day 2025 Celebration | Yoga for One Earth, One Health",Vadodara Airport ,20250621,154,7
aBw1tuS36HY,"Yoga for One Earth, One Health | CircusInc",circusincevents,20250702,69,7
5MVOvOpQYOw,"International Yoga Day: Millions unite for 'One Earth, One Health' Theme | India Today",India Today,20250621,259,253
69w_iBdREDA,"Yoga for One Earth, One Health | Triton’s Perspective on Wellbeing at Work and Beyond","Triton Logistics & Maritime, Abrao Group Company",20250621,27,77
jKJWQkQWlTI,5 best healthy habits #challenge #2025 | international yoga day 2025 (one earth one health),habit of yoga ,20250617,114,13
hiYhJtcB1eg,"International Yoga Day 2025 at DGI | Yoga for One Earth, One Health | Guided by Mrs.Laxmi Chaturvedi",Dronacharya Group of Institutions,20250621,85,57
lAzBdzQKjVw,"Yoga Day 2025 | Yoga for One Earth, One Health 🌍 | Morning Yoga Routine for a Healthy Life",Yog Yogi Yoga,20250620,90,50
Fnm7zP9oKZc,"TCEI Celebrates International Yoga Day 2025 with 'One Earth, One Health' Theme at HITEX",Silver Screen,20250621,293,16
OumubmGN4zo,"International Yoga Day 2025 | Yoga for One Earth, One Health | 21st June Celebration",DM Khowai,20250624,107,15
6UOIkxAUvyE,"Flowing Together: FCI CCM’s Yoga Day Commemoration of One Earth, One Health",FCI CCM,20250624,65,39
efbMFVYfZhA,"Yoga for One Earth, One Health Poster Drawing Ideas 2025 | International Yoga Day 2025",Fact Navigate,20250609,555,5430
0xBMWCpm-ZY,"Yoga for One Earth, One Health - Aayush Hospitals",Aayush Hospitals,20250621,95,214
DPtEb0p905k,"INTERNATIONAL YOGA DAY- 2025  *YOGA FOR ONE EARTH ONE HEALTH* ""GYAN & DHYAN MUDRA""",RAJ ENGLISH SCHOOL,20250622,157,1086
y7ANpURzWsQ,Happy International Yoga Day   # “One Earth One Health “,Nanda Donkanavar,20250624,211,17
VXxv1V4_7qg,"Happy International Yoga Day 25 'Yoga for One Earth, One Health'Let's celebrate ancient India's gift",Capers Corporate Wellness,20250623,42,13
ahO5rVyXtBw,"International Yoga Day -'Yoga for One Earth, One Health' #yogaday #yogaday2025 #yoga #health #world",Vishwashanti Darshan,20250621,51,46
niR_ZJu_Gc0,International Yoga Day 21 June 2025 | Yoga For One Earth One Health | IYD25 #Samneghat #pmmodi #yt,DK Yoga Tech,20250624,561,51
vbj8NYZbiXI,"yoga day celebration | Yoga for One Earth,One Health | 21st June 2025 | Surya Namaskar | Yoga forAll",Wunderbar Sisters,20250621,139,56
rjiuiSiihlE,#yoga#for#one#earth#one#health#lb#stadium#,Middelaganeshyogaofficial,20250620,56,36
uxx6xQuwAuM,"TCEI Celebrates International Yoga Day 2025 with 'One Earth, One Health' Theme at HITEX",NewsQube Channel,20250621,293,72
vga8bkCMCEw,"Hema Malini Inspires: Embrace Yoga for One Earth, One Health on June 21, 2025!",Pop Culture Insights,20250614,151,4
atUqSETYmmo,"Yoga for One Earth One Health - Celebration of International Day of Yoga - 21st June, 2025",CGI Shanghai,20250723,61,0
nvvUpRFYpZk,"INTERNATIONAL YOGA 🧘 DAY 2025 |Yoga for One Earth, One Health Simple, Yoga flow for Beginners",VEDA'S YOGA,20250621,80,88
wMBxhXhRgoQ,Happy International Yoga Day One Earth One Health,The Light,20250619,212,13
xOQ1qzDTq0o,"Yoga for One Earth, One Health!#gkckrishnanagar",Global Knowledge Campus,20250623,61,29
20_bSi-V888,"Yoga for One Earth, One Health | International Yoga Day 2025 @I'm Possible Fitness studio",  Yoga | Weight Loss & Healthy Life | Seema Mehta,20250620,311,264
qMOqrQLJch4,"International Yoga Day 2025 🌍 | Yoga for One Earth, One Health | Global Celebration Highlights",Buddha Dharma ,20250623,299,119
JmBgTeRirG8,"“ Yoga for One Earth, One Health” … Happy International Yoga Day 2025",Chilanka Dance and Music,20250621,105,118
sVSCtESeD4E,"11th International Yoga Day | One Earth, One Health.",The Yogic Life Way of Life,20250622,238,174
lgw4BkLmugU,"YOGA FOR ONE EARTH, ONE HEALTH",PTJM Gorakshini,20250621,215,624
srbLBHWzPIA,"'Yoga for One Earth,One Health' : 11th International Yoga Day,2025",Probasinir' Swapnodeep#Sriharikota..🙏💓,20250621,107,28
GqQu2ZW-rUA,"International Day of Yoga 2025 | One Earth, One Health | Mauritius",Abhyas School of Yoga,20250621,169,224
JB-0zDl0UpQ,"International Yoga Day 2025 Status| Yoga for One Earth, One Health | Happy Yoga Day 2025 status|",PRJ Education,20250620,19,55
APYeSdP7oOU,"International Day of Yoga| YOGA FOR ONE EARTH, ONE HEALTH|","HOWRAH DIVISION, EASTERN RAILWAY",20250619,36,5
AaancuXrLT0,"11th International Day of Yoga 2025 | Yoga for One Earth, One Health @cutmodisha7103",Jeevitam Yoga,20250621,4122,58
vU8m8teYroQ,Happy International Yoga Day One Earth One Health #happiness #mindfulness,The Light,20250618,115,16
hhBk9OFBFWk,"Celebration of International Yoga Day 2025 ! ""Yoga For One Earth, One Health""",Swami Yogmata,20250701,373,45
FG6m2iBW7qQ,"""Yoga for one Earth, One Health ""International Yoga day 2025 at NAMCE 🥰🤍💚",Lipika sarkar,20250622,236,9
Wl1FCBaqLWk,Happy International Yoga Day One Earth One Health #happiness #mindfulness,The Light,20250620,34,17
Cce_0M4E7Nw,"PRE IDY2025 - Yoga for One Earth, One Health & the Spirit of Sardar150",WorldMiTR,20250620,244,12
Bf97RqytioI,"INTERNATIONAL YOGA DAY  ""YOGA FOR ONE EARTH , ONE HEALTH """,tushar_create,20250621,203,88
nQmVhIS8fJI,International Yoga Day 2025 (Imperium senior secondary school ) One Earth One Health 💐💐💐💐,UNTANGLE # BY Mamta Joshi,20250621,162,69
acDFS8j7MCs,What is the Common Yoga Protocol (CYP)? | International Day of Yoga 2026,Morarji Desai National Institute of Yoga (MDNIY),20260601,155,229
QuGLcWPyvRQ,International Yoga Day 2026 | Yoga for Healthy Ageing | Can Yoga Slow Aging?,Fact Navigate,20260530,600,62
Fo9RonC90iQ,🌿 *YOGA WELLNESS FESTIVAL 2026* 🌿✨ *This International Yoga Day.🔥,Homey official ,20260531,5,2
UInzQ1ZCR0E,International Yoga Day 2026 | English Jingle Contest @ministryofayushofficial@MyGovIndia #OPRK,OPRK Entertainment,20260401,30,327
ELZoNtZEWp8,We are delighted to announce the #InternationalDayofYoga2026 celebration at the UN on 18th June 2026,India at United Nations,20260501,51,112
DJEJTvb-xI8,"International Yoga Festival 2026📍 Parmarth Niketan, Rishikesh | Day 6: Yoga, Music, Ganga Aarti",Parmarth Niketan,20260315,146,785
KwuXXx_QTaE,"International Yoga Festival 2026📍 Parmarth Niketan, Rishikesh | Day 3: Yoga, Music, Ganga Aarti",Parmarth Niketan,20260312,165,786
cQd85Evi0ak,Embassy organized International Day of Yoga celebration in Haapsalu on 30.05.2026,India in Estonia,20260601,61,3
D46TlqnV0hE,International Yoga Day 2026: 25Day Countdown Online Inauguration,The Arogya Yoga Trinetr Insight ,20260530,2809,162
r9znsaHXTM0,UN International Day of Yoga,Ireland India Council - IIC,20260508,48,16
