video_id,entity,label
3cea1qcbIIs,the United Nations,ORG
3cea1qcbIIs,Indian,NORP
3cea1qcbIIs,Indian,NORP
3cea1qcbIIs,Indian,NORP
3cea1qcbIIs,Narendra Modi,PERSON
3cea1qcbIIs,Narendra Modi,PERSON
3cea1qcbIIs,Narendra Modi,PERSON
3cea1qcbIIs,one,CARDINAL
3cea1qcbIIs,first,ORDINAL
3cea1qcbIIs,first,ORDINAL
3cea1qcbIIs,first international day,DATE
3cea1qcbIIs,Narendra Modi,PERSON
3cea1qcbIIs,Narendra Modi,PERSON
3cea1qcbIIs,Narendra Modi,PERSON
3cea1qcbIIs,Delhi,GPE
3cea1qcbIIs,Delhi,GPE
3cea1qcbIIs,Delhi,GPE
3cea1qcbIIs,today,DATE
3cea1qcbIIs,today,DATE
3cea1qcbIIs,today,DATE
3cea1qcbIIs,India,GPE
3cea1qcbIIs,Yoga,ORG
3cea1qcbIIs,India,GPE
3cea1qcbIIs,Yoga,ORG
3cea1qcbIIs,India,GPE
3cea1qcbIIs,multi-billion dollar,MONEY
3cea1qcbIIs,multi-billion dollar,MONEY
3cea1qcbIIs,multi-billion dollar,MONEY
3cea1qcbIIs,Australia,GPE
3cea1qcbIIs,Australia,GPE
3cea1qcbIIs,Australia,GPE
3cea1qcbIIs,Yoga,ORG
3cea1qcbIIs,Yoga,ORG
3cea1qcbIIs,Australia,GPE
3cea1qcbIIs,recent years,DATE
3cea1qcbIIs,Australia,GPE
3cea1qcbIIs,recent years,DATE
3cea1qcbIIs,Australia,GPE
3cea1qcbIIs,recent years,DATE
3cea1qcbIIs,14th,ORDINAL
3cea1qcbIIs,14th,ORDINAL
3cea1qcbIIs,14th,ORDINAL
3cea1qcbIIs,Australia,GPE
3cea1qcbIIs,Sydney,GPE
3cea1qcbIIs,Australia,GPE
3cea1qcbIIs,Sydney,GPE
3cea1qcbIIs,Australia,GPE
3cea1qcbIIs,Sydney,GPE
3cea1qcbIIs,Breanna Roberts SBS,PERSON
3cea1qcbIIs,Breanna Roberts SBS,PERSON
3cea1qcbIIs,Breanna Roberts SBS World News,FAC
GH5dXYEfG1s,the United Nations,ORG
GH5dXYEfG1s,the United Nations,ORG
GH5dXYEfG1s,the United Nations,ORG
GH5dXYEfG1s,The Yoga Center,WORK_OF_ART
GH5dXYEfG1s,The Yoga Center,WORK_OF_ART
GH5dXYEfG1s,The Yoga Center,WORK_OF_ART
GH5dXYEfG1s,The Yoga Center,ORG
GH5dXYEfG1s,The Yoga Center,ORG
GH5dXYEfG1s,The Yoga Center,ORG
GH5dXYEfG1s,day day day,DATE
GH5dXYEfG1s,first,ORDINAL
GH5dXYEfG1s,Yogi,PERSON
GH5dXYEfG1s,"15,000 years ago",DATE
GH5dXYEfG1s,Yogi,PERSON
GH5dXYEfG1s,"15,000 years ago",DATE
GH5dXYEfG1s,Yogi,PERSON
GH5dXYEfG1s,"15,000 years ago",DATE
GH5dXYEfG1s,Kings,ORG
GH5dXYEfG1s,Kings,PERSON
GH5dXYEfG1s,Kings,PERSON
GH5dXYEfG1s,Krishna,PERSON
GH5dXYEfG1s,Krishna,PERSON
GH5dXYEfG1s,Krishna,PERSON
GH5dXYEfG1s,"over 1,000",CARDINAL
GH5dXYEfG1s,"over 1,000",CARDINAL
GH5dXYEfG1s,ac,ORG
GH5dXYEfG1s,ac,ORG
GH5dXYEfG1s,ac,ORG
GH5dXYEfG1s,the Northern Plains,LOC
GH5dXYEfG1s,Nations,ORG
GH5dXYEfG1s,Nations,ORG
GH5dXYEfG1s,Nations,ORG
GH5dXYEfG1s,Kings,PERSON
GH5dXYEfG1s,Kings,PERSON
GH5dXYEfG1s,Kings,PERSON
GH5dXYEfG1s,Kingdom,GPE
GH5dXYEfG1s,Kingdom,GPE
GH5dXYEfG1s,Kingdom,GPE
GH5dXYEfG1s,today,DATE
GH5dXYEfG1s,today,DATE
GH5dXYEfG1s,today,DATE
GH5dXYEfG1s,the United Nations,ORG
GH5dXYEfG1s,United Nations,ORG
GH5dXYEfG1s,United Nations,ORG
GH5dXYEfG1s,the last 12 to 15 years,DATE
GH5dXYEfG1s,the last 12 to 15 years,DATE
GH5dXYEfG1s,the last 12 to 15 years,DATE
GH5dXYEfG1s,Nations,ORG
GH5dXYEfG1s,Nations,ORG
GH5dXYEfG1s,Nations,ORG
GH5dXYEfG1s,first,ORDINAL
GH5dXYEfG1s,first,ORDINAL
GH5dXYEfG1s,first,ORDINAL
GH5dXYEfG1s,Nation,PERSON
GH5dXYEfG1s,Nation,PERSON
GH5dXYEfG1s,Nation,PERSON
GH5dXYEfG1s,first,ORDINAL
GH5dXYEfG1s,first,ORDINAL
GH5dXYEfG1s,first,ORDINAL
GH5dXYEfG1s,177,CARDINAL
GH5dXYEfG1s,177,CARDINAL
GH5dXYEfG1s,177,CARDINAL
GH5dXYEfG1s,United Nations,ORG
GH5dXYEfG1s,177,CARDINAL
GH5dXYEfG1s,United Nations,ORG
GH5dXYEfG1s,177,CARDINAL
GH5dXYEfG1s,United Nations,ORG
GH5dXYEfG1s,177,CARDINAL
GH5dXYEfG1s,the coming year,DATE
GH5dXYEfG1s,the coming year,DATE
GH5dXYEfG1s,the coming year,DATE
GH5dXYEfG1s,the next 5 to 6 months,DATE
GH5dXYEfG1s,next 5 to 6 months,DATE
GH5dXYEfG1s,next 5 to 6 months,DATE
GH5dXYEfG1s,6,CARDINAL
GH5dXYEfG1s,6,CARDINAL
GH5dXYEfG1s,the coming 6 months,DATE
GH5dXYEfG1s,the coming year,DATE
GH5dXYEfG1s,the coming year,DATE
GH5dXYEfG1s,the coming year,DATE
GH5dXYEfG1s,June 21st,DATE
GH5dXYEfG1s,June 21st,DATE
GH5dXYEfG1s,June 21st,DATE
GH5dXYEfG1s,Sun,LOC
GH5dXYEfG1s,Sun,LOC
GH5dXYEfG1s,Sun,LOC
GH5dXYEfG1s,ADI Yogi,PERSON
GH5dXYEfG1s,ADI Yogi,PERSON
GH5dXYEfG1s,ADI Yogi,PERSON
GH5dXYEfG1s,South,LOC
GH5dXYEfG1s,Dam,ORG
GH5dXYEfG1s,South,LOC
GH5dXYEfG1s,Dam,ORG
GH5dXYEfG1s,South,LOC
GH5dXYEfG1s,Dam,ORG
GH5dXYEfG1s,this day,DATE
GH5dXYEfG1s,this day,DATE
GH5dXYEfG1s,this day,DATE
GH5dXYEfG1s,that day,DATE
GH5dXYEfG1s,the that day,DATE
GH5dXYEfG1s,the that day,DATE
GH5dXYEfG1s,today,DATE
GH5dXYEfG1s,today,DATE
GH5dXYEfG1s,today,DATE
GH5dXYEfG1s,2015,DATE
GH5dXYEfG1s,2015,DATE
GH5dXYEfG1s,2015,DATE
GH5dXYEfG1s,2015,DATE
GH5dXYEfG1s,2015,DATE
GH5dXYEfG1s,2015,DATE
GH5dXYEfG1s,Throttle,PERSON
GH5dXYEfG1s,Throttle,PERSON
GH5dXYEfG1s,the coming year,DATE
GH5dXYEfG1s,Full year,DATE
GH5dXYEfG1s,Full year,DATE
GH5dXYEfG1s,Full Throttle,PERSON
yQYJQ5cZ-bM,संगीत,PRODUCT
yQYJQ5cZ-bM,संगीत,ORG
yQYJQ5cZ-bM,संगीत,ORG
yQYJQ5cZ-bM,संगीत,PRODUCT
yQYJQ5cZ-bM,संगीत,ORG
yQYJQ5cZ-bM,21 जून को वैसे तो हमारे इस भूभाग में,DATE
yQYJQ5cZ-bM,21 जून को वैसे तो हमारे इस भूभाग में,DATE
yQYJQ5cZ-bM,21 जून,DATE
yQYJQ5cZ-bM,रखा जाता,ORG
yQYJQ5cZ-bM,कि यह,PERSON
yQYJQ5cZ-bM,रखा जाता,ORG
yQYJQ5cZ-bM,कि यह,PERSON
yQYJQ5cZ-bM,रखा जाता,ORG
yQYJQ5cZ-bM,लेकिन 21,DATE
yQYJQ5cZ-bM,हुए मैंने,PERSON
yQYJQ5cZ-bM,हुए मैंने,PERSON
yQYJQ5cZ-bM,हुए मैंने,PERSON
yQYJQ5cZ-bM,रखा था,EVENT
yQYJQ5cZ-bM,रखा,GPE
yQYJQ5cZ-bM,रखा,GPE
yQYJQ5cZ-bM,हैं,PERSON
yQYJQ5cZ-bM,हैं,PERSON
yQYJQ5cZ-bM,हैं,PERSON
yQYJQ5cZ-bM,यह स्वास्थ्य,PRODUCT
yQYJQ5cZ-bM,का समग्र,PERSON
yQYJQ5cZ-bM,का समग्र,PERSON
yQYJQ5cZ-bM,का समग्र,PERSON
yQYJQ5cZ-bM,अंतरराष्ट्रीय,NORP
yQYJQ5cZ-bM,अंतरराष्ट्रीय,NORP
yQYJQ5cZ-bM,संगीत,PRODUCT
yQYJQ5cZ-bM,संगीत,ORG
yQYJQ5cZ-bM,का समर्थन मिला,NORP
yQYJQ5cZ-bM,100,CARDINAL
yQYJQ5cZ-bM,100,CARDINAL
yQYJQ5cZ-bM,100,CARDINAL
yQYJQ5cZ-bM,177,CARDINAL
yQYJQ5cZ-bM,177,CARDINAL
yQYJQ5cZ-bM,177,CARDINAL
yQYJQ5cZ-bM,बड़ी,ORG
yQYJQ5cZ-bM,घटना,ORG
yQYJQ5cZ-bM,मैं,CARDINAL
yQYJQ5cZ-bM,बड़ी,ORG
yQYJQ5cZ-bM,घटना,ORG
yQYJQ5cZ-bM,मैं,CARDINAL
yQYJQ5cZ-bM,बड़ी,ORG
yQYJQ5cZ-bM,घटना,ORG
yQYJQ5cZ-bM,मैं चाहूंगा कि विश्व ने जिसको,QUANTITY
yQYJQ5cZ-bM,स्वीकार किया है,ORG
yQYJQ5cZ-bM,विश्व ने विश्व ने,QUANTITY
yQYJQ5cZ-bM,स्वीकार किया है,ORG
yQYJQ5cZ-bM,विश्व ने विश्व ने,QUANTITY
yQYJQ5cZ-bM,स्वीकार किया है,ORG
yQYJQ5cZ-bM,विश्व,CARDINAL
yQYJQ5cZ-bM,किया है और विश्व को भारत,ORG
yQYJQ5cZ-bM,किया है और विश्व को भारत,ORG
yQYJQ5cZ-bM,किया है और विश्व,ORG
yQYJQ5cZ-bM,दिया है,ORG
yQYJQ5cZ-bM,गर्व ने जिसे,PERSON
yQYJQ5cZ-bM,दिया है,ORG
yQYJQ5cZ-bM,गर्व ने जिसे,PERSON
yQYJQ5cZ-bM,दिया है,ORG
yQYJQ5cZ-bM,हिंदुस्तान के हर,PERSON
yQYJQ5cZ-bM,कोने,ORG
yQYJQ5cZ-bM,21,CARDINAL
yQYJQ5cZ-bM,कोने,ORG
yQYJQ5cZ-bM,21,CARDINAL
yQYJQ5cZ-bM,कोने,ORG
yQYJQ5cZ-bM,21,CARDINAL
yQYJQ5cZ-bM,दिवस मनाया जाता,ORG
yQYJQ5cZ-bM,दिवस मनाया जाता,ORG
yQYJQ5cZ-bM,संगीत,PRODUCT
yQYJQ5cZ-bM,का,PERSON
yQYJQ5cZ-bM,का,PERSON
yQYJQ5cZ-bM,का,NORP
yQYJQ5cZ-bM,बेटियां,ORDINAL
yQYJQ5cZ-bM,एहसास,NORP
yQYJQ5cZ-bM,एहसास,NORP
yQYJQ5cZ-bM,एहसास,NORP
yQYJQ5cZ-bM,का बेटियां,ORG
yQYJQ5cZ-bM,का,ORG
yQYJQ5cZ-bM,इनकी,PERSON
yQYJQ5cZ-bM,ना,PERSON
yQYJQ5cZ-bM,इनकी अदाएं,ORG
yQYJQ5cZ-bM,ना,PERSON
yQYJQ5cZ-bM,इनकी अदाएं,ORG
yQYJQ5cZ-bM,ना,PERSON
yQYJQ5cZ-bM,इनकी अदाएं,ORG
yQYJQ5cZ-bM,ना,PERSON
yQYJQ5cZ-bM,इन्हें,NORP
yQYJQ5cZ-bM,इन्हें,NORP
yQYJQ5cZ-bM,इन्हें,NORP
yQYJQ5cZ-bM,संगीत,PRODUCT
yQYJQ5cZ-bM,संगीत,ORG
yQYJQ5cZ-bM,संगीत,PRODUCT
yQYJQ5cZ-bM,संगीत,PRODUCT
yQYJQ5cZ-bM,संगीत,PRODUCT
yQYJQ5cZ-bM,संगीत,CARDINAL
yQYJQ5cZ-bM,की हार्दिक शुभकामनाएं,ORG
yQYJQ5cZ-bM,की हार्दिक शुभकामनाएं,ORG
yQYJQ5cZ-bM,की हार्दिक शुभकामनाएं,ORG
yQYJQ5cZ-bM,अवसर पर दिल्ली,PERSON
yQYJQ5cZ-bM,अवसर पर दिल्ली,PERSON
yQYJQ5cZ-bM,अवसर पर दिल्ली,PERSON
yQYJQ5cZ-bM,ऐतिहासिक,PERSON
yQYJQ5cZ-bM,विशेष समारोह,PERSON
yQYJQ5cZ-bM,"35,000",CARDINAL
yQYJQ5cZ-bM,"35,000",CARDINAL
yQYJQ5cZ-bM,"35,000",CARDINAL
yQYJQ5cZ-bM,बनने,NORP
yQYJQ5cZ-bM,पर पर्व,PERSON
yQYJQ5cZ-bM,बनने,NORP
yQYJQ5cZ-bM,पर पर्व,PERSON
yQYJQ5cZ-bM,बनने,NORP
yQYJQ5cZ-bM,पर उपस्थित,PERSON
yQYJQ5cZ-bM,हैं,PERSON
yQYJQ5cZ-bM,ना,PERSON
yQYJQ5cZ-bM,हैं,PERSON
yQYJQ5cZ-bM,ना,PERSON
yQYJQ5cZ-bM,हैं,PERSON
yQYJQ5cZ-bM,ना,PERSON
yQYJQ5cZ-bM,संपूर्ण विश्व में पहले बल्कि,TIME
yQYJQ5cZ-bM,संपूर्ण विश्व में पहले बल्कि,TIME
yQYJQ5cZ-bM,संपूर्ण विश्व में पहले अंतरराष्ट्रीय,TIME
yQYJQ5cZ-bM,रहा है,CARDINAL
yQYJQ5cZ-bM,अग्रसर,CARDINAL
yQYJQ5cZ-bM,अग्रसर,CARDINAL
yQYJQ5cZ-bM,अग्रसर,CARDINAL
yQYJQ5cZ-bM,महत्ता को आधिकारिक तौर पर विश्व शांति और महत्ता को आधिकारिक तौर पर विश्व शांति और सह अस्तित्व की प्रतिनिधि संस्था संयुक्त सह अस्तित्व की प्रतिनिधि संस्था संयुक्त सह अस्तित्व की प्रतिनिधि संस्था संयुक्त,ORG
yQYJQ5cZ-bM,समारोह का,ORG
yQYJQ5cZ-bM,समारोह का,ORG
yQYJQ5cZ-bM,समारोह का मुख्य,ORG
yQYJQ5cZ-bM,रहा,CARDINAL
yQYJQ5cZ-bM,मॉर्निंग,PERSON
yQYJQ5cZ-bM,रहा,CARDINAL
yQYJQ5cZ-bM,मॉर्निंग,PERSON
yQYJQ5cZ-bM,रहा,CARDINAL
yQYJQ5cZ-bM,मॉर्निंग,PRODUCT
yQYJQ5cZ-bM,न्यू,GPE
yQYJQ5cZ-bM,न्यू,GPE
yQYJQ5cZ-bM,मोर,CARDINAL
yQYJQ5cZ-bM,35,CARDINAL
yQYJQ5cZ-bM,मोर,CARDINAL
yQYJQ5cZ-bM,35,CARDINAL
yQYJQ5cZ-bM,मोर,CARDINAL
yQYJQ5cZ-bM,35,CARDINAL
yQYJQ5cZ-bM,इन दीज़ सेलिब्रेशंस,PERSON
yQYJQ5cZ-bM,इन दीज़ सेलिब्रेशंस,PERSON
yQYJQ5cZ-bM,इन दीज़ सेलिब्रेशंस,PERSON
yQYJQ5cZ-bM,बेहेस्ट,PERSON
yQYJQ5cZ-bM,बेहेस्ट,PERSON
yQYJQ5cZ-bM,21स्ट ऑफ़ जून एस इंटरनेशनल,DATE
yQYJQ5cZ-bM,21स्ट ऑफ़ जून एस इंटरनेशनल,DATE
yQYJQ5cZ-bM,21स्ट ऑफ़ जून एस इंटरनेशनल,DATE
yQYJQ5cZ-bM,एंड टुडे,ORG
yQYJQ5cZ-bM,इंडिया,ORG
yQYJQ5cZ-bM,लीड 1991,DATE
yQYJQ5cZ-bM,एंड टुडे,ORG
yQYJQ5cZ-bM,इंडिया,ORG
yQYJQ5cZ-bM,लीड 1991,DATE
yQYJQ5cZ-bM,एंड टुडे,ORG
yQYJQ5cZ-bM,इंडिया,ORG
yQYJQ5cZ-bM,लीड 1991,DATE
yQYJQ5cZ-bM,व्हिच,PRODUCT
yQYJQ5cZ-bM,ऑफ कंट्रीज,PERSON
yQYJQ5cZ-bM,व्हिच,PRODUCT
yQYJQ5cZ-bM,ऑफ कंट्रीज,PERSON
yQYJQ5cZ-bM,व्हिच,PRODUCT
yQYJQ5cZ-bM,बी,GPE
yQYJQ5cZ-bM,विद,PRODUCT
yQYJQ5cZ-bM,मेनी परफोर्मिंग आर्संस,PERSON
yQYJQ5cZ-bM,विद,PRODUCT
yQYJQ5cZ-bM,मेनी परफोर्मिंग आर्संस,PERSON
yQYJQ5cZ-bM,विद,PRODUCT
yQYJQ5cZ-bM,मेनी,ORG
yQYJQ5cZ-bM,आल्सो,PERSON
yQYJQ5cZ-bM,आल्सो,PERSON
yQYJQ5cZ-bM,आल्सो,PERSON
yQYJQ5cZ-bM,नेशनल,ORG
yQYJQ5cZ-bM,हेज़,ORG
yQYJQ5cZ-bM,नेशनल,ORG
yQYJQ5cZ-bM,हेज़,ORG
yQYJQ5cZ-bM,नेशनल,ORG
yQYJQ5cZ-bM,हेज़,ORG
yQYJQ5cZ-bM,ब्रिंग,PERSON
yQYJQ5cZ-bM,प्रिपेयरिंग,ORG
yQYJQ5cZ-bM,ब्रिंग,PERSON
yQYJQ5cZ-bM,प्रिपेयरिंग,ORG
yQYJQ5cZ-bM,ब्रिंग,PERSON
yQYJQ5cZ-bM,लाइव कवरेज ऑफ दिस,ORG
yQYJQ5cZ-bM,संगीत,PRODUCT
yQYJQ5cZ-bM,संगीत,ORG
yQYJQ5cZ-bM,ऐतिहासिक,PERSON
yQYJQ5cZ-bM,ऐतिहासिक,PERSON
yQYJQ5cZ-bM,ऐतिहासिक,PERSON
yQYJQ5cZ-bM,दिवस के,PERSON
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,हैं,PERSON
yQYJQ5cZ-bM,हैं,PERSON
yQYJQ5cZ-bM,हैं,PERSON
yQYJQ5cZ-bM,तरीके से लोगों,PERSON
yQYJQ5cZ-bM,24,DATE
yQYJQ5cZ-bM,हैं,PERSON
yQYJQ5cZ-bM,24,DATE
yQYJQ5cZ-bM,हैं,PERSON
yQYJQ5cZ-bM,24,DATE
yQYJQ5cZ-bM,हैं,PERSON
yQYJQ5cZ-bM,जिन्हें चार,PERSON
yQYJQ5cZ-bM,अवसर पर योग,PERSON
yQYJQ5cZ-bM,अवसर पर,PERSON
yQYJQ5cZ-bM,अवसर पर,PERSON
yQYJQ5cZ-bM,मार्ग से इंडिया,PERSON
yQYJQ5cZ-bM,मार्ग से इंडिया,PERSON
yQYJQ5cZ-bM,मार्ग से इंडिया,PERSON
yQYJQ5cZ-bM,1.5 किलोमीटर,QUANTITY
yQYJQ5cZ-bM,1.5 किलोमीटर,QUANTITY
yQYJQ5cZ-bM,1.5 किलोमीटर,QUANTITY
yQYJQ5cZ-bM,लॉन्स,DATE
yQYJQ5cZ-bM,भी,NORP
yQYJQ5cZ-bM,लॉन्स,DATE
yQYJQ5cZ-bM,भी,NORP
yQYJQ5cZ-bM,लॉन्स,DATE
yQYJQ5cZ-bM,भी,NORP
yQYJQ5cZ-bM,4000 प्रतिभागियों के,QUANTITY
yQYJQ5cZ-bM,4000 प्रतिभागियों के,QUANTITY
yQYJQ5cZ-bM,4000 प्रतिभागियों के,QUANTITY
yQYJQ5cZ-bM,ऐतिहासिक,PERSON
yQYJQ5cZ-bM,ऐतिहासिक,PERSON
yQYJQ5cZ-bM,अवसर पर राजपथ पर मौजूद होंगे,PERSON
yQYJQ5cZ-bM,ऐतिहासिक,PERSON
yQYJQ5cZ-bM,अवसर पर राजपथ पर मौजूद होंगे,PERSON
yQYJQ5cZ-bM,जिमी,CARDINAL
yQYJQ5cZ-bM,जिमी,CARDINAL
yQYJQ5cZ-bM,जिमी,CARDINAL
yQYJQ5cZ-bM,लगाए,CARDINAL
yQYJQ5cZ-bM,हैं जो,PERSON
yQYJQ5cZ-bM,हैं जो,PERSON
yQYJQ5cZ-bM,हैं जो,PERSON
yQYJQ5cZ-bM,प्रतिभागियों,CARDINAL
yQYJQ5cZ-bM,प्रतिभागियों,CARDINAL
yQYJQ5cZ-bM,प्रतिभागियों,CARDINAL
yQYJQ5cZ-bM,जनपद और जीवंत स्वरूप प्रदान करेंगे,ORG
yQYJQ5cZ-bM,जनपद और जीवंत स्वरूप प्रदान करेंगे,ORG
yQYJQ5cZ-bM,लिफ्ट,CARDINAL
yQYJQ5cZ-bM,50,CARDINAL
yQYJQ5cZ-bM,50,CARDINAL
yQYJQ5cZ-bM,50,CARDINAL
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,इंडिया,ORG
yQYJQ5cZ-bM,इंडिया,GPE
yQYJQ5cZ-bM,इंडिया,GPE
yQYJQ5cZ-bM,हैं जो,PERSON
yQYJQ5cZ-bM,विस्टा का,PERSON
yQYJQ5cZ-bM,हैं जो,PERSON
yQYJQ5cZ-bM,विस्टा का,PERSON
yQYJQ5cZ-bM,हैं जो,PERSON
yQYJQ5cZ-bM,विस्टा का विहंगम,PERSON
yQYJQ5cZ-bM,दृश्य दर्शकों,PERSON
yQYJQ5cZ-bM,मंच,ORG
yQYJQ5cZ-bM,मंच,ORG
yQYJQ5cZ-bM,मंच से विशेषज्ञों,PERSON
yQYJQ5cZ-bM,विशेष तौर किया,PERSON
yQYJQ5cZ-bM,विशेष तौर किया,PERSON
yQYJQ5cZ-bM,विशेष तौर पर,PERSON
yQYJQ5cZ-bM,इस्तेमाल,ORG
yQYJQ5cZ-bM,इस्तेमाल,ORG
yQYJQ5cZ-bM,इस्तेमाल,ORG
yQYJQ5cZ-bM,जा रहे हैं,PERSON
yQYJQ5cZ-bM,हैं,MONEY
yQYJQ5cZ-bM,हैं,MONEY
yQYJQ5cZ-bM,मुद्राओं का,PERSON
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,राजपथ,PRODUCT
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,राजपथ,PRODUCT
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,राजपथ,PRODUCT
yQYJQ5cZ-bM,एलसीडी स्क्रीनंस पर भी,PERSON
yQYJQ5cZ-bM,गई एलसीडी स्क्रीनंस पर,PERSON
yQYJQ5cZ-bM,भी उपलब्ध,GPE
yQYJQ5cZ-bM,गई एलसीडी स्क्रीनंस पर भी,PERSON
yQYJQ5cZ-bM,होगा,PERSON
yQYJQ5cZ-bM,होगा,PERSON
yQYJQ5cZ-bM,अवसर पर राजपथ,PERSON
yQYJQ5cZ-bM,अवसर पर राजपथ,PERSON
yQYJQ5cZ-bM,अवसर पर,PERSON
yQYJQ5cZ-bM,रहा,CARDINAL
yQYJQ5cZ-bM,रहा,CARDINAL
yQYJQ5cZ-bM,रहा,CARDINAL
yQYJQ5cZ-bM,दूरदर्शन पूरी प्रतिबद्धता,ORG
yQYJQ5cZ-bM,ऐतिहासिक,PERSON
yQYJQ5cZ-bM,ऐतिहासिक,PERSON
yQYJQ5cZ-bM,ऐतिहासिक,PERSON
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,विशेष समारोह,PERSON
yQYJQ5cZ-bM,विशेष समारोह,PERSON
yQYJQ5cZ-bM,विशेष समारोह,PERSON
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,प्रभारी,NORP
yQYJQ5cZ-bM,सिंह,NORP
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,प्रभारी,NORP
yQYJQ5cZ-bM,सिंह,NORP
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,प्रभारी,NORP
yQYJQ5cZ-bM,सिंह,NORP
yQYJQ5cZ-bM,प्रसारण,CARDINAL
yQYJQ5cZ-bM,इंचार्ज,ORG
yQYJQ5cZ-bM,इंचार्ज,ORG
yQYJQ5cZ-bM,इंचार्ज,ORG
yQYJQ5cZ-bM,संगीत,ORG
yQYJQ5cZ-bM,संगीत,ORG
yQYJQ5cZ-bM,मॉर्निंग,PRODUCT
yQYJQ5cZ-bM,मॉर्निंग,PRODUCT
yQYJQ5cZ-bM,मॉर्निंग,PRODUCT
yQYJQ5cZ-bM,मरकरी हैज़,NORP
yQYJQ5cZ-bM,येट,ORG
yQYJQ5cZ-bM,मरकरी हैज़,NORP
yQYJQ5cZ-bM,येट,ORG
yQYJQ5cZ-bM,मरकरी हैज़,NORP
yQYJQ5cZ-bM,येट,ORG
yQYJQ5cZ-bM,एंड राइज़,NORP
yQYJQ5cZ-bM,इनवाइट,PERSON
yQYJQ5cZ-bM,इनवाइट,PERSON
yQYJQ5cZ-bM,इनवाइट,PERSON
yQYJQ5cZ-bM,एक्सरसाइजिंग ऑलरेडी हियर,PERSON
yQYJQ5cZ-bM,एक्सरसाइजिंग ऑलरेडी हियर,PERSON
yQYJQ5cZ-bM,एक्सरसाइजिंग गोइंग,PERSON
yQYJQ5cZ-bM,मीन्स,ORG
yQYJQ5cZ-bM,मीन्स,ORG
yQYJQ5cZ-bM,दिस,ORG
yQYJQ5cZ-bM,दिस थ्रू व्हिच,PRODUCT
yQYJQ5cZ-bM,दिस,ORG
yQYJQ5cZ-bM,दिस थ्रू व्हिच,PRODUCT
yQYJQ5cZ-bM,दिस,ORG
yQYJQ5cZ-bM,प्रैक्टिस इज़ सस्टेंड,QUANTITY
yQYJQ5cZ-bM,प्रैक्टिस इज़ सस्टेंड,QUANTITY
yQYJQ5cZ-bM,ब्रीथिंग व्हिच इज़,PERSON
yQYJQ5cZ-bM,ब्रीथिंग व्हिच इज़,PERSON
yQYJQ5cZ-bM,ब्रीथिंग व्हिच इज़,PERSON
yQYJQ5cZ-bM,दिस,ORG
yQYJQ5cZ-bM,फॉर्म गो साइकोलॉजी,PRODUCT
yQYJQ5cZ-bM,दिस,ORG
yQYJQ5cZ-bM,फॉर्म गो साइकोलॉजी,PRODUCT
yQYJQ5cZ-bM,दिस,ORG
yQYJQ5cZ-bM,योग,DATE
yQYJQ5cZ-bM,इसका साक्षी बन दिल्ली,QUANTITY
yQYJQ5cZ-bM,इसका साक्षी बन दिल्ली,QUANTITY
yQYJQ5cZ-bM,इसका साक्षी बन,QUANTITY
yQYJQ5cZ-bM,रहा,ORG
yQYJQ5cZ-bM,सारे,LOC
yQYJQ5cZ-bM,रहा,CARDINAL
yQYJQ5cZ-bM,सारे,LOC
yQYJQ5cZ-bM,रहा,CARDINAL
yQYJQ5cZ-bM,सारे,LOC
yQYJQ5cZ-bM,महत्व को आधिकारिक तौर पर स्वीकार,ORG
yQYJQ5cZ-bM,महत्व को आधिकारिक तौर पर स्वीकार,ORG
yQYJQ5cZ-bM,महत्व को आधिकारिक तौर पर स्वीकार,ORG
yQYJQ5cZ-bM,रहा,CARDINAL
yQYJQ5cZ-bM,रहा,CARDINAL
yQYJQ5cZ-bM,रहा,CARDINAL
yQYJQ5cZ-bM,इसका एक जिसका,DATE
yQYJQ5cZ-bM,इसका एक जिसका,DATE
yQYJQ5cZ-bM,सजगता के अन्य अर्थ,DATE
yQYJQ5cZ-bM,सजगता के अन्य अर्थ,DATE
yQYJQ5cZ-bM,योग,DATE
yQYJQ5cZ-bM,योग,DATE
yQYJQ5cZ-bM,आत्मज्ञान,ORG
yQYJQ5cZ-bM,आत्मज्ञान,ORG
yQYJQ5cZ-bM,आत्मज्ञान,ORG
