video_id,title,channel,uploader,upload_date,duration,view_count,like_count,comment_count,language,webpage_url,description
V4QOUPfdhzk,International Yoga Day - by numbers,The Telegraph,The Telegraph,20150620,50,1280,20,,en,https://www.youtube.com/watch?v=V4QOUPfdhzk,"As India prepares to celebrate its first International Day of Yoga, we look at some of the key facts and figures surrounding the ancient Hindu discipline 

Get the latest headlines http://www.telegraph.co.uk/

Subscribe to The Telegraph http://www.youtube.com/subscription_center?add_user=telegraphtv

Like us on Facebook http://www.facebook.com/telegraph.co.uk
Follow us on Twitter https://twitter.com/telegraph
Follow us on Google+ https://plus.google.com/102891355072777008500/

Telegraph.co.uk and YouTube.com/TelegraphTV are websites of The Daily Telegraph, the UK's best-selling quality daily newspaper providing news and analysis on UK and world events, business, sport, lifestyle and culture."
