year,institutional,institutional_percent
2015,0.0,0.0
2016,0.0,0.0
2017,0.0,0.0
2018,0.0,0.0
2019,0.0,0.0
2020,0.0,0.0
2021,0.029411764705882353,2.941176470588235
2022,0.010869565217391304,1.0869565217391304
2023,0.052083333333333336,5.208333333333334
2024,0.05673758865248227,5.673758865248227
2025,0.07738095238095238,7.738095238095238
2026,0.20318725099601595,20.318725099601593
