year,military,military_percent
2015,0.0,0.0
2016,0.0,0.0
2017,0.0,0.0
2018,0.0,0.0
2019,0.0,0.0
2020,0.0,0.0
2021,0.0,0.0
2022,0.021739130434782608,2.1739130434782608
2023,0.020833333333333332,2.083333333333333
2024,0.0,0.0
2025,0.005952380952380952,0.5952380952380952
2026,0.05976095617529881,5.9760956175298805
