video_id,title,channel,upload_date,duration,view_count,year
BuMqyp2e69U,Curtain raiser Yoga 2025 | Guyana | IDY 2025 | Yoga | Guyana heritage #yoga #video #ytshorts,Vamadeva Yoga,20250530,82,46,2025
gSBWffqHkss,Sanatana Yoga Vignana Kendra @IDY-2025- Ms.Roshini,Sanatana Yoga vignana kendra,20250624,23,50,2025
aQ3znaD0cCg,Thank You Japan - Celebrating the Success of IDY 2025,"Embassy of India, Tokyo インド大使館、東京",20250625,3325,71,2025
2m6v_njz3bo,10th International Day of Yoga | IDY 2025 | Guyana | India | Yoga for all #video  #yoga #viralvideo,Vamadeva Yoga,20250501,53,42,2025
30QDbjhzBaI,👉Yoga training session before IDY-2025👈,Yoga Instructor Karan,20250526,18,49,2025
-qBsODoJEPU,The 11th International Day of Yoga (IDY) - 2025 celebration in Jammu.,EARLY POST DAILY NEWSPAPER,20250621,518,12,2025
P5on4xVU2eQ,IDY 2025 - a Message from 10 year old Adya -  Mindful Mastery through VK Yoga,Vasudeva Kriya Yoga With Rajendra,20250617,77,41,2025
UqFEcKCGCRI,Curtain Raiser  Event of IDY-2025 at New Development Bank,CGI Shanghai,20250723,45,1,2025
S0bIJVsW6kg,Skysat Newsreport IDY 2025,ISCM of Sri Balaji Vidyapeeth,20250624,93,22,2025
DMcqcYaidyw,IDY - 2025 Celebrations @SREC by Yoga and Meditation Club on 21/06/2025,Yoga SREC,20250623,27,31,2025
Uyr5O1Twadg,IDY 2025 | Madagascar,Dr. Yogendra Singh ,20250628,127,43,2025
dGKd7pdpdJ0,celebration of 11th IDY 2025 At cluster HSS Chak Rakwalan/#IDY2025 #InternationalDayofYoga2025/#yoga,Principal HSS Chak Rakwalan,20250621,62,187,2025
cFooVAkqFiU,IDY 2025 - a message from 8 year old yoga student - Arjun,Vasudeva Kriya Yoga With Rajendra,20250617,115,55,2025
SPWeCdEFZDY,"BYK'S Special Podcast for IDY 2025: Yoga for One Earth, One Health",Bharat Yogavidya Kendra,20250621,2293,772,2025
Fwnbqyr6nvM,Yoga Sangam IDY 2025 Test,Priyanka's Yoga Studio,20250620,195,10,2025
h_3xhGmBEW0,"# IDY 2025 TGTWURJC Boys, Jinnaram Part 2 Video",Pancha kosha yoga,20250715,118,77,2025
GlkYMhn_IyY,IDY :INTERNATIONAL DAY OF YOGA (2025) CELEBRATION,EMRS KURUPAM,20250621,37,81,2025
rOp0boxgcHs,Balance • Strength • Peace | IDY 2025 | Formation Yoga  | Unity in Motion 🧘 | NIT Rourkela,Gleam,20250623,628,27,2025
i-Nuc_L4mio,Workplace Wellness with Yoga | Yoga Day (IDY 2025) Special for Professionals,"HealThyRam - Wellness of the Body, Mind and Soul",20250621,2879,16,2025
HV93s9jRkdY,IDY 2025 #yoga  #healthylifestyle #artofliving #idy2025 #meditation #healthawareness #dhyan  #health,RAJ KUMAR SHARMA,20250621,192,124,2025
FMKB_BVupYA,It's all about IDY 2025 ✨🪷,Nazar Gupta💓,20250622,90,28,2025
PuUFl4VchH8,Bhadrasana | Baddha Konasana | IDY 2025 | Nirogi Duniya,Nirogi Duniya,20250509,181,63,2025
Uk2MNaV2cW8,IDY 2025 MRTV Media Coverage Myanmar : Ankita Sood,Dr. Ankita Sood Yoga,20250608,179,81,2025
VuWWSufO4as,"Celebrating the Spirit of Yoga on International Day of Yoga, IDY 2025 🙏",BSDT Yoga,20250621,224,13,2025
UxnQCbsBc2c,International Day of Yoga ( IDY -2025) celebrated in Eastern Railway with great zeal and enthusiasm.,Eastern Railway,20250621,37,7,2025
lnnW0UvLkjw,IDY 2025 Common Yoga Protocol,Kankidham Arogya Kendra,20250701,53,48,2025
Dq5nE-NDJxU,IDY 2025 HMT,GOVT. AYU. DISP. GH HIMATNAGAR,20250621,321,1,2025
6u2Az-WuzVA,IDY 2025 Latvia _ Interaction and Polemics of Western Spiritual Culture and Vedic Tradition.,LU SISI,20250628,4333,91,2025
Ak0uTdv5kEo,Aqua Yoga By Kaya on IDY 2025 🏄,"Kaya International Yoga Studio, Narsinghpur(MP)",20250622,44,20,2025
_uNzZEEOHsQ,Harit Yoga (Plantation Event) 11th IDY 2025,Kankidham Arogya Kendra,20250701,25,19,2025
2kKVITRbaD4,IDY 2025 | Yoga Alliance | Yoga TTC,SAURABHYA,20250815,232,73,2025
T9W6XoM-x4A,IDY Reflections | Episode 3 | International Day of Yoga 2025,Ministry of Ayush,20250731,1236,531,2025
fZ269RBWrIg,"Glimpses of IDY 2025 Celebrations 🧘‍♂️ at BYS  Indira Park Center 1,",raja narasimharao,20250622,226,246,2025
2ZYvUAqRYcA,IDY 2025 108 SURYANAMASKARS WITH SHOULDER OPENER,Ashima Gupta (VedaQHealthfulness),20250623,2403,37,2025
PcRqCO_wOd4,Formation YOGA by YOGVIDYA Club || NIT Rourkela || IDY 2025,OMW JEE,20250623,627,71,2025
GPhQyNUyx9c,－切也願意 Idy 2025-9-11,Idy Cheung,20250911,225,16,2025
IezG36fLMoU,IDY 2025,GBSSS NATHUPURA SCHOOL 1207110,20250621,29,21,2025
riKrz4kinQM,Yoga Day Protocol : Quick View | IDY 2025 | Nirogi Duniya,Nirogi Duniya,20250519,120,3529,2025
KyMWQmiKzyk,IDY 2025 Yoga Practical Session,DrNavasakthi,20250623,1682,29,2025
KZa6YfdR4Vc,YOGA BANDHAN 2025 | IDY 2025 | Secrets of Yoga Therapy | ISCM | Live Holistic Wellness | IYA,Live Holistic,20250706,5638,55,2025
LQllvEizyM0,IDY Reflections | Episode 2 | International Day of Yoga 2025,Ministry of Ayush,20250726,1181,650,2025
v3j7ODYGd0s,Ardha Chakrasana Yoga | अर्ध चक्रासन | IDY 2025 | Nirogi Duniya,Nirogi Duniya,20250507,96,39,2025
Xr7UpJjARrQ,"MDNIY Yoga Podcast Ep.1 | IDY 2025: Organise Yoga Sangam – One Earth, One Health",Ministry of Labour and Employment,20250611,216,69,2025
uZLjeYZS9Ng,"Highlights of IDY 2025 celebrations by Ministry of Minority Affairs at Shanti Stupa, New Delhi",Ministry of Minority Affairs,20250621,59,80,2025
hZkdJw2n5G4,YOGA UNPLUGGED | IMMERSIVE COMMON YOGA PROTOCOL | DAY 5 | IDY 2025 | 16 JUNE 2025,Kaivalyadhama Yoga Institute,20250616,1835,377,2025
JXXZD1BQqBY,"IDY 2025 Observance by the Regional Research Institute of Unani Medicine, Habak, Srinagar, J&K",Research Institute of Unani Medicine srinagar,20250627,219,27,2025
GpWHLMVk0xU,Practice Of 11th international Day Of Yoga 2025🧘🕉️ #idy 2025#21june2025#yogi #yogapractice #yoglife,Pooja Gautam ,20250620,129,7,2025
8c5XwUaJ5ZE,IDY Countdown-2025 | Yoga protocol of ministry of Ayush | Yoga for beginners | my yoga my way| #Yoga,Yoga with Dr.Sasanka Sekhar,20250620,1420,76,2025
BfmTN-RJ9so,"Yoga for One Earth, One Health!",Mitra CanCare Foundation,20260525,372,18,2026
UZ8Er3yfWQQ,"Yoga for One Earth, One Health",Peace Drops for EcoRestoration,20250622,219,24,2025
eio-fZMds7E,Yoga for one Earth one health,MS Fitness ,20250621,152,43,2025
Ctix1E-BF0s,#Yogandhra2025 #InternationalYogaDay2025 - Yoga For One Earth One Health,AP Digital Corporation,20250528,75,1578405,2025
J2Y1TJwWKyM,"International Yoga Day 2025 | Yoga for One Earth, One Health",Amrutha Bindu Yoga,20250624,810,133,2025
ILCTA8h9nMA,"Yoga for One Earth, One Health",AKTU Digital Education,20250621,4258,1211,2025
FOpyG1xM0SE,Yoga For One Earth One Health,ManavRachna Yoga Kendra,20250623,32,40,2025
gZi7H-scLCA,"International Yoga Day 2025 – “Yoga for One Earth, One Health”",Malika,20250621,30,0,2025
kMvjE4XbbSU,"Yoga for One Earth, One Health | What Yoga Really Means in 2025",YogaPartner,20250622,236,6,2025
Is43iSzaa4I,"International Yoga Day 2025 | Yoga for One Earth, One Health | Evergreen Public School",EVERGREEN PUBLIC SCHOOL,20250623,103,260,2025
z0xjLB12GYY,"Yoga for ""one earth, one health"" by Dr. Mahesh Arvind",PRAJNA FOUNDATION ,20250621,1420,120,2025
zJFk62RSVVY,"Perspective: Yoga for One Earth, One Health | 19 June, 2025",Sansad TV,20250619,1773,4486,2025
5N24-_8xXQo,International Yoga Day 2025-   Yoga for one earth one health - significance,HOLISTIC YOGA,20250621,842,155,2025
tAYDAz0xctI,"Yoga for Beginners ~Yoga for One Earth , One Health ~",AIR NEWS KOHIMA,20250620,981,37,2025
cfSJh6lQGUM,"Yoga for One Earth, One Health",BHUMISUTO THEATRE,20250621,134,27,2025
7v0PIHCXlUU,"International Yoga Day 2025 | Yoga for One Earth, One Health 🌍",AJ FITZONE,20250621,240,23,2025
SuZSLw-Pcw0,"Regional Director Saima Wazed on 'Yoga for One Earth, One Health'",World Health Organization South-East Asia Region - WHO SEARO,20250623,109,214,2025
lmSGD0I_Xao,"Yoga for One Earth, One Health | Dr. Komal Prasad on the Power of Yoga",Narayana Health,20250623,196,89,2025
rUuJE4YEVMw,"Yoga for One Earth, One Health: KVS Celebrates International Yoga Day 2025!",KVS HQ,20250620,236,896,2025
EqpndsJf1Ng,Yoga day special poster 2025 | Yoga day drawing | Yoga for one Earth one Health |Easy drawings,BhavaniArtAcademy ,20250618,503,993,2025
xsf1eHv_vSE,"International Yoga Day 2025 | Yoga for One Earth, One Health 🌍",Beginners Yoga,20250621,5054,954,2025
_8IpP4tZP4k,"11th International YOGA Day 2025-Yoga for One Earth, One Health: Event Highlights Watch Now.",Advaita Yoga,20250630,217,92,2025
75BLUGP7kmE,"Yoga for One Earth, One Health",AIRS ,20250621,54,145,2025
WEjHA0rWaJ4,"🌿 Yoga for One Earth, One Health – A Celebration to Remember! 🌍",Arham Dhyan Yog,20250709,136,772,2025
WDhvcUSkggo,"Yoga for One Earth, One Health  #internationaldayofyoga2024   #YogaForOneEarthOneHealth #Yoga2025",Master Mind Ai,20250621,64,6,2025
ucLh0_3oE6Y,"Live:- Yoga Connect 2025: A Global Summit on 'Yoga for One Earth, One Health' 🌎",Ministry of Ayush,20250614,13871,2669,2025
hSPBcQJ4Tx8,"Yoga for One Earth, One Health | Sudip Some’s Wellness Journey at The Tamara Coorg",Tamara Leisure Experiences,20250621,110,23,2025
u-ExPW6VGTE,"Yoga for One Earth, One Health | International Day of Yoga 2025 at MEHT, Glasgow | SAN TV Exclusive",SANTV UK,20251106,1688,49,2025
U8Xap8TH2kM,"Yoga for One Earth, One Health",NWRailways,20250619,15,1,2025
xteGOc87tV8,"TCEI Celebrates International Yoga Day 2025 | 'One Earth, One Health' | Hitex",Hybiz Now,20250621,194,35,2025
hEvQgTEe5eY,"International Yoga Day 2025 Celebration | Yoga for One Earth, One Health",Vadodara Airport ,20250621,154,7,2025
aBw1tuS36HY,"Yoga for One Earth, One Health | CircusInc",circusincevents,20250702,69,7,2025
5MVOvOpQYOw,"International Yoga Day: Millions unite for 'One Earth, One Health' Theme | India Today",India Today,20250621,259,253,2025
69w_iBdREDA,"Yoga for One Earth, One Health | Triton’s Perspective on Wellbeing at Work and Beyond","Triton Logistics & Maritime, Abrao Group Company",20250621,27,77,2025
jKJWQkQWlTI,5 best healthy habits #challenge #2025 | international yoga day 2025 (one earth one health),habit of yoga ,20250617,114,13,2025
hiYhJtcB1eg,"International Yoga Day 2025 at DGI | Yoga for One Earth, One Health | Guided by Mrs.Laxmi Chaturvedi",Dronacharya Group of Institutions,20250621,85,57,2025
lAzBdzQKjVw,"Yoga Day 2025 | Yoga for One Earth, One Health 🌍 | Morning Yoga Routine for a Healthy Life",Yog Yogi Yoga,20250620,90,50,2025
Fnm7zP9oKZc,"TCEI Celebrates International Yoga Day 2025 with 'One Earth, One Health' Theme at HITEX",Silver Screen,20250621,293,16,2025
OumubmGN4zo,"International Yoga Day 2025 | Yoga for One Earth, One Health | 21st June Celebration",DM Khowai,20250624,107,15,2025
6UOIkxAUvyE,"Flowing Together: FCI CCM’s Yoga Day Commemoration of One Earth, One Health",FCI CCM,20250624,65,39,2025
efbMFVYfZhA,"Yoga for One Earth, One Health Poster Drawing Ideas 2025 | International Yoga Day 2025",Fact Navigate,20250609,555,5430,2025
0xBMWCpm-ZY,"Yoga for One Earth, One Health - Aayush Hospitals",Aayush Hospitals,20250621,95,214,2025
DPtEb0p905k,"INTERNATIONAL YOGA DAY- 2025  *YOGA FOR ONE EARTH ONE HEALTH* ""GYAN & DHYAN MUDRA""",RAJ ENGLISH SCHOOL,20250622,157,1086,2025
y7ANpURzWsQ,Happy International Yoga Day   # “One Earth One Health “,Nanda Donkanavar,20250624,211,17,2025
VXxv1V4_7qg,"Happy International Yoga Day 25 'Yoga for One Earth, One Health'Let's celebrate ancient India's gift",Capers Corporate Wellness,20250623,42,13,2025
ahO5rVyXtBw,"International Yoga Day -'Yoga for One Earth, One Health' #yogaday #yogaday2025 #yoga #health #world",Vishwashanti Darshan,20250621,51,46,2025
niR_ZJu_Gc0,International Yoga Day 21 June 2025 | Yoga For One Earth One Health | IYD25 #Samneghat #pmmodi #yt,DK Yoga Tech,20250624,561,51,2025
vbj8NYZbiXI,"yoga day celebration | Yoga for One Earth,One Health | 21st June 2025 | Surya Namaskar | Yoga forAll",Wunderbar Sisters,20250621,139,56,2025
uxx6xQuwAuM,"TCEI Celebrates International Yoga Day 2025 with 'One Earth, One Health' Theme at HITEX",NewsQube Channel,20250621,293,72,2025
vga8bkCMCEw,"Hema Malini Inspires: Embrace Yoga for One Earth, One Health on June 21, 2025!",Pop Culture Insights,20250614,151,4,2025
atUqSETYmmo,"Yoga for One Earth One Health - Celebration of International Day of Yoga - 21st June, 2025",CGI Shanghai,20250723,61,0,2025
nvvUpRFYpZk,"INTERNATIONAL YOGA 🧘 DAY 2025 |Yoga for One Earth, One Health Simple, Yoga flow for Beginners",VEDA'S YOGA,20250621,80,88,2025
wMBxhXhRgoQ,Happy International Yoga Day One Earth One Health,The Light,20250619,212,13,2025
xOQ1qzDTq0o,"Yoga for One Earth, One Health!#gkckrishnanagar",Global Knowledge Campus,20250623,61,29,2025
20_bSi-V888,"Yoga for One Earth, One Health | International Yoga Day 2025 @I'm Possible Fitness studio",  Yoga | Weight Loss & Healthy Life | Seema Mehta,20250620,311,264,2025
qMOqrQLJch4,"International Yoga Day 2025 🌍 | Yoga for One Earth, One Health | Global Celebration Highlights",Buddha Dharma ,20250623,299,119,2025
JmBgTeRirG8,"“ Yoga for One Earth, One Health” … Happy International Yoga Day 2025",Chilanka Dance and Music,20250621,105,118,2025
sVSCtESeD4E,"11th International Yoga Day | One Earth, One Health.",The Yogic Life Way of Life,20250622,238,174,2025
lgw4BkLmugU,"YOGA FOR ONE EARTH, ONE HEALTH",PTJM Gorakshini,20250621,215,624,2025
srbLBHWzPIA,"'Yoga for One Earth,One Health' : 11th International Yoga Day,2025",Probasinir' Swapnodeep#Sriharikota..🙏💓,20250621,107,28,2025
GqQu2ZW-rUA,"International Day of Yoga 2025 | One Earth, One Health | Mauritius",Abhyas School of Yoga,20250621,169,224,2025
JB-0zDl0UpQ,"International Yoga Day 2025 Status| Yoga for One Earth, One Health | Happy Yoga Day 2025 status|",PRJ Education,20250620,19,55,2025
APYeSdP7oOU,"International Day of Yoga| YOGA FOR ONE EARTH, ONE HEALTH|","HOWRAH DIVISION, EASTERN RAILWAY",20250619,36,5,2025
AaancuXrLT0,"11th International Day of Yoga 2025 | Yoga for One Earth, One Health @cutmodisha7103",Jeevitam Yoga,20250621,4122,58,2025
vU8m8teYroQ,Happy International Yoga Day One Earth One Health #happiness #mindfulness,The Light,20250618,115,16,2025
hhBk9OFBFWk,"Celebration of International Yoga Day 2025 ! ""Yoga For One Earth, One Health""",Swami Yogmata,20250701,373,45,2025
FG6m2iBW7qQ,"""Yoga for one Earth, One Health ""International Yoga day 2025 at NAMCE 🥰🤍💚",Lipika sarkar,20250622,236,9,2025
Wl1FCBaqLWk,Happy International Yoga Day One Earth One Health #happiness #mindfulness,The Light,20250620,34,17,2025
Cce_0M4E7Nw,"PRE IDY2025 - Yoga for One Earth, One Health & the Spirit of Sardar150",WorldMiTR,20250620,244,12,2025
Bf97RqytioI,"INTERNATIONAL YOGA DAY  ""YOGA FOR ONE EARTH , ONE HEALTH """,tushar_create,20250621,203,88,2025
nQmVhIS8fJI,International Yoga Day 2025 (Imperium senior secondary school ) One Earth One Health 💐💐💐💐,UNTANGLE # BY Mamta Joshi,20250621,162,69,2025
acDFS8j7MCs,What is the Common Yoga Protocol (CYP)? | International Day of Yoga 2026,Morarji Desai National Institute of Yoga (MDNIY),20260601,155,229,2026
QuGLcWPyvRQ,International Yoga Day 2026 | Yoga for Healthy Ageing | Can Yoga Slow Aging?,Fact Navigate,20260530,600,62,2026
Fo9RonC90iQ,🌿 *YOGA WELLNESS FESTIVAL 2026* 🌿✨ *This International Yoga Day.🔥,Homey official ,20260531,5,2,2026
UInzQ1ZCR0E,International Yoga Day 2026 | English Jingle Contest @ministryofayushofficial@MyGovIndia #OPRK,OPRK Entertainment,20260401,30,327,2026
D46TlqnV0hE,International Yoga Day 2026: 25Day Countdown Online Inauguration,The Arogya Yoga Trinetr Insight ,20260530,2809,162,2026
