video_id,in_phase2,in_v1,has_transcript,status
1kEjSd8i7Wc,False,True,True,legacy_only_with_transcript
1qT4xNS0Ws8,False,True,True,legacy_only_with_transcript
1ty14HEfW-8,False,True,False,legacy_only
1wnw61qUBlM,False,True,False,legacy_only
1zVKdQSlARc,False,True,False,legacy_only
2088EJFs5fQ,True,False,False,phase2_missing_transcript
20Fn-9Yrf6Y,True,False,False,phase2_missing_transcript
20_bSi-V888,True,False,False,phase2_missing_transcript
24OcYjeKAZo,True,False,False,phase2_missing_transcript
27RPeMZIi3Y,False,True,True,legacy_only_with_transcript
2JVFSCquwZo,False,True,True,legacy_only_with_transcript
2MaMz6lQRpk,False,True,False,legacy_only
2OLbM7r4-Qs,False,True,False,legacy_only
2PWKPU4mp1Q,True,False,False,phase2_missing_transcript
2ZYvUAqRYcA,True,False,False,phase2_missing_transcript
2bLkp7yodN8,False,True,True,legacy_only_with_transcript
2e_pszlUvOs,True,False,False,phase2_missing_transcript
2kKVITRbaD4,True,False,False,phase2_missing_transcript
2m6v_njz3bo,True,False,False,phase2_missing_transcript
2n0QnHGn6K4,True,False,False,phase2_missing_transcript
2oT23PVUDnA,False,True,True,legacy_only_with_transcript
2oz1SLBknQU,False,True,False,legacy_only
2pEUxdJxm3U,True,False,False,phase2_missing_transcript
2t7ODAaZeFY,True,False,False,phase2_missing_transcript
2tD0eInukHI,False,True,False,legacy_only
2w-hnpJLI0g,True,False,False,phase2_missing_transcript
2yuNk2FmoIc,False,True,False,legacy_only
3-4dvMSYSis,True,False,False,phase2_missing_transcript
30QDbjhzBaI,True,False,False,phase2_missing_transcript
30unmx881Ag,True,False,False,phase2_missing_transcript
32R2UVxQux4,False,True,True,legacy_only_with_transcript
36xqP8jPIHU,False,True,False,legacy_only
38OJ5YUWgDE,True,False,False,phase2_missing_transcript
390e4OYx1i4,True,False,False,phase2_missing_transcript
3BnCwqQzqyM,False,True,False,legacy_only
3DbBA1BTAM4,True,False,False,phase2_missing_transcript
3JyMF3udQOw,False,True,False,legacy_only
3LxK-TiifzQ,True,False,False,phase2_missing_transcript
3Mp8RUeMiqg,False,True,False,legacy_only
3PKwdy_7Ttg,True,False,False,phase2_missing_transcript
3Q-SJNzS6Mg,False,True,True,legacy_only_with_transcript
3RIrHb19anM,False,True,True,legacy_only_with_transcript
3RbECWePYOY,False,True,False,legacy_only
3TGrzrk6wmc,False,True,False,legacy_only
3Zxau2GDvxk,False,True,False,legacy_only
3cea1qcbIIs,False,True,True,legacy_only_with_transcript
3eKZF98ixLk,True,False,False,phase2_missing_transcript
3g20nGVSXbk,False,True,False,legacy_only
3iZ5WMvDy_4,True,False,False,phase2_missing_transcript
3jgTR6-g1Lo,True,False,False,phase2_missing_transcript
3sL2b4YBmWQ,False,True,False,legacy_only
3siCZ0OOmKw,True,False,False,phase2_missing_transcript
3u156-yCTbU,False,True,True,legacy_only_with_transcript
3yIm1AuHS1A,False,True,False,legacy_only
3zACOxsxXsg,True,False,False,phase2_missing_transcript
42CTaoL6nro,False,True,False,legacy_only
42a7bYUS4HI,False,True,True,legacy_only_with_transcript
44PPtRBjkuE,True,False,False,phase2_missing_transcript
4BQzpBGPHvo,False,True,False,legacy_only
4Cob6uu3pww,False,True,True,legacy_only_with_transcript
4HN--v2kpz0,True,False,False,phase2_missing_transcript
4HdETZiiTyA,True,False,False,phase2_missing_transcript
4ToNpt4dAMc,True,False,False,phase2_missing_transcript
4Tq_Q3NBE7w,True,False,False,phase2_missing_transcript
4a9GieNT4Z8,False,True,True,legacy_only_with_transcript
4cMhh-ZPxkU,True,False,False,phase2_missing_transcript
4g0kkebBowM,True,False,False,phase2_missing_transcript
4iCvX3DfXVc,True,False,False,phase2_missing_transcript
4le2T-Ww-Iw,False,True,True,legacy_only_with_transcript
4nDCyJx-uPA,False,True,True,legacy_only_with_transcript
4qSSo747st4,True,False,False,phase2_missing_transcript
4vTJHUDB5ak,False,True,True,legacy_only_with_transcript
4xQ2r9F136Q,False,True,False,legacy_only
50-JGhlKEBs,False,True,False,legacy_only
50Qf3kJDUeE,True,False,False,phase2_missing_transcript
52rs7XGbJvc,True,False,False,phase2_missing_transcript
549VedVn4gg,True,False,False,phase2_missing_transcript
559cVTeWW9s,True,False,False,phase2_missing_transcript
55JWQ0PyYVA,True,False,False,phase2_missing_transcript
5CcU1NqVTtc,True,False,False,phase2_missing_transcript
5GoAk6ic1Qc,False,True,False,legacy_only
5HxJ-DOJGV0,True,False,False,phase2_missing_transcript
5MVOvOpQYOw,True,False,False,phase2_missing_transcript
5N24-_8xXQo,True,False,False,phase2_missing_transcript
5R1yX_2iFbM,False,True,True,legacy_only_with_transcript
5RE5DlLU-4g,False,True,True,legacy_only_with_transcript
5VxNeA_b3No,False,True,False,legacy_only
5YZZIWWcFKw,False,True,False,legacy_only
5g7uu6FdDOs,False,True,False,legacy_only
5km6G8cZNgI,False,True,False,legacy_only
5ktDera3TZM,False,True,False,legacy_only
5oS0wVx9KAw,True,False,False,phase2_missing_transcript
5y4R_Nmhb9E,False,True,False,legacy_only
5zV7Wb_cKCk,True,False,False,phase2_missing_transcript
60MZYloKTdU,True,False,False,phase2_missing_transcript
6420iwF_cdM,False,True,False,legacy_only
67TL2nk8bcI,False,True,True,legacy_only_with_transcript
68c5t5qGytY,False,True,True,legacy_only_with_transcript
69w_iBdREDA,True,False,False,phase2_missing_transcript
6AK0fkhCjO4,True,False,False,phase2_missing_transcript
6Ab0gUuhs4w,True,False,False,phase2_missing_transcript
6FwxB6X-WWE,False,True,False,legacy_only
6Kh3-21dACQ,False,True,False,legacy_only
6LNRlqp86yM,True,False,False,phase2_missing_transcript
6M0tonInnPo,True,False,False,phase2_missing_transcript
6Q2VsWvIFrg,True,False,False,phase2_missing_transcript
6RcHuAr8s70,False,True,True,legacy_only_with_transcript
6UOIkxAUvyE,True,False,False,phase2_missing_transcript
6WjueVfA_i8,True,False,False,phase2_missing_transcript
6WtvdIBrW8c,True,False,False,phase2_missing_transcript
6YPmSaTu468,True,False,False,phase2_missing_transcript
6eA9lbIaVY4,False,True,False,legacy_only
6knnQMr_FPg,True,False,False,phase2_missing_transcript
6lI7fXRyAf8,False,True,False,legacy_only
6qYYbjmn6LM,True,False,False,phase2_missing_transcript
6rjtuqh5o4Y,False,True,True,legacy_only_with_transcript
6sga3rGtAx0,True,False,False,phase2_missing_transcript
6tCRnISpRVo,False,True,True,legacy_only_with_transcript
6u2Az-WuzVA,True,False,False,phase2_missing_transcript
6u8UCktloYQ,True,False,False,phase2_missing_transcript
6u_xoU2AOdo,True,False,False,phase2_missing_transcript
6wCIFVLibfc,True,False,False,phase2_missing_transcript
6wzTFxhzcEI,False,True,False,legacy_only
6z4gFHnMa2Q,False,True,True,legacy_only_with_transcript
71f-qB4FG2o,False,True,True,legacy_only_with_transcript
75BLUGP7kmE,True,False,False,phase2_missing_transcript
76pKrIr7FlM,False,True,True,legacy_only_with_transcript
7BJ-YJ6qcIo,True,False,False,phase2_missing_transcript
7D2yQHi2Z-U,True,False,False,phase2_missing_transcript
7D5yi_NusTA,False,True,False,legacy_only
7F4ICws26p4,False,True,True,legacy_only_with_transcript
7IyYtxdDqJw,False,True,False,legacy_only
7LbZr8jLUfQ,False,True,False,legacy_only
7QsGyBDLrmg,False,True,True,legacy_only_with_transcript
7Va1b0AOSsg,True,False,False,phase2_missing_transcript
7WPQ2ekm7ZM,False,True,True,legacy_only_with_transcript
7WvD7SjVpUo,False,True,False,legacy_only
7ZNRXFCwYvE,True,False,False,phase2_missing_transcript
7ZaCm7PfUNs,False,True,True,legacy_only_with_transcript
7axw1ORZhV8,True,False,False,phase2_missing_transcript
7ct8NzdAUYg,False,True,False,legacy_only
7e85JPQaWCw,True,False,False,phase2_missing_transcript
7eKq79x4Yjs,True,False,False,phase2_missing_transcript
7gZ2hpcA-E0,True,False,False,phase2_missing_transcript
7jc1TMMnEbM,True,False,False,phase2_missing_transcript
7juBq6m1U2o,False,True,True,legacy_only_with_transcript
7m3OeZTJttc,True,False,False,phase2_missing_transcript
7nWJrh6-umI,False,True,True,legacy_only_with_transcript
7s3xDgn8SYQ,False,True,False,legacy_only
7v0PIHCXlUU,True,False,False,phase2_missing_transcript
7xmbgFU0d3M,False,True,False,legacy_only
7zGVGDZPxxA,False,True,True,legacy_only_with_transcript
81J_pa88Mi4,True,False,False,phase2_missing_transcript
83Lo9_W28rU,False,True,False,legacy_only
86ktQPDvOMs,False,True,False,legacy_only
88KWHnt06H8,False,True,False,legacy_only
89kjQvozC7U,False,True,False,legacy_only
8BplbqsU2sU,True,False,False,phase2_missing_transcript
8DMZ-pghVQM,True,False,False,phase2_missing_transcript
8DeiE-23e38,True,False,False,phase2_missing_transcript
8JU0npV6xTc,False,True,True,legacy_only_with_transcript
8M2mJTSxnWM,False,True,True,legacy_only_with_transcript
8N6H3VpEqxA,False,True,False,legacy_only
8PjqjxUvNOo,True,False,False,phase2_missing_transcript
8QTYAyi0iD4,False,True,True,legacy_only_with_transcript
8ZZUOW7bvwM,False,True,False,legacy_only
8c5XwUaJ5ZE,True,False,False,phase2_missing_transcript
8ch8_AX-7ZU,True,True,False,phase2_missing_transcript
8dGULtMoCyc,False,True,False,legacy_only
8gF-MEQlYCM,False,True,True,legacy_only_with_transcript
8hUGNFsoGnA,True,False,False,phase2_missing_transcript
8mqq664VO5Y,False,True,False,legacy_only
8nkzIn42xRI,False,True,False,legacy_only
8yDcK_5T308,False,True,False,legacy_only
8yPAIC2XRmM,True,False,False,phase2_missing_transcript
95kRvXxYhu0,True,False,False,phase2_missing_transcript
9EeNQztW8_U,True,False,False,phase2_missing_transcript
9FyHubwumjQ,False,True,False,legacy_only
9H3T1O3iugo,False,True,False,legacy_only
9H9dwtG_Ing,True,False,False,phase2_missing_transcript
9JF7XB--NfY,True,False,False,phase2_missing_transcript
9LaR_gUahGI,False,True,False,legacy_only
9NaG7q7-QYM,True,False,False,phase2_missing_transcript
9R5j7aIbpq0,True,False,False,phase2_missing_transcript
9R9U8WD4RBA,False,True,False,legacy_only
9SZFSBW5MDk,True,False,False,phase2_missing_transcript
9_aKkWXEIMA,False,True,False,legacy_only
9aPgFpsCXyA,True,False,False,phase2_missing_transcript
9hHDiazQrpU,False,True,True,legacy_only_with_transcript
9kAkuSps3aQ,False,True,False,legacy_only
9lJVBFKVP_M,False,True,False,legacy_only
9llu2touGkk,False,True,False,legacy_only
9nob14yzO-g,True,False,False,phase2_missing_transcript
9pXNA3VXUF8,True,False,False,phase2_missing_transcript
9puS4NcoHQ4,True,False,False,phase2_missing_transcript
9qRzYm6tLQA,False,True,False,legacy_only
9sX_kjZVrgU,False,True,False,legacy_only
A-I6xl1E4Is,True,False,False,phase2_missing_transcript
A1WY2qjlVZY,False,True,True,legacy_only_with_transcript
A6lSGejZsnA,False,True,True,legacy_only_with_transcript
AB2GZqYMZOU,True,False,False,phase2_missing_transcript
AI0sgLI46MQ,True,False,False,phase2_missing_transcript
AJJxEgVdt3E,False,True,False,legacy_only
AJpulQ2s8cU,False,True,False,legacy_only
ALhIfbtNLcg,True,False,False,phase2_missing_transcript
AP5wdQ1tADE,False,True,True,legacy_only_with_transcript
APYeSdP7oOU,True,False,False,phase2_missing_transcript
ARaE7X4CLoU,True,False,False,phase2_missing_transcript
AWTD4P1OBJI,True,False,False,phase2_missing_transcript
AY0cE2yog28,False,True,False,legacy_only
AY8cNUWAEpg,True,False,False,phase2_missing_transcript
AaancuXrLT0,True,False,False,phase2_missing_transcript
AefxKKTqv5I,False,True,True,legacy_only_with_transcript
AfghupHyo3A,False,True,True,legacy_only_with_transcript
AfsPHp8fmV8,False,True,True,legacy_only_with_transcript
AgBX2c7w7Ts,True,False,False,phase2_missing_transcript
Ai75uMYMreQ,False,True,True,legacy_only_with_transcript
Ak0uTdv5kEo,True,False,False,phase2_missing_transcript
AkLEk8bb7RI,True,False,False,phase2_missing_transcript
AoGAk7zlWvc,True,False,False,phase2_missing_transcript
ApgFGoG0JCo,False,True,False,legacy_only
Av5ib_XRKT4,True,False,False,phase2_missing_transcript
Ayk9aXo54hk,True,False,False,phase2_missing_transcript
B0N5UhjPsec,False,True,False,legacy_only
B16dkLWyLfY,False,True,False,legacy_only
B42XTJtKgFo,False,True,False,legacy_only
B4HPUbJPbYE,False,True,True,legacy_only_with_transcript
B585ivuxIDs,False,True,False,legacy_only
B7XpkH6pzlg,True,True,False,phase2_missing_transcript
BBfSZvCOuNk,False,True,False,legacy_only
BHvPqarVwkY,False,True,False,legacy_only
BLxNqaOu55c,False,True,False,legacy_only
BMJ42xw7IC8,False,True,True,legacy_only_with_transcript
BMr7gRg_LV8,True,False,False,phase2_missing_transcript
BNaaeF767K8,False,True,True,legacy_only_with_transcript
BOR4m4qFgmI,False,True,False,legacy_only
BR2ypLeUvBY,False,True,True,legacy_only_with_transcript
BSiBZtjXDb0,True,False,False,phase2_missing_transcript
BWMcR35D-cE,False,True,False,legacy_only
BYr5Dz2yLsc,False,True,False,legacy_only
BaAPktRjn3Y,True,False,False,phase2_missing_transcript
BdD0OyQyzEo,True,False,False,phase2_missing_transcript
BeTI0dWMf1g,False,True,True,legacy_only_with_transcript
Bf97RqytioI,True,False,False,phase2_missing_transcript
BfmTN-RJ9so,True,False,False,phase2_missing_transcript
BhNGBhCJ5EY,False,True,True,legacy_only_with_transcript
BjS7GieYRb0,False,True,False,legacy_only
BlyAhlQvF04,True,False,False,phase2_missing_transcript
BoW7txckm88,False,True,True,legacy_only_with_transcript
BorcTOHZ6-c,False,True,True,legacy_only_with_transcript
BqSD5Kkk4D0,False,True,False,legacy_only
BrH3jyMrVSE,False,True,False,legacy_only
BrTzLPa_GkA,True,False,False,phase2_missing_transcript
BrqZXHcffDA,True,False,False,phase2_missing_transcript
BsBq08AG2oA,False,True,False,legacy_only
BuMqyp2e69U,True,False,False,phase2_missing_transcript
C12o2Cwl_u0,False,True,True,legacy_only_with_transcript
C1KafektaEc,True,False,False,phase2_missing_transcript
C2q4nkxolKI,False,True,True,legacy_only_with_transcript
CA7l6wDCEbU,False,True,True,legacy_only_with_transcript
CD70KYY5YeQ,True,False,False,phase2_missing_transcript
CDRLQqlYefc,True,False,False,phase2_missing_transcript
CEjn_2DnNiE,False,True,False,legacy_only
CHL8NUsYNuI,False,True,False,legacy_only
CIbR7odQklk,False,True,True,legacy_only_with_transcript
CJ35YXZ2z78,True,False,False,phase2_missing_transcript
CMdAwTulCNo,False,True,True,legacy_only_with_transcript
CMhGttqQxdc,False,True,False,legacy_only
CN2M2UNtv08,False,True,False,legacy_only
CQvgklF9EGg,False,True,False,legacy_only
CRFXH94CgDE,False,True,False,legacy_only
CV4QoG5Emxs,True,False,False,phase2_missing_transcript
CWa-gW_-7zQ,True,False,False,phase2_missing_transcript
CX6ZvR2TJmM,False,True,True,legacy_only_with_transcript
CYMlIdz5F5M,False,True,False,legacy_only
C_3VwMteKqM,False,True,False,legacy_only
C_xsXnRd_uc,False,True,True,legacy_only_with_transcript
C_zFb_au-B8,True,False,False,phase2_missing_transcript
CaQwpE-D-uQ,True,False,False,phase2_missing_transcript
Cce_0M4E7Nw,True,False,False,phase2_missing_transcript
Cg_MlYk1wFs,True,False,False,phase2_missing_transcript
CgmAmbaWiec,True,False,False,phase2_missing_transcript
ChUaYLwpGUg,False,True,True,legacy_only_with_transcript
CiTE8F5tyqE,True,False,False,phase2_missing_transcript
CifvyJWnZxQ,True,False,False,phase2_missing_transcript
CkIzYr3CjNw,False,True,False,legacy_only
CkjyZRQm6qM,False,True,False,legacy_only
CloGwxFDcs4,False,True,True,legacy_only_with_transcript
Cn69_7WkUSM,True,False,False,phase2_missing_transcript
CoR0bDZHX5U,False,True,False,legacy_only
Ctix1E-BF0s,True,False,False,phase2_missing_transcript
CusuNrovDJc,True,False,False,phase2_missing_transcript
Cw5sivofRbw,True,False,False,phase2_missing_transcript
D-kdaFEJ9Nk,False,True,True,legacy_only_with_transcript
D0WIW75lcGc,True,False,False,phase2_missing_transcript
D1fTXDiiWQk,False,True,False,legacy_only
D3hkwqkFYdw,False,True,False,legacy_only
D46TlqnV0hE,True,False,False,phase2_missing_transcript
D5zJ5YIxOKA,True,False,False,phase2_missing_transcript
D9dBXNT0YA4,True,False,False,phase2_missing_transcript
DAUwJALVX3g,False,True,False,legacy_only
DE5q0BpjFl4,False,True,False,legacy_only
DFbjLM_ZU0o,False,True,False,legacy_only
DIYRfTZOrcU,False,True,False,legacy_only
DJEJTvb-xI8,True,False,False,phase2_missing_transcript
DKkBGHhDQWk,False,True,True,legacy_only_with_transcript
DMcqcYaidyw,True,False,False,phase2_missing_transcript
DPLVI6S8Lk8,False,True,False,legacy_only
DPtEb0p905k,True,False,False,phase2_missing_transcript
DPyvzFfcVxo,True,False,False,phase2_missing_transcript
DQG9Bcq3Sgs,True,False,False,phase2_missing_transcript
DVsSBfS34Fk,True,True,False,phase2_missing_transcript
DWtnKRL30jo,False,True,True,legacy_only_with_transcript
DWvAYWv_zko,False,True,False,legacy_only
DbDjQLqC8zs,False,True,True,legacy_only_with_transcript
DhIrucpSPMo,False,True,False,legacy_only
Dj81etwvKYE,False,True,False,legacy_only
DjuOaweshUs,True,False,False,phase2_missing_transcript
DnvGnPk5p5k,False,True,True,legacy_only_with_transcript
Dq5nE-NDJxU,True,False,False,phase2_missing_transcript
DrEBOB3mAWI,True,False,False,phase2_missing_transcript
DrSUWq4R_Uw,True,False,False,phase2_missing_transcript
DsV7FJ0Xvnk,True,False,False,phase2_missing_transcript
DvdTN0hSEN8,True,False,False,phase2_missing_transcript
Dw0g7IoNID8,False,True,False,legacy_only
E18p25T9pB0,False,True,True,legacy_only_with_transcript
E4CYCnXnhrk,True,False,False,phase2_missing_transcript
EB_Rf5VvLkg,False,True,False,legacy_only
ECI11uKvmG4,True,False,False,phase2_missing_transcript
EHX1-Dj2IXM,True,False,False,phase2_missing_transcript
EHxM99Tw3ME,False,True,True,legacy_only_with_transcript
ELZoNtZEWp8,True,False,False,phase2_missing_transcript
EUpZera75k8,True,False,False,phase2_missing_transcript
EXTXOmp8gQA,False,True,False,legacy_only
EXXlWnxEG48,False,True,True,legacy_only_with_transcript
EXZ6gvoshsw,False,True,False,legacy_only
EXktHv7FZJw,False,True,False,legacy_only
EXqpq6rrAjE,True,False,False,phase2_missing_transcript
E_StY7I4XWA,False,True,False,legacy_only
E_lzsWQBltE,False,True,False,legacy_only
EbgmgxGs2iQ,False,True,False,legacy_only
Ec5yaorLl-M,False,True,True,legacy_only_with_transcript
EeWUKcI5ErU,True,False,False,phase2_missing_transcript
EnaJ6CfZEco,True,False,False,phase2_missing_transcript
EnuEIlD82nM,True,False,False,phase2_missing_transcript
EqpndsJf1Ng,True,False,False,phase2_missing_transcript
Et3uHFHXe7o,False,True,False,legacy_only
Ew_JPsrigwM,False,True,False,legacy_only
Ez2IFfaoRJQ,False,True,True,legacy_only_with_transcript
F0-FJsFNALg,False,True,True,legacy_only_with_transcript
F0LO7mfmlL8,False,True,True,legacy_only_with_transcript
F2IbbVTsS8A,False,True,False,legacy_only
F2ykISy7rmA,False,True,False,legacy_only
F7b695vzD1I,False,True,False,legacy_only
F8r2xYzf6Z0,True,False,False,phase2_missing_transcript
FB543E0MSXQ,True,False,False,phase2_missing_transcript
FCtXY37XRnM,False,True,False,legacy_only
FEAID-8Xbyo,True,False,False,phase2_missing_transcript
FEoUQvEL9qs,False,True,False,legacy_only
FFItaOgVdPY,True,False,False,phase2_missing_transcript
FG6m2iBW7qQ,True,False,False,phase2_missing_transcript
FHQSnkw0nrg,False,True,False,legacy_only
FJM8kEO2mPY,True,False,False,phase2_missing_transcript
FJdzGF3kDNw,True,False,False,phase2_missing_transcript
FK9G5DEYQmc,False,True,True,legacy_only_with_transcript
FKM4aOluMsI,True,False,False,phase2_missing_transcript
FKOpBDx-IMk,True,False,False,phase2_missing_transcript
FM7tEqDSAIo,False,True,True,legacy_only_with_transcript
FMKB_BVupYA,True,False,False,phase2_missing_transcript
FNdSkS0tTCQ,True,False,False,phase2_missing_transcript
FOpyG1xM0SE,True,False,False,phase2_missing_transcript
FQCb-9Df0uQ,True,True,True,phase2_with_transcript
FRDkNG00khU,True,False,False,phase2_missing_transcript
FScktN86c9M,True,False,False,phase2_missing_transcript
FTNLwfGOjuU,True,False,False,phase2_missing_transcript
FW-XzwNO1Pw,True,False,False,phase2_missing_transcript
FY74Coskjrg,True,False,False,phase2_missing_transcript
Facql-IlwXw,False,True,False,legacy_only
FcliMk-HpcQ,True,False,False,phase2_missing_transcript
FcuMoiKUHcg,False,True,False,legacy_only
FgueRu18TW8,False,True,False,legacy_only
Fh9yAIUNZ6M,False,True,True,legacy_only_with_transcript
Fnm7zP9oKZc,True,False,False,phase2_missing_transcript
Fo9RonC90iQ,True,False,False,phase2_missing_transcript
FsDiCSGOaUM,False,True,False,legacy_only
FsS7-0i8C-4,False,True,True,legacy_only_with_transcript
FuJ8ggFiR_I,True,False,False,phase2_missing_transcript
FuYLXHEGwDo,True,False,False,phase2_missing_transcript
Fwnbqyr6nvM,True,False,False,phase2_missing_transcript
Fx5RUdSm8WA,False,True,False,legacy_only
FxD5RiX6vBU,False,True,False,legacy_only
G02TTum6JT8,False,True,True,legacy_only_with_transcript
G0AKPhNo3dI,False,True,False,legacy_only
G0yaF7rw928,False,True,True,legacy_only_with_transcript
G26RqtF4sm8,True,False,False,phase2_missing_transcript
G8sI2EtjoG4,False,True,False,legacy_only
G9kAnaBL7NE,False,True,False,legacy_only
GDzjXqEqkD8,False,True,False,legacy_only
GH5dXYEfG1s,False,True,True,legacy_only_with_transcript
GJBWWrc5YSs,True,False,False,phase2_missing_transcript
GL7r_NfckrM,True,False,False,phase2_missing_transcript
GLpvCuf3tn4,False,True,False,legacy_only
GN1cZhfmRZE,False,True,True,legacy_only_with_transcript
GNkzC89EQ2I,True,False,False,phase2_missing_transcript
GO0RorA2xWY,False,True,True,legacy_only_with_transcript
GPhQyNUyx9c,True,False,False,phase2_missing_transcript
GQPYZ2pMPAo,False,True,True,legacy_only_with_transcript
GREtxk36fQ8,True,False,False,phase2_missing_transcript
GTYUovcslV0,True,False,False,phase2_missing_transcript
GX-LX1BQJ-M,False,True,True,legacy_only_with_transcript
GYBNtNIqEvM,True,False,False,phase2_missing_transcript
GYpgTh6Fp1E,False,True,True,legacy_only_with_transcript
Gds3SnQiOeA,False,True,False,legacy_only
GgTYIjEPNpg,True,False,False,phase2_missing_transcript
GjsCjBD6aaE,True,False,False,phase2_missing_transcript
GlkYMhn_IyY,True,False,False,phase2_missing_transcript
GpWHLMVk0xU,True,False,False,phase2_missing_transcript
GqQu2ZW-rUA,True,False,False,phase2_missing_transcript
GwiWGl8XGmg,False,True,False,legacy_only
GyKPHVnwjl8,False,True,False,legacy_only
GyQy3n4g-00,True,False,False,phase2_missing_transcript
GzkKnhOvqiM,True,False,False,phase2_missing_transcript
H-8t5GMZE5s,False,True,False,legacy_only
H2VGd-1ELe4,False,True,False,legacy_only
H8839nIXsog,True,False,False,phase2_missing_transcript
H8Uzb0f1xiE,False,True,False,legacy_only
H8gOaYiSRog,False,True,False,legacy_only
H9b4_dZyIUY,False,True,False,legacy_only
H9bF0cVhU4Q,True,False,False,phase2_missing_transcript
HGXXOaEQEa0,False,True,True,legacy_only_with_transcript
HH6Dy5uoTCg,True,False,False,phase2_missing_transcript
HHpx6a5HQtk,False,True,False,legacy_only
HLo1lepnzGc,True,False,False,phase2_missing_transcript
HRjstAj88dI,False,True,True,legacy_only_with_transcript
HRqjAtCQ_mk,True,False,False,phase2_missing_transcript
HS3dYFGmfPE,False,True,False,legacy_only
HSBwdaHZhx4,True,False,False,phase2_missing_transcript
HSNlOjQ9GAE,True,False,False,phase2_missing_transcript
HSYN-yVTbqI,True,False,False,phase2_missing_transcript
HUKYhsVz0wg,True,False,False,phase2_missing_transcript
HV3z3AyUbzU,False,True,False,legacy_only
HV93s9jRkdY,True,False,False,phase2_missing_transcript
HXEc6RYpWf4,True,False,False,phase2_missing_transcript
HXhxVUNecmg,True,False,False,phase2_missing_transcript
HcXinjoBE5c,False,True,False,legacy_only
HcbG1q7iL8I,True,False,False,phase2_missing_transcript
HchEzNZRTY8,False,True,True,legacy_only_with_transcript
Hhu0XG8nyZw,False,True,True,legacy_only_with_transcript
HiwvlEsy2rs,True,False,False,phase2_missing_transcript
HmC_npuWEMs,False,True,False,legacy_only
Ho68X9QKxfc,False,True,False,legacy_only
Hr4wtSVUGF8,False,True,False,legacy_only
HxEEwQDE2lI,True,False,False,phase2_missing_transcript
HxW_hmi-pqg,False,True,False,legacy_only
Hxjvyc8FGDU,False,True,True,legacy_only_with_transcript
I0ahh_fiPVo,True,False,False,phase2_missing_transcript
I4X-DMNa1BA,False,True,False,legacy_only
I62oIzQdeqY,False,True,True,legacy_only_with_transcript
I6qzKSOXUsM,True,False,False,phase2_missing_transcript
ICZ5cKz14uw,True,False,False,phase2_missing_transcript
IDneMM3JEFM,True,False,False,phase2_missing_transcript
IDr1b24jFuc,False,True,False,legacy_only
IGr0XuzYoGc,False,True,False,legacy_only
ILCTA8h9nMA,True,False,False,phase2_missing_transcript
ILYKKso4dfE,True,False,False,phase2_missing_transcript
IN6oGexVuB4,False,True,False,legacy_only
INYCg1VVtG4,False,True,False,legacy_only
IRtWDwl87gY,False,True,False,legacy_only
ISft6hv2hZE,True,False,False,phase2_missing_transcript
ISu5u2-Q_Es,True,False,False,phase2_missing_transcript
IWvpnj7A008,True,False,False,phase2_missing_transcript
I_q5U4GJda0,True,False,False,phase2_missing_transcript
IaMaAM5QMC8,True,False,False,phase2_missing_transcript
IezG36fLMoU,True,False,False,phase2_missing_transcript
IjxKPrNP3vQ,True,False,False,phase2_missing_transcript
In8SSOsHXGU,False,True,False,legacy_only
IpcHAVsmA-g,False,True,False,legacy_only
Is43iSzaa4I,True,False,False,phase2_missing_transcript
IurZMHfUmsM,True,False,False,phase2_missing_transcript
IwZQp9Yq1TI,True,False,False,phase2_missing_transcript
Iwp5CgFCuco,True,False,False,phase2_missing_transcript
Iwuib4fD6dM,True,False,False,phase2_missing_transcript
Iyx7desT8h8,True,False,False,phase2_missing_transcript
J0fey_5_KtE,False,True,False,legacy_only
J2Y1TJwWKyM,True,False,False,phase2_missing_transcript
JB-0zDl0UpQ,True,False,False,phase2_missing_transcript
JD1wlHhzQyE,False,True,True,legacy_only_with_transcript
JDIUb3h1b7E,False,True,True,legacy_only_with_transcript
JE-PiYfUWJA,False,True,True,legacy_only_with_transcript
JEXZGDzOC80,False,True,False,legacy_only
JGy1j-FkOvY,False,True,False,legacy_only
JIQ9q0jITBo,False,True,False,legacy_only
JK2y_SfHdf8,True,False,False,phase2_missing_transcript
JL1QuQwgmfM,False,True,False,legacy_only
JNvyqnlOYTY,False,True,False,legacy_only
JOnY3xdokEc,True,False,False,phase2_missing_transcript
JQrbuY71kpM,False,True,True,legacy_only_with_transcript
JXXZD1BQqBY,True,False,False,phase2_missing_transcript
JbzEmGWh1mc,True,False,False,phase2_missing_transcript
JchDbzvsXAk,True,False,False,phase2_missing_transcript
JhLECip4b4I,False,True,True,legacy_only_with_transcript
JkEQG7WgWUs,False,True,False,legacy_only
JmBgTeRirG8,True,False,False,phase2_missing_transcript
Jn-uO_LUG54,False,True,True,legacy_only_with_transcript
Jp5n2uTR6oA,True,False,False,phase2_missing_transcript
JpMUar8mh48,False,True,True,legacy_only_with_transcript
JqSG1y-0W4g,False,True,False,legacy_only
