video_id,filepath,word_count,character_count
mopEtlHBDw8,data/transcripts_recovered_research/mopEtlHBDw8.en.txt,1669,8871
tlQFariES-I,data/transcripts_recovered_research/tlQFariES-I.hi.txt,1663,7875
U8tPNIJgIdk,data/transcripts_recovered_research/U8tPNIJgIdk.es.txt,1660,9551
aJouQlY2EXA,data/transcripts/aJouQlY2EXA.en-orig.txt,1642,8996
tc80x4xIlHA,data/transcripts_recovered_research/tc80x4xIlHA.en.txt,1620,9149
J2Y1TJwWKyM,data/transcripts_recovered_research/J2Y1TJwWKyM.en.txt,1614,8655
XgbnqeGbSoQ,data/transcripts_recovered_research/XgbnqeGbSoQ.en.txt,1609,8909
ZbicnLm4Upw,data/transcripts/ZbicnLm4Upw.txt,1605,8173
Qthn_19_aHM,data/transcripts/Qthn_19_aHM.en-orig.txt,1593,8236
l43cXcxA2Pk,data/transcripts/l43cXcxA2Pk.en-orig.txt,1584,8023
w9ifmlcu8eg,data/transcripts/w9ifmlcu8eg.txt,1572,8359
JOnY3xdokEc,data/transcripts_recovered_research/JOnY3xdokEc.hi.txt,1567,7534
7BJ-YJ6qcIo,data/transcripts_recovered_research/7BJ-YJ6qcIo.hi.txt,1547,7713
nKiZsVg8doE,data/transcripts_recovered_research/nKiZsVg8doE.en.txt,1546,8330
CD70KYY5YeQ,data/transcripts_recovered_research/CD70KYY5YeQ.hi.txt,1540,7516
RksEiQ09rGM,data/transcripts_recovered_research/RksEiQ09rGM.en.txt,1538,8931
C_xsXnRd_uc,data/transcripts/C_xsXnRd_uc.en-orig.txt,1532,8563
sMBMcZ9qC1c,data/transcripts_recovered_research/sMBMcZ9qC1c.hi.txt,1532,7426
uaT2AVAX42w,data/transcripts_recovered_research/uaT2AVAX42w.en.txt,1525,8411
AI0sgLI46MQ,data/transcripts_recovered_research/AI0sgLI46MQ.en.txt,1524,8101
KASKJeYSE20,data/transcripts_recovered_research/KASKJeYSE20.hi.txt,1523,7192
M7AavH3OLhE,data/transcripts/M7AavH3OLhE.en-orig.txt,1503,8335
bPeRBLQeSDw,data/transcripts/bPeRBLQeSDw.txt,1494,6693
M2NAu29ZxYc,data/transcripts/M2NAu29ZxYc.en.txt,1493,8201
68c5t5qGytY,data/transcripts/68c5t5qGytY.en.txt,1492,7514
woDftJ5-_hk,data/transcripts_recovered_research/woDftJ5-_hk.en.txt,1486,8104
cyUhWpbpho8,data/transcripts/cyUhWpbpho8.en.txt,1475,7420
PZqkX1mJ7qk,data/transcripts/PZqkX1mJ7qk.txt,1466,9024
yZ9hNDlqwjU,data/transcripts_recovered_research/yZ9hNDlqwjU.en.txt,1461,7894
5N24-_8xXQo,data/transcripts_recovered_research/5N24-_8xXQo.en.txt,1454,7776
JK2y_SfHdf8,data/transcripts_recovered_research/JK2y_SfHdf8.hi.txt,1450,7063
MoW2xNKtVew,data/transcripts/MoW2xNKtVew.en-orig.txt,1426,7655
JufwIJc5aSY,data/transcripts_recovered_research/JufwIJc5aSY.en.txt,1405,7415
wXO2eKyoSPA,data/transcripts_recovered_research/wXO2eKyoSPA.en.txt,1401,7847
jq3XAReBLtQ,data/transcripts_recovered_research/jq3XAReBLtQ.en.txt,1381,7600
ocuerNUWTaM,data/transcripts_recovered_research/ocuerNUWTaM.en.txt,1377,7621
qaEJuCjQyy0,data/transcripts/qaEJuCjQyy0.en.txt,1373,7703
3RIrHb19anM,data/transcripts/3RIrHb19anM.en-orig.txt,1365,7242
iqFu1awvhws,data/transcripts/iqFu1awvhws.en-orig.txt,1362,7390
6YPmSaTu468,data/transcripts_recovered_research/6YPmSaTu468.en.txt,1359,7517
WAD8Wao5gQw,data/transcripts_recovered_research/WAD8Wao5gQw.en.txt,1339,7112
QuGLcWPyvRQ,data/transcripts_recovered_research/QuGLcWPyvRQ.en.txt,1332,8694
Zfeh1FUs-Ho,data/transcripts/Zfeh1FUs-Ho.en.txt,1331,7665
UdP_gGiIWq0,data/transcripts_recovered_research/UdP_gGiIWq0.en.txt,1317,7370
cphIHGmikOs,data/transcripts_recovered_research/cphIHGmikOs.hi.txt,1316,6835
eZHXGH0ZrSo,data/transcripts/eZHXGH0ZrSo.txt,1313,6805
umFpN_DcmMQ,data/transcripts/umFpN_DcmMQ.txt,1308,7629
uoq-XklrKTY,data/transcripts/uoq-XklrKTY.txt,1305,7188
z0xjLB12GYY,data/transcripts_recovered_research/z0xjLB12GYY.en.txt,1301,8038
ckQIyUR-YYQ,data/transcripts_recovered_research/ckQIyUR-YYQ.hi.txt,1292,6407
piaIDE9_72U,data/transcripts_recovered_research/piaIDE9_72U.hi.txt,1276,5986
og_Xqy_IHpY,data/transcripts_recovered_research/og_Xqy_IHpY.en.txt,1274,6888
puFOuS2sk9w,data/transcripts_recovered_research/puFOuS2sk9w.hi.txt,1258,5863
TMmlL9bXdg0,data/transcripts/TMmlL9bXdg0.en.txt,1251,6737
Xr6ZOn6Xd7E,data/transcripts_recovered_research/Xr6ZOn6Xd7E.hi.txt,1240,5787
8M2mJTSxnWM,data/transcripts/8M2mJTSxnWM.en-orig.txt,1239,6982
tjT9Sq7MOz0,data/transcripts_recovered_research/tjT9Sq7MOz0.en.txt,1235,6461
S37f0y5QLHg,data/transcripts/S37f0y5QLHg.en.txt,1235,6568
pW_P1E4g3v8,data/transcripts/pW_P1E4g3v8.en-orig.txt,1235,7432
GO0RorA2xWY,data/transcripts/GO0RorA2xWY.en.txt,1227,6378
xm0_KOSNLTY,data/transcripts_recovered_research/xm0_KOSNLTY.en.txt,1220,6210
XKe8oiQDR68,data/transcripts_recovered_research/XKe8oiQDR68.hi.txt,1218,6666
dN7-tXsrjYk,data/transcripts_recovered_research/dN7-tXsrjYk.en.txt,1217,7434
V33bIkpFR1A,data/transcripts_recovered_research/V33bIkpFR1A.en.txt,1203,7310
ZEzs6A3wiW0,data/transcripts/ZEzs6A3wiW0.txt,1198,6528
xm28ewV7S9w,data/transcripts_recovered_research/xm28ewV7S9w.en.txt,1176,6314
Fh9yAIUNZ6M,data/transcripts/Fh9yAIUNZ6M.en.txt,1163,6279
fhbbwc5Q74I,data/transcripts/fhbbwc5Q74I.en.txt,1158,6386
Rf2sERzU0Lo,data/transcripts/Rf2sERzU0Lo.en-orig.txt,1154,6672
FQCb-9Df0uQ,data/transcripts/FQCb-9Df0uQ.txt,1151,6879
20Fn-9Yrf6Y,data/transcripts_recovered_research/20Fn-9Yrf6Y.hi.txt,1143,5360
EnuEIlD82nM,data/transcripts_recovered_research/EnuEIlD82nM.en.txt,1134,6382
9pXNA3VXUF8,data/transcripts_recovered_research/9pXNA3VXUF8.hi.txt,1132,5947
BeTI0dWMf1g,data/transcripts/BeTI0dWMf1g.en-orig.txt,1131,6114
6z4gFHnMa2Q,data/transcripts/6z4gFHnMa2Q.en.txt,1122,6319
ZKbE0otIDaE,data/transcripts_recovered_research/ZKbE0otIDaE.en.txt,1115,5895
pORdexOKJ7E,data/transcripts_recovered_research/pORdexOKJ7E.en.txt,1115,6235
JpMUar8mh48,data/transcripts/JpMUar8mh48.en.txt,1102,6144
uTg5Hj67MsI,data/transcripts_recovered_research/uTg5Hj67MsI.en.txt,1102,7083
qZGQBgF5Uhk,data/transcripts_recovered_research/qZGQBgF5Uhk.en.txt,1101,6034
DQG9Bcq3Sgs,data/transcripts_recovered_research/DQG9Bcq3Sgs.en.txt,1098,5955
Jn-uO_LUG54,data/transcripts/Jn-uO_LUG54.en-orig.txt,1094,6831
nma3F37U1iw,data/transcripts/nma3F37U1iw.en.txt,1088,5715
tWoy_ZYtB40,data/transcripts/tWoy_ZYtB40.en-orig.txt,1085,5556
R_PIwm_WHeQ,data/transcripts/R_PIwm_WHeQ.en.txt,1083,6057
6WjueVfA_i8,data/transcripts_recovered_research/6WjueVfA_i8.hi.txt,1080,5486
rwqxnCbrMsI,data/transcripts/rwqxnCbrMsI.en.txt,1080,5672
zdIgtTxEzv8,data/transcripts_recovered_research/zdIgtTxEzv8.en.txt,1079,6047
monxOtArSdE,data/transcripts_recovered_research/monxOtArSdE.en.txt,1067,5878
IWvpnj7A008,data/transcripts_recovered_research/IWvpnj7A008.en.txt,1057,5534
BMJ42xw7IC8,data/transcripts/BMJ42xw7IC8.en-orig.txt,1053,5469
RU5dR1NyP8s,data/transcripts_recovered_research/RU5dR1NyP8s.en.txt,1050,5653
Hxjvyc8FGDU,data/transcripts/Hxjvyc8FGDU.en.txt,1046,5948
BSiBZtjXDb0,data/transcripts_recovered_research/BSiBZtjXDb0.en.txt,1044,5779
aFcZReES734,data/transcripts/aFcZReES734.en.txt,1042,6346
Q0WsIBmog1I,data/transcripts/Q0WsIBmog1I.en-orig.txt,1034,5405
kD5FRSTMquw,data/transcripts/kD5FRSTMquw.en-orig.txt,1032,5178
NpaZzoUxA7Q,data/transcripts_recovered_research/NpaZzoUxA7Q.en.txt,1030,5320
OUvg2rnnn-M,data/transcripts/OUvg2rnnn-M.txt,1022,5430
30unmx881Ag,data/transcripts_recovered_research/30unmx881Ag.hi.txt,1012,4789
vTy3n0WNsKw,data/transcripts/vTy3n0WNsKw.txt,1007,4778
KdvIc1OCv8A,data/transcripts/KdvIc1OCv8A.txt,1003,4913
GREtxk36fQ8,data/transcripts_recovered_research/GREtxk36fQ8.en.txt,993,5305
G02TTum6JT8,data/transcripts/G02TTum6JT8.en-orig.txt,989,4819
-cS3YaCShng,data/transcripts/-cS3YaCShng.en-orig.txt,988,5425
LmgN-lRJ3TA,data/transcripts_recovered_research/LmgN-lRJ3TA.en.txt,986,5183
wtEaDOwgC_4,data/transcripts/wtEaDOwgC_4.txt,982,5537
7F4ICws26p4,data/transcripts/7F4ICws26p4.txt,982,4577
-qBsODoJEPU,data/transcripts_recovered_research/-qBsODoJEPU.hi.txt,980,4812
kw4G_lFolN8,data/transcripts_recovered_research/kw4G_lFolN8.hi.txt,968,5432
N_c9BgiN46Q,data/transcripts_recovered_research/N_c9BgiN46Q.en.txt,962,5193
ZO0yj8NEb4g,data/transcripts/ZO0yj8NEb4g.txt,959,4458
WXuj8s3xYo8,data/transcripts/WXuj8s3xYo8.en.txt,958,5563
HcbG1q7iL8I,data/transcripts_recovered_research/HcbG1q7iL8I.en.txt,950,5194
y2PQPmXPlzI,data/transcripts_recovered_research/y2PQPmXPlzI.en.txt,946,5376
v9gRLeQwbq0,data/transcripts/v9gRLeQwbq0.en-orig.txt,944,5148
F8r2xYzf6Z0,data/transcripts_recovered_research/F8r2xYzf6Z0.en.txt,936,5158
H8839nIXsog,data/transcripts_recovered_research/H8839nIXsog.en.txt,932,5458
3cea1qcbIIs,data/transcripts/3cea1qcbIIs.txt,930,5312
N9ZnuWKaVGc,data/transcripts_recovered_research/N9ZnuWKaVGc.en.txt,922,5155
Raa-U-y4920,data/transcripts/Raa-U-y4920.en.txt,911,4402
Us69_36cjg0,data/transcripts_recovered_research/Us69_36cjg0.hi.txt,905,4282
V-f6lHtjtKo,data/transcripts/V-f6lHtjtKo.en.txt,904,4820
qk_bP48As5w,data/transcripts/qk_bP48As5w.en.txt,882,4707
YjFYaNyfq4Y,data/transcripts/YjFYaNyfq4Y.en.txt,878,5041
3LxK-TiifzQ,data/transcripts_recovered_research/3LxK-TiifzQ.en.txt,871,5073
EXqpq6rrAjE,data/transcripts_recovered_research/EXqpq6rrAjE.hi.txt,866,4930
QLXIv_0bvEw,data/transcripts_recovered_research/QLXIv_0bvEw.en.txt,865,5053
r-rr9x4b3SU,data/transcripts/r-rr9x4b3SU.en-orig.txt,865,4582
9SZFSBW5MDk,data/transcripts_recovered_research/9SZFSBW5MDk.en.txt,863,4905
P0poLjDMKwQ,data/transcripts/P0poLjDMKwQ.en.txt,863,5087
Z09qEkLoVeo,data/transcripts_recovered_research/Z09qEkLoVeo.hi.txt,858,4142
zSBRpLsXGmg,data/transcripts/zSBRpLsXGmg.en.txt,845,4457
MADy-oiozFw,data/transcripts_recovered_research/MADy-oiozFw.en.txt,845,4072
AP5wdQ1tADE,data/transcripts/AP5wdQ1tADE.en.txt,843,4490
O9cJozJBK_w,data/transcripts/O9cJozJBK_w.txt,843,3874
Zw9gOSluAgs,data/transcripts/Zw9gOSluAgs.en-orig.txt,814,4318
aJcRd6zIqUw,data/transcripts/aJcRd6zIqUw.txt,804,4350
6M0tonInnPo,data/transcripts_recovered_research/6M0tonInnPo.bn.txt,796,4480
lk-cywvWusY,data/transcripts/lk-cywvWusY.en-orig.txt,795,4252
KS1lN6AJwCI,data/transcripts_recovered_research/KS1lN6AJwCI.hi.txt,786,3458
fe3HotuqUxA,data/transcripts/fe3HotuqUxA.txt,785,3923
ohIQbrp5ifg,data/transcripts/ohIQbrp5ifg.en.txt,779,4411
CMdAwTulCNo,data/transcripts/CMdAwTulCNo.en.txt,778,4001
6LNRlqp86yM,data/transcripts_recovered_research/6LNRlqp86yM.en.txt,762,3935
Ug8OoFAFfZ0,data/transcripts/Ug8OoFAFfZ0.en.txt,758,4394
4g0kkebBowM,data/transcripts_recovered_research/4g0kkebBowM.hi.txt,754,3510
h7cDzRJTBqE,data/transcripts_recovered_research/h7cDzRJTBqE.hi.txt,752,3838
h0UrbyV3jUY,data/transcripts_recovered_research/h0UrbyV3jUY.en.txt,752,4227
0Of66fxq4FI,data/transcripts/0Of66fxq4FI.en.txt,742,5132
TpTRtaSEGrE,data/transcripts_recovered_research/TpTRtaSEGrE.en.txt,740,3886
BhNGBhCJ5EY,data/transcripts/BhNGBhCJ5EY.en-orig.txt,739,4142
w3oYX7jaC1w,data/transcripts/w3oYX7jaC1w.txt,733,3530
GL7r_NfckrM,data/transcripts_recovered_research/GL7r_NfckrM.en.txt,731,3963
HXhxVUNecmg,data/transcripts_recovered_research/HXhxVUNecmg.en.txt,721,4015
Mrhgz1yeBSg,data/transcripts/Mrhgz1yeBSg.txt,707,4313
IjxKPrNP3vQ,data/transcripts_recovered_research/IjxKPrNP3vQ.es.txt,689,4027
fi98oUBFJv0,data/transcripts/fi98oUBFJv0.en-orig.txt,687,3748
LlsAx-TaQw4,data/transcripts_recovered_research/LlsAx-TaQw4.en.txt,687,3663
44PPtRBjkuE,data/transcripts_recovered_research/44PPtRBjkuE.hi.txt,687,3375
7Va1b0AOSsg,data/transcripts_recovered_research/7Va1b0AOSsg.en.txt,686,3918
Qq0eWeCLcpg,data/transcripts_recovered_research/Qq0eWeCLcpg.en.txt,681,3621
FM7tEqDSAIo,data/transcripts/FM7tEqDSAIo.en.txt,677,3815
6tCRnISpRVo,data/transcripts/6tCRnISpRVo.en.txt,673,3608
DrEBOB3mAWI,data/transcripts_recovered_research/DrEBOB3mAWI.hi.txt,672,3155
yNQaVDeRj0c,data/transcripts_recovered_research/yNQaVDeRj0c.hi.txt,672,3070
uQEn4vwwLYg,data/transcripts_recovered_research/uQEn4vwwLYg.en.txt,672,3382
TW1jRrO1ob0,data/transcripts/TW1jRrO1ob0.en.txt,665,3626
o7k5hYchTrg,data/transcripts/o7k5hYchTrg.en-orig.txt,661,3383
i4msUSBffpU,data/transcripts_recovered_research/i4msUSBffpU.hi.txt,660,3045
cpePPqa-iYw,data/transcripts/cpePPqa-iYw.en-orig.txt,660,3459
VR0brYQrBTA,data/transcripts/VR0brYQrBTA.txt,660,3559
O3UzA-ItA0k,data/transcripts_recovered_research/O3UzA-ItA0k.hi.txt,657,4073
S0b_R9YBaEE,data/transcripts/S0b_R9YBaEE.txt,656,3493
tqbPqSzob_I,data/transcripts_recovered_research/tqbPqSzob_I.en.txt,652,3698
hnOJOa6X-tI,data/transcripts/hnOJOa6X-tI.txt,650,3322
l9DWNZ0T4Dg,data/transcripts_recovered_research/l9DWNZ0T4Dg.en.txt,645,3531
dLYgy46XqCA,data/transcripts/dLYgy46XqCA.txt,644,3787
clhT4OwJ_SQ,data/transcripts_recovered_research/clhT4OwJ_SQ.hi.txt,640,3143
7e85JPQaWCw,data/transcripts_recovered_research/7e85JPQaWCw.en.txt,639,3497
Ypwn-vB5jvw,data/transcripts_recovered_research/Ypwn-vB5jvw.hi.txt,638,3262
bYf5oUBqcvs,data/transcripts_recovered_research/bYf5oUBqcvs.hi.txt,636,3126
-fA6BrCVZZA,data/transcripts/-fA6BrCVZZA.txt,634,3456
O7KtXWEzXCQ,data/transcripts/O7KtXWEzXCQ.txt,624,3743
sHqUVG00auM,data/transcripts_recovered_research/sHqUVG00auM.en.txt,624,3319
hFpm0Q6hFTc,data/transcripts_recovered_research/hFpm0Q6hFTc.en-GB.txt,620,3444
pODBBQE637I,data/transcripts/pODBBQE637I.txt,617,3548
B4HPUbJPbYE,data/transcripts/B4HPUbJPbYE.txt,612,3574
I62oIzQdeqY,data/transcripts/I62oIzQdeqY.txt,612,3272
xhdR-Cmk31E,data/transcripts/xhdR-Cmk31E.en.txt,608,3488
Cw5sivofRbw,data/transcripts_recovered_research/Cw5sivofRbw.en.txt,607,3337
DVsSBfS34Fk,data/transcripts_recovered_research/DVsSBfS34Fk.en.txt,604,3515
AfghupHyo3A,data/transcripts/AfghupHyo3A.txt,599,3231
RoH7XBJqEdI,data/transcripts/RoH7XBJqEdI.en-orig.txt,598,3530
wOB5cUaunT8,data/transcripts_recovered_research/wOB5cUaunT8.hi.txt,598,2823
f0l1TH8N3fQ,data/transcripts_recovered_research/f0l1TH8N3fQ.en.txt,597,3540
5MVOvOpQYOw,data/transcripts_recovered_research/5MVOvOpQYOw.en.txt,593,3443
6qYYbjmn6LM,data/transcripts_recovered_research/6qYYbjmn6LM.hi.txt,591,3084
U7uJI2m-W1Q,data/transcripts_recovered_research/U7uJI2m-W1Q.en.txt,586,3223
Uj7KlwPMsKU,data/transcripts/Uj7KlwPMsKU.en-orig.txt,584,3410
O8cNxp5PqKs,data/transcripts_recovered_research/O8cNxp5PqKs.en.txt,583,3547
0QWti9FMcgs,data/transcripts/0QWti9FMcgs.en-orig.txt,577,3166
I0ahh_fiPVo,data/transcripts_recovered_research/I0ahh_fiPVo.hi.txt,577,2793
zpbGQYHV3Gc,data/transcripts/zpbGQYHV3Gc.en.txt,574,3224
Z8ASYVjkEOg,data/transcripts/Z8ASYVjkEOg.en-orig.txt,572,3072
UV-kfLDCDHE,data/transcripts/UV-kfLDCDHE.en.txt,570,2827
dsbK-YLLB-U,data/transcripts_recovered_research/dsbK-YLLB-U.hi.txt,569,3171
O8YH7Hn5k4Y,data/transcripts_recovered_research/O8YH7Hn5k4Y.en.txt,568,3174
bj1jqaSsXvM,data/transcripts_recovered_research/bj1jqaSsXvM.en.txt,562,3492
QX3gSDoLjqM,data/transcripts/QX3gSDoLjqM.en.txt,557,3058
nz5ureft4mQ,data/transcripts/nz5ureft4mQ.txt,551,3017
kMvjE4XbbSU,data/transcripts_recovered_research/kMvjE4XbbSU.en.txt,549,3100
DjuOaweshUs,data/transcripts_recovered_research/DjuOaweshUs.es.txt,548,3138
LO6uqfl4Dec,data/transcripts_recovered_research/LO6uqfl4Dec.en.txt,542,3420
VLf_UT-d_Ao,data/transcripts_recovered_research/VLf_UT-d_Ao.en.txt,534,3233
5HxJ-DOJGV0,data/transcripts_recovered_research/5HxJ-DOJGV0.hi.txt,532,2343
7v0PIHCXlUU,data/transcripts_recovered_research/7v0PIHCXlUU.hi.txt,515,2450
dPGr8P5zcsE,data/transcripts/dPGr8P5zcsE.en.txt,512,2768
TcUzZ4fVtG4,data/transcripts/TcUzZ4fVtG4.en-orig.txt,509,2994
VzBqEC3qk3Q,data/transcripts_recovered_research/VzBqEC3qk3Q.en.txt,507,2786
kT4s6iZ6mJI,data/transcripts_recovered_research/kT4s6iZ6mJI.nl.txt,507,2707
Nx5f0OZT3Fo,data/transcripts/Nx5f0OZT3Fo.en-orig.txt,506,3089
n2iIQ7PTTXc,data/transcripts/n2iIQ7PTTXc.en.txt,505,3009
lFzm6nIcyoE,data/transcripts_recovered_research/lFzm6nIcyoE.hi.txt,504,2534
_Yw5vdlCb84,data/transcripts_recovered_research/_Yw5vdlCb84.en.txt,502,2730
OghYPFzSChg,data/transcripts_recovered_research/OghYPFzSChg.en.txt,501,2903
9H9dwtG_Ing,data/transcripts_recovered_research/9H9dwtG_Ing.de.txt,499,3175
3Q-SJNzS6Mg,data/transcripts/3Q-SJNzS6Mg.en.txt,495,2877
qMOqrQLJch4,data/transcripts_recovered_research/qMOqrQLJch4.en.txt,495,2975
TaMHJzT5GD8,data/transcripts_recovered_research/TaMHJzT5GD8.en.txt,493,2889
pVpQ0sMPXvs,data/transcripts/pVpQ0sMPXvs.en-orig.txt,492,2443
KzFoO6bxtpU,data/transcripts_recovered_research/KzFoO6bxtpU.en.txt,490,2660
32R2UVxQux4,data/transcripts/32R2UVxQux4.en.txt,490,2746
NRFwGkALO7A,data/transcripts/NRFwGkALO7A.txt,488,2452
FB543E0MSXQ,data/transcripts_recovered_research/FB543E0MSXQ.en.txt,482,2706
2JVFSCquwZo,data/transcripts/2JVFSCquwZo.txt,480,2240
Xr7UpJjARrQ,data/transcripts_recovered_research/Xr7UpJjARrQ.en.txt,472,2811
E18p25T9pB0,data/transcripts/E18p25T9pB0.en.txt,471,2329
9R5j7aIbpq0,data/transcripts_recovered_research/9R5j7aIbpq0.hi.txt,468,2497
02u0sbxZMuE,data/transcripts_recovered_research/02u0sbxZMuE.en.txt,468,2585
ewA_8ffCVds,data/transcripts/ewA_8ffCVds.txt,467,2593
EeWUKcI5ErU,data/transcripts_recovered_research/EeWUKcI5ErU.hi.txt,465,2312
G26RqtF4sm8,data/transcripts_recovered_research/G26RqtF4sm8.ko.txt,465,1696
4Tq_Q3NBE7w,data/transcripts_recovered_research/4Tq_Q3NBE7w.hi.txt,461,2237
GX-LX1BQJ-M,data/transcripts/GX-LX1BQJ-M.en.txt,460,2361
A1WY2qjlVZY,data/transcripts/A1WY2qjlVZY.txt,459,2069
n8N-RQgMXmM,data/transcripts_recovered_research/n8N-RQgMXmM.en.txt,456,2590
ekzlBsSR8RU,data/transcripts_recovered_research/ekzlBsSR8RU.hi.txt,455,2169
zqsQ3SLkbgU,data/transcripts_recovered_research/zqsQ3SLkbgU.hi.txt,455,2246
RNCyEuseurI,data/transcripts_recovered_research/RNCyEuseurI.en.txt,451,2523
-1eIiYUBnNY,data/transcripts/-1eIiYUBnNY.en.txt,447,2404
u1JgC4ZjEJc,data/transcripts_recovered_research/u1JgC4ZjEJc.en.txt,441,2533
6knnQMr_FPg,data/transcripts_recovered_research/6knnQMr_FPg.en.txt,441,2059
PNymhlAUL1M,data/transcripts/PNymhlAUL1M.txt,439,2584
z98ZKHcuhlc,data/transcripts/z98ZKHcuhlc.en-orig.txt,437,2429
e81UHZM44vU,data/transcripts_recovered_research/e81UHZM44vU.en.txt,437,2492
jMKJYZDqTks,data/transcripts_recovered_research/jMKJYZDqTks.en.txt,436,2463
dzFhf3u6hFQ,data/transcripts/dzFhf3u6hFQ.en-orig.txt,436,2494
NJBogtJh9T0,data/transcripts/NJBogtJh9T0.txt,436,1139
CloGwxFDcs4,data/transcripts/CloGwxFDcs4.en.txt,435,2465
z-bhOiKg45o,data/transcripts/z-bhOiKg45o.en.txt,434,2585
zgUnmoFOTts,data/transcripts_recovered_research/zgUnmoFOTts.hi.txt,434,2011
NRukKF7Or1o,data/transcripts_recovered_research/NRukKF7Or1o.hi.txt,433,2165
Ayk9aXo54hk,data/transcripts_recovered_research/Ayk9aXo54hk.en.txt,433,2645
RjDLpbR-mWM,data/transcripts/RjDLpbR-mWM.en.txt,431,2588
-NghXPxXi-M,data/transcripts_recovered_research/-NghXPxXi-M.en.txt,431,2436
FKM4aOluMsI,data/transcripts_recovered_research/FKM4aOluMsI.en.txt,429,2499
4HdETZiiTyA,data/transcripts_recovered_research/4HdETZiiTyA.en.txt,428,2384
_XD1y8gB5uw,data/transcripts_recovered_research/_XD1y8gB5uw.en.txt,427,2329
uQxvgH4oTTI,data/transcripts_recovered_research/uQxvgH4oTTI.en.txt,427,2642
NQkMW-u_Yqw,data/transcripts_recovered_research/NQkMW-u_Yqw.en.txt,426,2451
pw7b_iHlpJ8,data/transcripts/pw7b_iHlpJ8.en-orig.txt,425,2285
Cg_MlYk1wFs,data/transcripts_recovered_research/Cg_MlYk1wFs.en.txt,424,2609
PfkCT5wiyE8,data/transcripts_recovered_research/PfkCT5wiyE8.en.txt,422,2442
QBuUEdQ3r_c,data/transcripts_recovered_research/QBuUEdQ3r_c.hi.txt,421,2045
71f-qB4FG2o,data/transcripts/71f-qB4FG2o.txt,419,2590
hg6HLBWpbcM,data/transcripts_recovered_research/hg6HLBWpbcM.en.txt,418,1813
PuUFl4VchH8,data/transcripts_recovered_research/PuUFl4VchH8.hi.txt,417,2052
sqhAuIa5PB4,data/transcripts_recovered_research/sqhAuIa5PB4.en.txt,414,2391
fRuY9gdDD3c,data/transcripts_recovered_research/fRuY9gdDD3c.en.txt,414,2465
bq_vX0Uz9SA,data/transcripts/bq_vX0Uz9SA.en.txt,406,2479
YqBK6R_wCTs,data/transcripts_recovered_research/YqBK6R_wCTs.en.txt,403,2236
rUuJE4YEVMw,data/transcripts_recovered_research/rUuJE4YEVMw.hi.txt,402,1950
aoIxsKGu69I,data/transcripts_recovered_research/aoIxsKGu69I.en.txt,401,2407
oYLY4KyNukI,data/transcripts_recovered_research/oYLY4KyNukI.en.txt,399,2334
lO7RbqPwyz4,data/transcripts_recovered_research/lO7RbqPwyz4.hi.txt,396,2055
Y69md6XRncU,data/transcripts_recovered_research/Y69md6XRncU.hi.txt,395,1754
CDRLQqlYefc,data/transcripts_recovered_research/CDRLQqlYefc.ru.txt,393,2642
qGQ-TvsT9pk,data/transcripts_recovered_research/qGQ-TvsT9pk.en.txt,391,2375
T3LV5yAJpqY,data/transcripts_recovered_research/T3LV5yAJpqY.en.txt,389,2647
CX6ZvR2TJmM,data/transcripts/CX6ZvR2TJmM.en.txt,386,2033
-DrjPSadlrw,data/transcripts_recovered_research/-DrjPSadlrw.hi.txt,386,2095
hEvQgTEe5eY,data/transcripts_recovered_research/hEvQgTEe5eY.en.txt,380,2345
95kRvXxYhu0,data/transcripts_recovered_research/95kRvXxYhu0.en.txt,376,2008
3u156-yCTbU,data/transcripts/3u156-yCTbU.en.txt,373,1963
EXXlWnxEG48,data/transcripts/EXXlWnxEG48.en.txt,369,1852
ICZ5cKz14uw,data/transcripts_recovered_research/ICZ5cKz14uw.hi.txt,368,1644
BfmTN-RJ9so,data/transcripts_recovered_research/BfmTN-RJ9so.en.txt,368,2039
JQrbuY71kpM,data/transcripts/JQrbuY71kpM.txt,367,1902
DbDjQLqC8zs,data/transcripts/DbDjQLqC8zs.en.txt,366,1940
PD8oFGFK-5w,data/transcripts/PD8oFGFK-5w.en.txt,363,1751
yP__PsrX80A,data/transcripts/yP__PsrX80A.en-orig.txt,361,2005
w-ujgTZTT5Q,data/transcripts_recovered_research/w-ujgTZTT5Q.hi.txt,356,2049
pSjXJBEdLhQ,data/transcripts_recovered_research/pSjXJBEdLhQ.en.txt,354,2052
jKJWQkQWlTI,data/transcripts_recovered_research/jKJWQkQWlTI.hi.txt,352,1610
uddfLWI0nRY,data/transcripts_recovered_research/uddfLWI0nRY.hi.txt,351,1809
tNjjAkVRo7o,data/transcripts_recovered_research/tNjjAkVRo7o.en.txt,350,1865
8gF-MEQlYCM,data/transcripts/8gF-MEQlYCM.en-orig.txt,345,1889
tjtwW0zGwBU,data/transcripts_recovered_research/tjtwW0zGwBU.hi.txt,344,1622
C1KafektaEc,data/transcripts_recovered_research/C1KafektaEc.en.txt,344,2101
lUr2dWL-2sg,data/transcripts/lUr2dWL-2sg.en.txt,342,2080
dIiWtTgIfvI,data/transcripts/dIiWtTgIfvI.txt,341,2053
XaQqwIuvDnM,data/transcripts/XaQqwIuvDnM.en.txt,340,1853
qBcyeYP6snc,data/transcripts_recovered_research/qBcyeYP6snc.en.txt,338,2007
