video_id,title,channel,upload_date,duration,view_count,year,priority
yZ9hNDlqwjU,"2024 Year Marks the 10th International Day Of Yoga With The Theme ""Yoga For Self And Society""",CNN-News18,20240621,597,1352,2024,1.0
I0ahh_fiPVo,"PM Modi To Lead Global Celebration Of Yoga From UN HQ, Shares A Video Message On Intl Yoga Day",Times Now,20230621,662,1340,2023,1.0
3jgTR6-g1Lo,International Yoga Day 2023 | Vrikshasana with PM Modi | Yoga with Modi | Oneindia News,Oneindia News,20230619,203,1334,2023,1.0
tO2uXTDYWlY,PM Modi Leads Yoga Day Celebrations At UN Headquarters In New York,NDTV,20230621,6875,1274,2023,1.0
CifvyJWnZxQ,International Yoga Day 2025: Exploring Yoga's Evolution From Ancient Practice to Modern Phenomenon,India Today,20250621,1834,1250,2025,1.0
HSBwdaHZhx4,"Guinness World Record Set At PM Modi-led Yoga Event In United Nations, New York | PM Modi In US",moneycontrol,20230621,135,1250,2023,1.0
V4bK7BdAm-o,International Day of Yoga 2024,CBS Chicago,20240621,115,1235,2024,1.0
lO7RbqPwyz4,International Yoga Day 2024: How India is connecting the world through Yoga | World News | WION,WION,20240621,264,1224,2024,1.0
euediogFLv4,Yoga Day Speech in English 2025 | International Day of Yoga Speech in English 2025 | Yoga Day Theme,Swati Dey,20250617,208,1223,2025,1.0
F8r2xYzf6Z0,PM Modi in US: Indian PM Modi to lead Yoga Day celebrations at UN HQ | International Yoga Day,WION,20230621,467,1212,2023,1.0
ILCTA8h9nMA,"Yoga for One Earth, One Health",AKTU Digital Education,20250621,4258,1211,2025,1.0
PwymV0sekDs,10th International Day of Yoga #IDY2024 #YogaDay2024 #YogaForSelfandSociety #YogaDayMoD2024,Indian Air Force,20240622,55,1200,2024,1.0
EnuEIlD82nM,International Yoga Day 2025 - Day 1 (Prayer & Asanas),SRDAV Resource Centre,20250618,1121,1199,2025,1.0
390e4OYx1i4,"International Yoga Festival 2026 📍 Parmarth Niketan, Rishikesh - March 9-15 2026",Parmarth Niketan,20251014,139,1181,2025,1.0
Wn8MJoHHzq0,International yoga day 2024 | 2nd video #yoga#internationalyogaday#celebration,Manita Khawas Healthy Life 🧘,20240622,1128,1171,2024,1.0
4cMhh-ZPxkU,International Yoga Day 2024 Yoga demonstration,Yogatali -Traditional Yoga,20240617,492,1168,2024,1.0
7Va1b0AOSsg,Yoga Day 2025: PM Modi Leads World's Largest Yoga Gathering In Visakhapatnam | WION,WION,20250621,328,1159,2025,1.0
Sh4ElhPZvNo,International Yog Divas 2026 | विश्व योग दिवस 2026 में कब है | Yoga Day Date 2026 | Yoga Day 2026,Nayi Drishti,20240623,102,1153,2024,1.0
6wCIFVLibfc,Happy International Day of Yoga 2024!,The Art of Living Dharma Sthambha Yojana,20240620,121,1140,2024,1.0
zHHHJqUBbqo,From UNGA Podium In 2014 To UN Park In 2023: How PM Modi Took Yoga Global,NDTV,20230621,227,1140,2023,1.0
OuwpMJdatAw,PES University - Celebrates 10th International Yoga Day - 2024,PESU LIVE,20240621,7379,1125,2024,1.0
8hUGNFsoGnA,"International Yoga Festival 2026📍 Parmarth Niketan, Rishikesh | Day 7: Yoga, Music, Ganga Aarti",Parmarth Niketan,20260316,197,1110,2026,1.0
pTpoIxe_3C8,📢International Day of Yoga 2025: 5⃣ Days to Go!🧘,PIB India,20250616,24,1086,2025,1.0
DPtEb0p905k,"INTERNATIONAL YOGA DAY- 2025  *YOGA FOR ONE EARTH ONE HEALTH* ""GYAN & DHYAN MUDRA""",RAJ ENGLISH SCHOOL,20250622,157,1086,2025,1.0
4ToNpt4dAMc,NIRVANA SHATAKAM | international yoga day 2024 |YOGA CHAITHANYA,YOGA CHAITHANYA,20240702,319,1080,2024,1.0
_czzoFZX0hE,International Yoga Day 2025 II Basil Woods School,"Basil Woods School, Hyderabad",20250621,103,1078,2025,1.0
PNLcohhQTHo,Paadahastasana - International Day of Yoga -2024,DS YOGA,20240620,75,1067,2024,1.0
RZwNsXv-tWc,International Yoga Day 2024 | June 21| Yoga for self and society| Bhagyathaara,ARYATARA AYURNIKETAN,20240618,180,1047,2024,1.0
y2PQPmXPlzI,International Yoga Day 2025: PM Modi Leads Historic Yoga Session On Vizag's Coastline | WION,WION,20250621,415,1036,2025,1.0
FuJ8ggFiR_I,CELEBRATING INTERNATIONAL YOGA DAY 2025,St. Stephen's Iconic School,20250621,129,1031,2025,1.0
LAuhSmFz9rM,World Watches India's Soft Power As PM Modi Leads Yoga Day Celebrations At UN HQ In U.S,Times Now,20230621,1564,1018,2023,1.0
QBuUEdQ3r_c,"Yoga Day 2025 | Ahead Of World Yoga Day, Bikaner Youth Practice Yoga On Scorching Sand Dunes",NDTV,20250620,142,1017,2025,1.0
fbpwpTzF-oY,International Yoga Day 2024: Celebrities who have embraced Yoga | World DNA | WION,WION,20240621,121,997,2024,1.0
EqpndsJf1Ng,Yoga day special poster 2025 | Yoga day drawing | Yoga for one Earth one Health |Easy drawings,BhavaniArtAcademy ,20250618,503,993,2025,1.0
vpVp1XsRpco,Global Celebration of International Day of Yoga 2024,Ministry of Ayush,20240613,69,991,2024,1.0
lKQ3WGLDBjQ,International Yoga Day 2024 LIVE: PM Modi leads International Day of Yoga celebration from Srinagar,WION,20240621,1355,981,2024,1.0
LG4WlJNuAb0,IDY Reflections | Episode 1 | International Day of Yoga 2025,Ministry of Ayush,20250723,1494,978,2025,1.0
FW-XzwNO1Pw,📢International Day of Yoga 2025: Just 2⃣ Days to Go!🧘,PIB India,20250619,32,957,2025,1.0
xsf1eHv_vSE,"International Yoga Day 2025 | Yoga for One Earth, One Health 🌍",Beginners Yoga,20250621,5054,954,2025,1.0
ICZ5cKz14uw,International Yoga Day 2025,"Dronagiri High School English Medium, Karanja-Uran",20250621,328,939,2025,1.0
R3BwAGO5gM4,"Mindful Earth, Peaceful People | International Yoga Day 2025 #yoga",EVAULTO,20250617,72,929,2025,1.0
RksEiQ09rGM,International Yoga Day Celebrations 2025 - Yoga for One Earth One Health,Diva@2speaks,20250624,1565,920,2025,1.0
HUKYhsVz0wg,"International Yoga Festival 2026! Parmarth Niketan, RISHIKESH!",Parmarth Niketan,20260307,102,911,2026,1.0
2w-hnpJLI0g,INTERNATIONAL  YOGA DAY - 2025,Sai Angels Chikmagalur,20250621,47,907,2025,1.0
rUuJE4YEVMw,"Yoga for One Earth, One Health: KVS Celebrates International Yoga Day 2025!",KVS HQ,20250620,236,896,2025,1.0
eUfaQnDrZxQ,International Day of Yoga 2024 | Sitaram Retreats,Sitaram Retreats,20240621,82,895,2024,1.0
Z-p2ze9jecw,International Yoga Day Drawing | Easy Yoga Day Art|Yoga Day 2025 Drawing|Simple Yoga Poster idea,Science Scribbles,20250618,640,894,2025,1.0
NyvUjHDa0JY,"International Yoga Festival 2026📍 Parmarth Niketan, Rishikesh | Day 4: Yoga, Music, Ganga Aarti",Parmarth Niketan,20260313,146,889,2026,1.0
dU0Y-ZTNYxo,International Yoga Day -One day Count down Programme of IDY 2025,AIIAGOA,20250315,2970,867,2025,1.0
boY0d9-ECrI,PM’s video message during International Day of Yoga 2023 with English Subtitles,PMO India,20230724,698,862,2023,1.0
YLY5hrkQgWY,"International Yoga Festival 2026📍 Parmarth Niketan, Rishikesh | Day 2: Yoga, Music, Ganga Aarti",Parmarth Niketan,20260311,162,849,2026,1.0
tc80x4xIlHA,Yoga session led by PM Modi creates Guinness World Record | WION Pulse,WION,20230621,649,837,2023,1.0
cipmQDkJWRk,"PM Modi Arrives At UN HQ To Lead Yoga Day Even, Pays Tribute To Mahatma Gandhi | Latest News",Times Now,20230621,1199,834,2023,1.0
hlgCifQfPnk,Nainital 1 June IDY 2026 Live Yoga - Uttarakhand Ayurvedic & Unani Services,Directorate Ayurved Uttarakhand,20260601,2764,834,2026,1.0
6WjueVfA_i8,"World Celebrates 11th International Yoga Day 2025 Across 1,300 Cities Globally | India Today News",India Today,20250621,580,814,2025,1.0
ZaA653fHNbI,"International Yoga Day Celebration 2025 -26 St Jude English Medium School, Pakshikere",ST Jude English Medium school,20250621,107,807,2025,1.0
HxEEwQDE2lI,Celebration of 25 Days to International Day of Yoga 2024,Ministry of Ayush,20240527,6535,807,2024,1.0
GNkzC89EQ2I,"International Yoga Festival 2026📍 Parmarth Niketan, Rishikesh | Day 5: Yoga, Music, Ganga Aarti",Parmarth Niketan,20260314,161,800,2026,1.0
FuYLXHEGwDo,🎉🧘‍♀️ International Yoga Day 2025 – Celebration Highlights | Bethesda School Byrapura 🧘‍♂️🌿,"Bethesda School, Byarapura, HASSAN",20250622,28,798,2025,1.0
KwuXXx_QTaE,"International Yoga Festival 2026📍 Parmarth Niketan, Rishikesh | Day 3: Yoga, Music, Ganga Aarti",Parmarth Niketan,20260312,165,786,2026,1.0
DJEJTvb-xI8,"International Yoga Festival 2026📍 Parmarth Niketan, Rishikesh | Day 6: Yoga, Music, Ganga Aarti",Parmarth Niketan,20260315,146,785,2026,1.0
tjT9Sq7MOz0,International Yoga Day 2024 LIVE: PM Modi leads International Day of Yoga celebration from Srinagar,WION,20240621,445,774,2024,1.0
WEjHA0rWaJ4,"🌿 Yoga for One Earth, One Health – A Celebration to Remember! 🌍",Arham Dhyan Yog,20250709,136,772,2025,1.0
SPWeCdEFZDY,"BYK'S Special Podcast for IDY 2025: Yoga for One Earth, One Health",Bharat Yogavidya Kendra,20250621,2293,772,2025,1.0
PbLy3_7DPs4,Unleash Your Inner Yogi: Celebrate International Day of Yoga 2025!,Computer Guru,20250621,798,762,2025,1.0
eWjwbFEcIes,International Yoga Day 2025,IIT Kharagpur Official,20250623,7998,731,2025,1.0
8DMZ-pghVQM,Prime Minister Modi To Lead International Yoga Day Celebrations At U.N. Headquarters | World News,MIRROR NOW,20230618,83,724,2023,1.0
aoIxsKGu69I,International Yoga Day 2025 | Yoga Day theme 2025 | Yoga Day Speech | Why do we celebrate Yoga day,Aspirants Yard,20250620,183,713,2025,1.0
Sjcx36ylebg,Irisian celebrating International Yoga Day 2025,IRIS INTERNATIONAL SCHOOL,20250623,286,696,2025,1.0
7jc1TMMnEbM,Freedom from the Self: A Study of the Yoga Sutras with Ravi Ravindra - 4 | Theosophical Classic 2016,Theosophical Society,20260125,3716,696,2026,1.0
7axw1ORZhV8,Freedom from the Self: A Study of the Yoga Sutras with Ravi Ravindra - 2 | Theosophical Classic 2016,Theosophical Society,20260111,3576,695,2026,1.0
BSiBZtjXDb0,World marks International Day of Yoga | PM Modi US visit | WION,WION,20230621,477,692,2023,1.0
VzBqEC3qk3Q,PM Modi’s Yoga Day Event At UN HQ Creates Guinness World Record,India Today,20230621,203,689,2023,1.0
8PjqjxUvNOo,Yoga for Self and Society Essay Writing or speech in English 300 Words by Smile Please World,Smile Please World,20240620,147,685,2024,1.0
kpdfHJ7x0dY,10 Yoga Protocol Videos for NCDs and Target Groups | #YogaMahotsav2026 |,Ministry of Ayush,20260316,58,679,2026,1.0
u1JgC4ZjEJc,"PM Modi Leads Celebrations In New York, Says Yoga Unites The World | 9th International Yoga Day",India Today,20230621,352,672,2023,1.0
og_Xqy_IHpY,PM Modi's US Visit | International Day of Yoga and Indian Diaspora's Enthusiasm | News9,NEWS9 Live,20230620,528,662,2023,1.0
3iZ5WMvDy_4,Celebration of International Day of Yoga (IDY) – 2025 | 21 June,AmityUni,20250621,6428,652,2025,1.0
LQllvEizyM0,IDY Reflections | Episode 2 | International Day of Yoga 2025,Ministry of Ayush,20250726,1181,650,2025,1.0
549VedVn4gg,PM Modi-led Yoga session at UN creates Guinness World Record,The Tribune,20230621,72,644,2023,1.0
d_PYT6CElGg,"PM Modi: Yoga Has Become A Global Movement, A Global Spirit",India Today,20230621,185,628,2023,1.0
lgw4BkLmugU,"YOGA FOR ONE EARTH, ONE HEALTH",PTJM Gorakshini,20250621,215,624,2025,1.0
PBM7Fs03FuI,Nainital 2 June IDY 2026 Live Yoga - Uttarakhand Ayurvedic & Unani Services,Directorate Ayurved Uttarakhand,20260602,3581,623,2026,1.0
SFMN1XdD8_E,International Yoga Day Celebrations 2024 - Antyodaya Yoga- Yoga for self & society,"Antyodaya Yoga Studio | International Yoga Teacher Training School, Yoga Alliance, US |",20240621,182,623,2024,1.0
BMr7gRg_LV8,Haridwar 30 May IDY 2026 Live Yoga - Uttarakhand Ayurvedic & Unani Services,Directorate Ayurved Uttarakhand,20260530,2481,616,2026,1.0
b89U8h63uSI,International Yoga Day 2024: Indian Navy personnel perform Yoga Asana onboard INS TEG,IndiaTV News English,20240621,162,611,2024,1.0
LwazVRH0UHQ,International Yoga Day Status 2026 | International Day of Yoga status 2026 | World Yoga Day Status,North Indian Taste,20230621,22,611,2023,1.0
lF1mDjagcFw,Yoga For Self and Society | International Day of Yoga 2024,Ministry of Ayush,20240613,27,610,2024,1.0
Us69_36cjg0,"PM Modi Yoga Day News | International Yoga Day 2024 Celebrations | Banks of Dal Lake, Srinagar",CNN-News18,20240621,595,609,2024,1.0
1hxz_M2JSsI,CELEBRATION OF INTERNATIONAL DAY OF YOGA  & YOGASANA COMPETITION-2025 Highlight #yogapractice,DTU Studio,20250624,137,604,2025,1.0
5zV7Wb_cKCk,International Yoga Day - 2025 #yogasehoga #yogaday,Women's Dhamal with Little Stars,20250615,32,585,2025,1.0
CV4QoG5Emxs,International Yoga Day 2024: BSF Officials Celebrate Yoga Day 2024 With Meditation & Mindfulness,India Today,20240621,857,579,2024,1.0
NHPENqo4x4M,"योग महोत्सव-2026 | #IDY2026 | दिनांक - 16 अप्रैल, 2026",Jain Vishva Bharati Institute Ladnun,20260416,5129,579,2026,1.0
jq3XAReBLtQ,"Indian PM Modi leads historic Yoga session at UN HQ, New York | International Yoga Day",WION,20230621,575,578,2023,1.0
C1KafektaEc,International Day Of Yoga 2025,TTT Live Online,20250621,164,565,2025,1.0
ALhIfbtNLcg,"International Yoga Day 2024 || Theme - ""Yoga for Self and Society"" || Benefits of Yoga",SheelTalks,20240620,188,562,2024,1.0
T9W6XoM-x4A,IDY Reflections | Episode 3 | International Day of Yoga 2025,Ministry of Ayush,20250731,1236,531,2025,1.0
l9DWNZ0T4Dg,International Yoga 2025: India Leads Global Celebration Of Unity and Wellness | WION,WION,20250621,283,525,2025,1.0
DrSUWq4R_Uw,YOGA- International Yoga Day - 2025 - Peace ON The Street - Blessing House #song #trending #yoga,B.K. Dr. Reena,20250625,326,518,2025,1.0
LO6uqfl4Dec,International Day of Yoga 2025 || Yoga for One Earth One Health,ki & ka,20250614,325,517,2025,1.0
8DeiE-23e38,Haridwar 31 May - IDY 2026 Live Yoga - Uttarakhand Ayurvedic & Unani Services,Directorate Ayurved Uttarakhand,20260531,2913,505,2026,1.0
JOnY3xdokEc,International Day of Yoga 2026 के लिए Registration कैसे करें? 🧘‍♂️Registration Tutorial | #INOSurya,INO SURYA,20260509,570,483,2026,1.0
fRuY9gdDD3c,#Yoga for Self and Society!🧘🏻‍♀️🌍🧘🏻‍♂️,Ministry of Information & Broadcasting,20240619,244,481,2024,1.0
LmgN-lRJ3TA,International Yoga Day 2024: How India is connecting the world through Yoga | WION,WION,20240621,391,479,2024,1.0
jZeHD7ysyfw,International Yoga Day 2026 Countdown | Day 92 Celebration at Darshan University | Highlights,Darshan University,20260321,80,471,2026,1.0
1W5pKg3bbss,"International Yoga Day 2025 | Celebrated at GIET University, Gunupur | Yoga for Wellness & Harmony",GIET University Gunupur,20250621,26,468,2025,1.0
2088EJFs5fQ,PM Modi Leads International Yoga Celebrations In UN HQ In New York | CNBC TV18,CNBC-TV18,20230621,1708,467,2023,1.0
xm0_KOSNLTY,PM Modi US Visit | PM Modi Performs Yoga At The UN Headquarters To Mark Yoga Day | PM Modi News,CNN-News18,20230621,356,459,2023,1.0
FEAID-8Xbyo,10th International Day of Yoga (IDY 2024),Indian Diplomacy,20240702,362,457,2024,1.0
V_qBVguvIkc,10th International Yoga Day Celebration (YOGA FOR SELF AND SOCIETY),Indian Yoga Techniques,20240621,3371,450,2024,1.0
oW9LOUCGsiU,PM Modi's Historic Event: World Celebrates Yoga Day| India's Soft Power On Display In New York,Times Now,20230621,154,449,2023,1.0
VKqzSv509xk,PM Narendra Modi to lead ninth edition of International Yoga Day at UN headquarters on June 21,The Economic Times,20230621,91,448,2023,1.0
x_xKEKJrVXo,"Yoga for Self and Society Essay, International Yoga Day Theme 2024",Studiously Yours,20240619,157,443,2024,1.0
zXhyG_rJdko,Kolkata To Host International Yoga Day 2026 With Prime Minister Leading Healthy Ageing Theme,India Today,20260529,91,442,2026,1.0
Md-GXKtjP5E,"Yoga Mahotsav 2026, Countdown 40 Day to Go International Day of Yoga 2026",Ministry of Ayush,20260521,65,433,2026,1.0
tdplSsPk8tI,Live | PM Modi leads International Yoga Day Celebrations at the UN | News9,NEWS9 Live,20230622,7013,432,2023,1.0
qwRCjUBN3Ns,International Yoga Day 2024: Yoga Day Celebrations In Full Swing In India & Beyond | India Today,India Today,20240621,828,432,2024,1.0
Z4diFKcv3gE,"A glimpse into the vibrant celebration marking 50 Days to International Day of Yoga 2025,",Ministry of Ayush,20250502,69,423,2025,1.0
xgIkGdwPqlQ,International Day Of Yoga 2023 |  PM Modi to unite the nation through Yoga | 21.06.2023,DD India,20230621,4235,422,2023,1.0
woDftJ5-_hk,PM Modi Leads International Yoga Day Celebrations; Experts Discuss Issue | Latest News,Times Now,20230621,564,417,2023,1.0
AgBX2c7w7Ts,Yoga is more than a practice—it's a timeless gift from India to the world | World Expo Osaka japan |,Ministry of Ayush,20250429,77,408,2025,1.0
quLNVEqK7sU,International Day of Yoga (2022),Indian Diplomacy,20240508,331,383,2024,1.0
GL7r_NfckrM,"Yoga Is Free From Copyright, Patents, It’s Unifying: PM Modi At UN HQ During Yoga Day Celebration",India Today,20230621,345,377,2023,1.0
hZkdJw2n5G4,YOGA UNPLUGGED | IMMERSIVE COMMON YOGA PROTOCOL | DAY 5 | IDY 2025 | 16 JUNE 2025,Kaivalyadhama Yoga Institute,20250616,1835,377,2025,1.0
rAJU5AsaTcc,Take A Breath 2024| International Yoga Day,Decathlon Sports India,20240708,26,368,2024,1.0
HSNlOjQ9GAE,India Embassy in Oman showcases beauty and bliss of Yoga ahead of International Yoga Day,The Tribune,20230621,80,368,2023,1.0
fn0b2ndPwys,International Yoga Day Celebrations 2023-2024,VPM BRTOL ENGLISH HIGH SCHOOL,20230626,225,363,2023,1.0
BlyAhlQvF04,Yoga for Self and Society,EMPC-IGNOU,20250620,3597,362,2025,1.0
__cd-Hi0gnQ,Yoga international Day #yogaforselfcare @pmoindia @themillenniumschoolhmel @hmel-india,Khwaish The Wonder girl,20240620,60,350,2024,1.0
7BJ-YJ6qcIo,🧘‍♀️ International Yoga Day 2025 | Yoga for Self and Society 🧘‍♂️,The actual me ,20251029,1954,341,2025,1.0
zYuEEmmziS0,International Yoga Day 2025 | #IndianArmedForces Lead with Strength & Serenity,"Ministry of Defence, Government of India",20250620,38,335,2025,1.0
ODuBxm5P1FQ,A talk with Charu on International Yoga Day - Yoga for Self and Society,Mokshalaya - by Kankana,20240621,685,333,2024,1.0
h7cDzRJTBqE,"International Yoga Day 2025: मोदी का योग मंत्र, अचूक अभेद्य सेहत का फ्रंट | Top News | Speech",Bharat 24 - Vision Of New India ,20250621,324,332,2025,1.0
UInzQ1ZCR0E,International Yoga Day 2026 | English Jingle Contest @ministryofayushofficial@MyGovIndia #OPRK,OPRK Entertainment,20260401,30,327,2026,1.0
Ymi8Cov8hg0,"Glimps- 25 Day Countdown International Day of Yoga 2026 in Khajuraho, Madhya Pradesh.",Ministry of Ayush,20260528,75,312,2026,1.0
HXhxVUNecmg,PM Modi US Visit | PM Modi Puts Out Special International Yoga Day Video | PM Modi In America,CNN-News18,20230622,252,311,2023,1.0
2pEUxdJxm3U,International Yoga Day 2025,Nippon India Mutual Fund,20250621,4620,307,2025,1.0
Cg_MlYk1wFs,Yoga for Self and Society. Yoga Day 2024. Yog Yogi yoga.,Yog Yogi Yoga,20240620,158,288,2024,1.0
EUpZera75k8,World Meditation day & Yoga Highlights 2025,Buddha-CEO,20260510,118,288,2026,1.0
clhT4OwJ_SQ,"PM Modi's Message On International Yoga Day: ""The World Is One Family""",NDTV,20230621,690,284,2023,1.0
YwMEcKsq_R0,Yoga for Self and Society,EMPC-IGNOU,20240620,3205,283,2024,1.0
7ZNRXFCwYvE,विश्व योग दिवस 2026 कब है | International Yoga Day 2026 | अंतराष्ट्रीय योग दिवस 2026 | Yoga Day 2026,Nayi Drishti,20231006,125,276,2023,1.0
4g0kkebBowM,YOGA FOR SELF AND SOCIETY,Snigdha's podium ,20240620,367,274,2024,1.0
24OcYjeKAZo,PM Modi-led Yoga Day event; 135 nationalities take part in yoga lesson breaking world record,DD India,20230621,3415,271,2023,1.0
r7xdgnDNlDM,#Yoga for Self and Society!🧘🏻‍♀️🌍🧘🏻‍♂️,Ministry of Information & Broadcasting,20240617,182,269,2024,1.0
20_bSi-V888,"Yoga for One Earth, One Health | International Yoga Day 2025 @I'm Possible Fitness studio",  Yoga | Weight Loss & Healthy Life | Seema Mehta,20250620,311,264,2025,1.0
Is43iSzaa4I,"International Yoga Day 2025 | Yoga for One Earth, One Health | Evergreen Public School",EVERGREEN PUBLIC SCHOOL,20250623,103,260,2025,1.0
tNjjAkVRo7o,EAM: 'Inspired by Global Yoga Enthusiasm; Delighted by Diplomatic Participation in Yoga Session',Times Now,20240621,132,256,2024,1.0
VwdQtYw-F6E,International Yoga Day - Yoga for self and society🧘🏻‍♀️ ​Prenatal Yoga sessions ⁠@nurturehospital,Nurture Hospital,20240621,228,255,2024,1.0
N9ZnuWKaVGc,WATCH The Latest Visuals Where Modi Would Head The Yoga Day At UN Headquarters,India Today,20230621,490,255,2023,1.0
-pOwf3m8HBE,#Yoga for Self and Society!🧘🏻‍♀️🌍🧘🏻‍♂️,Ministry of Information & Broadcasting,20240615,141,254,2024,1.0
5MVOvOpQYOw,"International Yoga Day: Millions unite for 'One Earth, One Health' Theme | India Today",India Today,20250621,259,253,2025,1.0
fZ269RBWrIg,"Glimpses of IDY 2025 Celebrations 🧘‍♂️ at BYS  Indira Park Center 1,",raja narasimharao,20250622,226,246,2025,1.0
T3LV5yAJpqY,INTERNATIONAL DAY of YOGA 2024-WHAT IS YOGA-HEALTH BENEFITS OF YOGA ON MIND and BODY-AkshataFatnani,Jai Tulja Bhavani,20230620,604,246,2023,1.0
QlpDBRtZX8o,🌿 Yoga Protocol 2025 | International Day of Yoga (IDY 2025) 🌿,YogAbhilasha,20250617,219,246,2025,1.0
CD70KYY5YeQ,E Poster Competition | Internation Day of Yoga 2026 | Full Process | Step by Step  | MY GOV | M.of.A,Hitkar Yuva,20260331,554,245,2026,1.0
mtE7UXC5mKo,International Day of Yoga 2026 Quiz (अंतर्राष्ट्रीय योग दिवस 2026),Prime plus,20260327,152,238,2026,1.0
acDFS8j7MCs,What is the Common Yoga Protocol (CYP)? | International Day of Yoga 2026,Morarji Desai National Institute of Yoga (MDNIY),20260601,155,229,2026,1.0
5oS0wVx9KAw,International Yoga Day 2024 Common Yoga Protocol by Ministry Of Ayush,INDIAN YOGAYURVED ACADEMY BY DR PORNIMA ,20240621,3251,225,2024,1.0
GqQu2ZW-rUA,"International Day of Yoga 2025 | One Earth, One Health | Mauritius",Abhyas School of Yoga,20250621,169,224,2025,1.0
0xBMWCpm-ZY,"Yoga for One Earth, One Health - Aayush Hospitals",Aayush Hospitals,20250621,95,214,2025,1.0
SuZSLw-Pcw0,"Regional Director Saima Wazed on 'Yoga for One Earth, One Health'",World Health Organization South-East Asia Region - WHO SEARO,20250623,109,214,2025,1.0
-NghXPxXi-M,#Yoga for Self and Society!🧘🏻‍♀️🌍🧘🏻‍♂️,Ministry of Information & Broadcasting,20240618,208,208,2024,1.0
WAfOhlCp914,"YOGAUTSAV 2026, Celebrating Diversity in Yoga 6th National Conclave of the IYA, 29th & 30th May 2026",Indian Yoga Association,20260415,31,205,2026,1.0
VLf_UT-d_Ao,Yoga Mahaotsav | 100-Day Countdown To International Yoga Day 2026 Begins In New Delhi | News9,NEWS9 Live,20260312,224,197,2026,1.0
xy1JWUOLZn8,International Day of yoga 2023 -Yoga for Arctic to Antarctic,Indian Diplomacy,20230707,124,194,2023,1.0
tsEUXXI4QHs,Yoga with family | International Day of Yoga 2024,Ministry of Ayush,20240620,29,190,2024,1.0
dGKd7pdpdJ0,celebration of 11th IDY 2025 At cluster HSS Chak Rakwalan/#IDY2025 #InternationalDayofYoga2025/#yoga,Principal HSS Chak Rakwalan,20250621,62,187,2025,1.0
xivKGF3fDpA,Indian PM Narendra Modi leads the 9th International Day of Yoga | Diya TV,Diya TV,20230622,5728,181,2023,1.0
elZ98SR4PNM,#Yoga for Self and Society!🧘🏻‍♀️🌍🧘🏻‍♂️,Ministry of Information & Broadcasting,20240618,148,178,2024,1.0
KzFoO6bxtpU,First Day International yoga festival 2026 Rishikesh,Rishikesh Writings,20260309,615,177,2026,1.0
sVSCtESeD4E,"11th International Yoga Day | One Earth, One Health.",The Yogic Life Way of Life,20250622,238,174,2025,1.0
O3UzA-ItA0k,Essay on Yoga for self and society|Speech on yoga for self and society|International yoga Day Essay,kids fun Magic world,20240620,354,165,2024,1.0
D46TlqnV0hE,International Yoga Day 2026: 25Day Countdown Online Inauguration,The Arogya Yoga Trinetr Insight ,20260530,2809,162,2026,1.0
OZPYoTwVGm4,9th International Day of Yoga 2023 - Yoga for Vasudhaiva Kutumbakam,Indian Diplomacy,20230707,344,161,2023,1.0
aIuo_SLGMVc,Yoga for Self and Society | International YOGA Day | PSP KALA NILAYAM #Internationalyogaday #yoga,PSP KALA NILAYAM,20240621,206,160,2024,1.0
YuN7qDutOQc,International Day of Yoga 2023 - Ocean ring of Yoga,Indian Diplomacy,20230707,97,160,2023,1.0
dqBIj2O3Pdk,Glimpse into the Yoga Mahotsav  100-day countdown to International Day of Yoga (IDY) 2026.,Ministry of Ayush,20260316,71,159,2026,1.0
YnpWEXUA2WI,#Yoga for Self and Society!🧘🏻‍♀️🌍🧘🏻‍♂️,Ministry of Information & Broadcasting,20240612,138,159,2024,1.0
Cw5sivofRbw,Day 1/100 Yoga Days With Satvik Yogi | 2026 IDY,Satvik Yogi,20260315,669,156,2026,1.0
5N24-_8xXQo,International Yoga Day 2025-   Yoga for one earth one health - significance,HOLISTIC YOGA,20250621,842,155,2025,1.0
CiTE8F5tyqE,"11th International Yoga Day | Yoga for one Earth , one Health | organised by AID & INO |",AID Knowledge Center,20250621,446,152,2025,1.0
_Yw5vdlCb84,"Yoga for One Earth, One Health | IDY 2025 Thailand | Governor of Bangkok on Why Yoga Matters",Indo Thai News,20250623,596,151,2025,1.0
PSbOrSZKbfs,International Day of Yoga 2023 - Yoga by G20 Member Countries,Indian Diplomacy,20230707,282,150,2023,1.0
75BLUGP7kmE,"Yoga for One Earth, One Health",AIRS ,20250621,54,145,2025,1.0
s3XjI9qlOCY,Yoga Essays - Self Improvement - Yoga Essays Part 1 (Swami Jyotirmayananda Society),Swami Jyotirmayananda Society,20230919,823,145,2023,1.0
bnKWCuyZQy0,Yoga for Self and Society | IDY 2024 with YENRI,YENRI,20240621,3368,138,2024,1.0
LRHh5TvYyV0,happy international Yoga Day in 2024..... yoga for self and society.......,Vartika Pandey,20240620,183,137,2024,1.0
IWvpnj7A008,Third day International Yoga festival Rishikesh 2026,Rishikesh Writings,20260311,1054,135,2026,1.0
OkVZA6fQ9Qw,#Yoga for Self and Society!🧘🏻‍♀️🌍🧘🏻‍♂️,Ministry of Information & Broadcasting,20240617,144,134,2024,1.0
pBvrz1E2oXg,Day 54 of Satvik Yogi Path | 2026 IDY,Satvik Yogi,20260507,1595,133,2026,1.0
