video_id,title,channel,upload_date,duration,view_count,year,priority
nvMRN2bf0zY,IDY 2025 Day 1 (Protocol Session),Yogahitha Foundation,20250606,3167,133,2025,1.0
J2Y1TJwWKyM,"International Yoga Day 2025 | Yoga for One Earth, One Health",Amrutha Bindu Yoga,20250624,810,133,2025,1.0
vwaWGxG-J9k,2 Days as Guest of the UN : Yoga Day with India's PM Narendra Modi 🇮🇳🧘🏻‍♀️ and My Song for the Event,Surabhi V,20230715,90,132,2023,1.0
l7_7DjjjTw8,"PM Narendra Modi Yoga Poses at UN HQ, New York | 9th International Yoga Day Celebrations | YOYO TV",YOYO TV Channel,20230621,185,129,2023,1.0
CgmAmbaWiec,Yoga for self and society,Sailor Today,20240621,4812,128,2024,1.0
HV93s9jRkdY,IDY 2025 #yoga  #healthylifestyle #artofliving #idy2025 #meditation #healthawareness #dhyan  #health,RAJ KUMAR SHARMA,20250621,192,124,2025,1.0
qQYRdiv6Uzc,YOGA FOR SELF AND SOCIETY❤️@Iampraptimehta#youtube #youtuber #viral #viralvideo #subscribe #love 💯,RhythmDancePrapti Mehta ,20240623,134,124,2024,1.0
bccEoJ0G6qE,IDY 2025 prep event held in Shanghai,DD India,20250528,48,122,2025,1.0
z0xjLB12GYY,"Yoga for ""one earth, one health"" by Dr. Mahesh Arvind",PRAJNA FOUNDATION ,20250621,1420,120,2025,1.0
LcXwLEEJRzo,"International Yoga Day 2024 theme is""Yoga for Self and Society""#yogaforselfandsociety #idy@mdniyyoga",Yoga by Geet,20240621,241,120,2024,1.0
qMOqrQLJch4,"International Yoga Day 2025 🌍 | Yoga for One Earth, One Health | Global Celebration Highlights",Buddha Dharma ,20250623,299,119,2025,1.0
JmBgTeRirG8,"“ Yoga for One Earth, One Health” … Happy International Yoga Day 2025",Chilanka Dance and Music,20250621,105,118,2025,1.0
Y7Ye51p2Fj4,International Yoga Day: Permanent Representative of India to UN Ruchira Kamboj on Yoga Day,IndiaTV News English,20230621,81,118,2023,1.0
AY8cNUWAEpg,International Yoga Day 2023,Rvim Youtube Channel official,20230622,140,116,2023,1.0
SyserxPSx1U,International Day of Yoga 2024: Countdown Begins - 12 Days to Go,Ministry of Ayush,20240609,17,114,2024,1.0
ELZoNtZEWp8,We are delighted to announce the #InternationalDayofYoga2026 celebration at the UN on 18th June 2026,India at United Nations,20260501,51,112,2026,1.0
Ayk9aXo54hk,"Yoga Mahotsav 2026, a curtain raiser to the 100-day countdown to the IDY 2026",Ministry of Ayush,20260321,279,111,2026,1.0
US9UELGrkWE,Day 79/100 of Satvik Yogi Path | 2026 IDY,Satvik Yogi,20260601,1595,110,2026,1.0
T8HPu3QiNr0,YOGA programme to celebrate 100 days countdown to International Day of YOGA 2026,NSOU-ICT,20260529,8810,98,2026,1.0
s7Mw13LujzE,PM MODI Reveals Surprising Details About International Yoga Day |  Yoga Day | International Yoga Day,Qvive ,20240620,60,97,2024,1.0
UtZhEoHiido,International Yoga Day,The Lyrical Lanterns,20250506,198,96,2025,1.0
ShS9Lelo9V8,"Observed International Yoga Day 2024 under the theme: ""Yoga for Self and Society "".",Government Secondary School Hathidhunga ,20240622,112,95,2024,1.0
AB2GZqYMZOU,Celebrating Diversity in Yoga (YOGAUTSAV 2026) 6th National Conclave of the Indian Yoga Association,Indian Yoga Association,20260415,31,94,2026,1.0
52rs7XGbJvc,🌿 Yoga for Self and Society,SPEFL-SC,20240624,4355,93,2024,1.0
O8YH7Hn5k4Y,Sixth day International yoga festival Rishikesh 2026,Rishikesh Writings,20260315,600,92,2026,1.0
6u_xoU2AOdo,"Yoga from the students of students of Hazaribagh, Jharkhand | International Day of Yoga",Ministry of Ayush,20240620,46,92,2024,1.0
_8IpP4tZP4k,"11th International YOGA Day 2025-Yoga for One Earth, One Health: Event Highlights Watch Now.",Advaita Yoga,20250630,217,92,2025,1.0
6u2Az-WuzVA,IDY 2025 Latvia _ Interaction and Polemics of Western Spiritual Culture and Vedic Tradition.,LU SISI,20250628,4333,91,2025,1.0
lmSGD0I_Xao,"Yoga for One Earth, One Health | Dr. Komal Prasad on the Power of Yoga",Narayana Health,20250623,196,89,2025,1.0
nvvUpRFYpZk,"INTERNATIONAL YOGA 🧘 DAY 2025 |Yoga for One Earth, One Health Simple, Yoga flow for Beginners",VEDA'S YOGA,20250621,80,88,2025,1.0
Bf97RqytioI,"INTERNATIONAL YOGA DAY  ""YOGA FOR ONE EARTH , ONE HEALTH """,tushar_create,20250621,203,88,2025,1.0
-8kiR-YOgsY,IDY 2025 protocol(ENG HU),Yogahitha Foundation,20250618,3051,87,2025,1.0
uaT2AVAX42w,Day 77/100 of Satvik Yogi Path | 2026 IDY,Satvik Yogi,20260530,1390,86,2026,1.0
epQ8hqrqMrg,IGMS ONE WEEK INTERNATIONAL  YOGA PROGRAMM 2026,INDHIRA GANDHI SCHOOL,20260228,181,84,2026,1.0
9EeNQztW8_U,"Curtain Raiser for International Day of Yoga 2026 at Embassy of India, Dili, Timor Leste #IDY2026","Embassy of India, Dili",20260521,95,84,2026,1.0
WAD8Wao5gQw,Day 2/100 Yoga Days With Satvik Yogi | 2026 IDY,Satvik Yogi,20260316,939,83,2026,1.0
xlQHn5hSciM,“Yoga for Self and Society | IYD 2025 Powerful Message” Theme: “Yoga for Self and Society”,GS CRAZE ,20250621,147,82,2025,1.0
Uk2MNaV2cW8,IDY 2025 MRTV Media Coverage Myanmar : Ankita Sood,Dr. Ankita Sood Yoga,20250608,179,81,2025,1.0
GlkYMhn_IyY,IDY :INTERNATIONAL DAY OF YOGA (2025) CELEBRATION,EMRS KURUPAM,20250621,37,81,2025,1.0
uZLjeYZS9Ng,"Highlights of IDY 2025 celebrations by Ministry of Minority Affairs at Shanti Stupa, New Delhi",Ministry of Minority Affairs,20250621,59,80,2025,1.0
Y8qXuYLvz10,Yoga day 2024. Theme -- YOGA FOR SELF AND SOCIETY #yogaday2024 #yogadayeveryday,Young minds at play,20240621,25,78,2024,1.0
ekzlBsSR8RU,"Director Ayush J&K, message on 9th International Day of Yoga","DIRECTORATE OF AYUSH, J&K",20230624,202,78,2023,1.0
h_3xhGmBEW0,"# IDY 2025 TGTWURJC Boys, Jinnaram Part 2 Video",Pancha kosha yoga,20250715,118,77,2025,1.0
69w_iBdREDA,"Yoga for One Earth, One Health | Triton’s Perspective on Wellbeing at Work and Beyond","Triton Logistics & Maritime, Abrao Group Company",20250621,27,77,2025,1.0
8c5XwUaJ5ZE,IDY Countdown-2025 | Yoga protocol of ministry of Ayush | Yoga for beginners | my yoga my way| #Yoga,Yoga with Dr.Sasanka Sekhar,20250620,1420,76,2025,1.0
3zACOxsxXsg,I&B Ministry celebrates IDY 2025 | DD India,DD India,20250621,58,75,2025,1.0
lwld6izt6cA,RGU Successfully Organized Common Yoga Protocol Practice to the IDY-2025 #idy2024 #ayush #yoga #fit,e-Physical Education,20250522,5889,75,2025,1.0
WSqRYyKPWeY,"🌍 TSSS World Health Day 2026 :: Fitness, Awareness and Yoga 🧘 ✨",The Stepping Stone School,20260408,60,75,2026,1.0
r_s9fyqBDDg,IDY -2025 - Yoga Sangam 2025 - 6 AM - 21062025 - MS,wswd 2025,20250621,6952,74,2025,1.0
2kKVITRbaD4,IDY 2025 | Yoga Alliance | Yoga TTC,SAURABHYA,20250815,232,73,2025,1.0
uxx6xQuwAuM,"TCEI Celebrates International Yoga Day 2025 with 'One Earth, One Health' Theme at HITEX",NewsQube Channel,20250621,293,72,2025,1.0
aQ3znaD0cCg,Thank You Japan - Celebrating the Success of IDY 2025,"Embassy of India, Tokyo インド大使館、東京",20250625,3325,71,2025,1.0
PcRqCO_wOd4,Formation YOGA by YOGVIDYA Club || NIT Rourkela || IDY 2025,OMW JEE,20250623,627,71,2025,1.0
rvqx3ykMPUw,Celebrating International Yoga Day 2025 | Yoga with Nivedita – Breathe | Align | Elevate,Nivedita Pradhan,20260510,309,70,2026,1.0
rn1Fsc4_x5o,Yoga & Pranayam | World Health Day 2026 | Humming Bird School,HUMMING BIRDS SCHOOL,20260417,76,70,2026,1.0
Xr7UpJjARrQ,"MDNIY Yoga Podcast Ep.1 | IDY 2025: Organise Yoga Sangam – One Earth, One Health",Ministry of Labour and Employment,20250611,216,69,2025,1.0
nQmVhIS8fJI,International Yoga Day 2025 (Imperium senior secondary school ) One Earth One Health 💐💐💐💐,UNTANGLE # BY Mamta Joshi,20250621,162,69,2025,1.0
6M0tonInnPo,11th International YOGA DAY//one Earth one health//,Soma and Kids,20250622,452,68,2025,1.0
Qq0eWeCLcpg,"Celebration of 10th International Yogaday.    Theme of 2024 ""Yoga for self and society""",Prince Academy,20240621,509,66,2024,1.0
-DrjPSadlrw,"International Yoga Day 2024 Video in Hindi || ""Yoga for Self and Society"" || Benefits of Yoga",SheelTalks,20240621,227,65,2024,1.0
HLo1lepnzGc,100 Days of Yoga | Yoga Mahotsav | International Yoga Day Livestream on Ayush TV #yogaday #ayushtv,Ayush TV,20230313,29,63,2023,1.0
PuUFl4VchH8,Bhadrasana | Baddha Konasana | IDY 2025 | Nirogi Duniya,Nirogi Duniya,20250509,181,63,2025,1.0
_Clih3Gxw8w,CGI Jeddah celebrates International Day of Yoga (IDY - 2025),Consulate General of India Jeddah,20250623,158,62,2025,1.0
U9beCVRmpCc,International Day of Yoga 2024 - YOGA FOR SELF AND SOCIETY,Yogadvika,20240621,79,62,2024,1.0
QuGLcWPyvRQ,International Yoga Day 2026 | Yoga for Healthy Ageing | Can Yoga Slow Aging?,Fact Navigate,20260530,600,62,2026,1.0
AaancuXrLT0,"11th International Day of Yoga 2025 | Yoga for One Earth, One Health @cutmodisha7103",Jeevitam Yoga,20250621,4122,58,2025,1.0
wT6dfzpGSNE,International Yoga Day 2024 || Slow & Mindful Living In Tokyo.,sanyogi rooted soul,20240624,1086,58,2024,1.0
hiYhJtcB1eg,"International Yoga Day 2025 at DGI | Yoga for One Earth, One Health | Guided by Mrs.Laxmi Chaturvedi",Dronacharya Group of Institutions,20250621,85,57,2025,1.0
rP98Wu7-YM4,PM Modi’s Yoga Session At UN Headquarters Witnesses High & Mighty,The New Indian,20230621,92,57,2023,1.0
BrqZXHcffDA,10th International Day of Yoga - Yoga for self and Society ( LIVE ),ICCR IN SRI LANKA,20240622,4481,56,2024,1.0
vbj8NYZbiXI,"yoga day celebration | Yoga for One Earth,One Health | 21st June 2025 | Surya Namaskar | Yoga forAll",Wunderbar Sisters,20250621,139,56,2025,1.0
JB-0zDl0UpQ,"International Yoga Day 2025 Status| Yoga for One Earth, One Health | Happy Yoga Day 2025 status|",PRJ Education,20250620,19,55,2025,1.0
cFooVAkqFiU,IDY 2025 - a message from 8 year old yoga student - Arjun,Vasudeva Kriya Yoga With Rajendra,20250617,115,55,2025,1.0
ZKbE0otIDaE,IDY 2025- BREATHING & MEDITATION SESSION,Ashima Gupta (VedaQHealthfulness),20250623,1481,55,2025,1.0
np32NBA0XiU,"Happy 10th International Yoda Day | Theme 2024 ""Yoga for Self and Society"" | DYTTITUDE",DYTTITUDE | Diet Yoga Attitude Dyttitude,20240621,40,55,2024,1.0
KZa6YfdR4Vc,YOGA BANDHAN 2025 | IDY 2025 | Secrets of Yoga Therapy | ISCM | Live Holistic Wellness | IYA,Live Holistic,20250706,5638,55,2025,1.0
PMv5_AtWlzM,Yoga for self and society….international yoga day … join yogamahostav @ Nirvana Yoga Fitness Studio,Nirvana Yoga Fitness Studio,20240620,136,54,2024,1.0
WG4UmATp1Vs,Webinar on   Yoga for Self and Society   20th June 2024,IGNOU BANGALORE,20240620,2116,52,2024,1.0
uVvfdG6YyZE,l Yoga For Self and Society l International Day of Yoga 2024 l YOGA FOR ALL | ShivatmaYog,Shivatma Yog,20240620,192,52,2024,1.0
DvdTN0hSEN8,10th INTERNATIONAL DAY OF YOGA,SOA NSS,20240623,86,52,2024,1.0
4HN--v2kpz0,"LIVE: PM Modi takes part in 11th International Day of Yoga celebrations in Visakhapatnam, AP",MAKE IN INDIA TV,20250621,5383,51,2025,1.0
niR_ZJu_Gc0,International Yoga Day 21 June 2025 | Yoga For One Earth One Health | IYD25 #Samneghat #pmmodi #yt,DK Yoga Tech,20250624,561,51,2025,1.0
gSBWffqHkss,Sanatana Yoga Vignana Kendra @IDY-2025- Ms.Roshini,Sanatana Yoga vignana kendra,20250624,23,50,2025,1.0
lAzBdzQKjVw,"Yoga Day 2025 | Yoga for One Earth, One Health 🌍 | Morning Yoga Routine for a Healthy Life",Yog Yogi Yoga,20250620,90,50,2025,1.0
qrlR8JYSMu8,Provet Pharma | International Day of Yoga | Yoga for Self and Society | Sustainable farming practice,Provet Pharma Private Limited,20240621,41,49,2024,1.0
JwKIX0R01pk,Pre- International yoga day | ‘yoga for self and society’| boat pose |,Anjleen K,20240620,24,49,2024,1.0
30QDbjhzBaI,👉Yoga training session before IDY-2025👈,Yoga Instructor Karan,20250526,18,49,2025,1.0
u-ExPW6VGTE,"Yoga for One Earth, One Health | International Day of Yoga 2025 at MEHT, Glasgow | SAN TV Exclusive",SANTV UK,20251106,1688,49,2025,1.0
lnnW0UvLkjw,IDY 2025 Common Yoga Protocol,Kankidham Arogya Kendra,20250701,53,48,2025,1.0
mopEtlHBDw8,"Dr Anandaji at ""Yoga Connect 2025"" International Conference organized by CCRYN, Ministry of Ayush",ISCM of Sri Balaji Vidyapeeth,20250619,732,47,2025,1.0
_Os9D-PwLC4,"Global Leaders, Royals, and Citizens Unite for International Yoga Day 2025",India Today Global,20250621,161,47,2025,1.0
fhX153rnFa8,योग महोत्सव IDY 2026 ! कार्यक्रम की कुछ झलकियां ! IGU रेवाड़ी में योग की भव्य गूँज! 🧘‍♂️✨,Dr. Dharamveer Yogacharya ,20260324,32,47,2026,1.0
ahO5rVyXtBw,"International Yoga Day -'Yoga for One Earth, One Health' #yogaday #yogaday2025 #yoga #health #world",Vishwashanti Darshan,20250621,51,46,2025,1.0
jf2XPQlp4-M,26 March 2026 87th days goes to International Yoga day ✨️ 🙏,SHIV YOGA,20260326,300,46,2026,1.0
BuMqyp2e69U,Curtain raiser Yoga 2025 | Guyana | IDY 2025 | Yoga | Guyana heritage #yoga #video #ytshorts,Vamadeva Yoga,20250530,82,46,2025,1.0
uoSnDX-C43w,GLIMPSE OF INTERNATIONAL YOGA  DAY. THEME: YOGA FOR SELF AND SOCIETY.  🧘‍♀️🧘,VIBGYORS EM SCHOOL MUMMIDIVARAM ,20240621,60,45,2024,1.0
zdIgtTxEzv8,Yoga for addressing Mental Health challenges - IDY 2025 Message by Dr. Jitendra,Vasudeva Kriya Yoga With Rajendra,20250616,489,45,2025,1.0
hhBk9OFBFWk,"Celebration of International Yoga Day 2025 ! ""Yoga For One Earth, One Health""",Swami Yogmata,20250701,373,45,2025,1.0
MS4cYZRrCd0,😍Happy International Yoga Day 🧘🏻‍♀️|  Yoga for self and society 💯 🕉️| Yoga Challenge,Pooja Arya,20240621,117,44,2024,1.0
uWsNWorJLcM,Importance of International Yoga Day | Y-Break Initiative of Ayush Minstry,UPSC AKHADA,20230622,1374,44,2023,1.0
iNE_0MHCPBg,IDY -2025 - Yoga Sangam 2025 - 6 AM - 22062025 - ES,wswd 2025,20250623,8321,44,2025,1.0
eio-fZMds7E,Yoga for one Earth one health,MS Fitness ,20250621,152,43,2025,1.0
Uyr5O1Twadg,IDY 2025 | Madagascar,Dr. Yogendra Singh ,20250628,127,43,2025,1.0
BrTzLPa_GkA,Yoga for Self and Society  #Internationalyogaday2024 #yoga #yogaday2024,Crazy Videographer,20240619,478,43,2024,1.0
2m6v_njz3bo,10th International Day of Yoga | IDY 2025 | Guyana | India | Yoga for all #video  #yoga #viralvideo,Vamadeva Yoga,20250501,53,42,2025,1.0
JchDbzvsXAk,BCCL Promotes Common Yoga Protocol for Women By Ministry of AYUSH - International Day of Yoga 2025,BCCL - Bharat Coking Coal Limited,20250610,113,42,2025,1.0
P5on4xVU2eQ,IDY 2025 - a Message from 10 year old Adya -  Mindful Mastery through VK Yoga,Vasudeva Kriya Yoga With Rajendra,20250617,77,41,2025,1.0
REcI14WYLfg,IDY 2025 - YOGA SANGAM 2025 - 6 PM - 21062025 - ES,wswd 2025,20250622,8427,40,2025,1.0
FOpyG1xM0SE,Yoga For One Earth One Health,ManavRachna Yoga Kendra,20250623,32,40,2025,1.0
owcFlE2oe5o,International yoga Day Activities..🧘 Session:-(2025-2026),GRAND VIEW ACADEMY (New),20250705,181,40,2025,1.0
KOBl2gMTsUI,LIVE : PM Modi takes part in International Day of Yoga celebrations at UN HQ in New York City |,ASTHRA TV PLUS,20230622,5409,40,2023,1.0
v3j7ODYGd0s,Ardha Chakrasana Yoga | अर्ध चक्रासन | IDY 2025 | Nirogi Duniya,Nirogi Duniya,20250507,96,39,2025,1.0
6UOIkxAUvyE,"Flowing Together: FCI CCM’s Yoga Day Commemoration of One Earth, One Health",FCI CCM,20250624,65,39,2025,1.0
Ltpr7aSX6Cs,International Day of Yoga 2026,Minz boy21 ,20260328,1247,38,2026,1.0
5CcU1NqVTtc,YOGA DAY 2026,Sunshine Prep. / High School,20260511,11,38,2026,1.0
2ZYvUAqRYcA,IDY 2025 108 SURYANAMASKARS WITH SHOULDER OPENER,Ashima Gupta (VedaQHealthfulness),20250623,2403,37,2025,1.0
tAYDAz0xctI,"Yoga for Beginners ~Yoga for One Earth , One Health ~",AIR NEWS KOHIMA,20250620,981,37,2025,1.0
lviLklNIk2Q,🌿 International Day of Yoga 2025 Celebration | The Yoga Traveler | IDY 2025 Highlights,The Yoga Traveler,20250626,228,37,2025,1.0
rjiuiSiihlE,#yoga#for#one#earth#one#health#lb#stadium#,Middelaganeshyogaofficial,20250620,56,36,2025,1.0
XgPRT2axJUM,IDY -2025 - Yoga Sangam 2025 - 6 AM - 22062025 - MS,wswd 2025,20250622,5062,36,2025,1.0
xteGOc87tV8,"TCEI Celebrates International Yoga Day 2025 | 'One Earth, One Health' | Hitex",Hybiz Now,20250621,194,35,2025,1.0
Q1LCTtFX_Fs,Madhav University Hosts Grand 100-Day Countdown to International Yoga Day 2026 | Yoga Mahotsav 2026,Madhav University,20260601,91,33,2026,1.0
ISu5u2-Q_Es,Essay/Speech on International Yoga Day 2024 Theme:Yoga for Self and Society Essay/Speech Yoga Day,Privi Creation,20240621,191,32,2024,1.0
ozzlSxcDp6o,International Yoga Day with School Children - Yoga for Self and Society,Divya Sai Institute of Yoga & Therapy,20240622,535,32,2024,1.0
eVqSWsY_HpQ,10th International Yoga day celebration / Yoga for self and society #yogafirselfandsociety #yogaday,OM yoga,20240621,2465,32,2024,1.0
RXs8cHWBRq0,Celebrate IDY 2025: Yoga for Earth and Health in Just 2 minutes,RNA,20250620,115,32,2025,1.0
3PKwdy_7Ttg,"The ""Yoga for All"" campaign, dedicated to the upcoming International Yoga Day in 2026",IYO® International Yoga Organisation,20260508,36,32,2026,1.0
btBM0lRRwlQ,96th Countdown Programme of International Day of Yoga (IDY) 2026.,iynsindia,20260318,62,31,2026,1.0
DMcqcYaidyw,IDY - 2025 Celebrations @SREC by Yoga and Meditation Club on 21/06/2025,Yoga SREC,20250623,27,31,2025,1.0
W8eP9ZZqofU,Yoga Day 2024 | Yoga for Self and Society,Ayursiha Hospital,20240622,60,30,2024,1.0
9JF7XB--NfY,11th International Day of Yoga Celebration,Consulate General of India Frankfurt,20250626,117,30,2025,1.0
KyMWQmiKzyk,IDY 2025 Yoga Practical Session,DrNavasakthi,20250623,1682,29,2025,1.0
osGhDKjhHWU,"International Yoga Day(Yoga for Self and Society) - CGISF, Fremont, CA, USA",OurTrip Videos,20240629,47,29,2024,1.0
-4zfwCjtwQo,IDY 2025, NIA Panchkula,20250602,10,29,2025,1.0
xOQ1qzDTq0o,"Yoga for One Earth, One Health!#gkckrishnanagar",Global Knowledge Campus,20250623,61,29,2025,1.0
6u8UCktloYQ,#Yoga Day 2024 #Paradeep Yoga for Self and Society,Biswajeet samal,20240621,350,28,2024,1.0
vL9Ps7YIssE,International Day of Yoga 2026 | Yoga Song | Revanasiddayya Hiremath 🧘‍♂️🎶,Gaana Sudha Vahini,20260415,25,28,2026,1.0
srbLBHWzPIA,"'Yoga for One Earth,One Health' : 11th International Yoga Day,2025",Probasinir' Swapnodeep#Sriharikota..🙏💓,20250621,107,28,2025,1.0
FMKB_BVupYA,It's all about IDY 2025 ✨🪷,Nazar Gupta💓,20250622,90,28,2025,1.0
nKn8YaL_n2U,International yoga day 2024.(Yoga for self and Society 🕉✨,HWC Nandugaon,20240621,110,28,2024,1.0
rOp0boxgcHs,Balance • Strength • Peace | IDY 2025 | Formation Yoga  | Unity in Motion 🧘 | NIT Rourkela,Gleam,20250623,628,27,2025,1.0
i-liV2oL3UM,Yoga day 2024,Prina Simariya,20250327,33,27,2025,1.0
JXXZD1BQqBY,"IDY 2025 Observance by the Regional Research Institute of Unani Medicine, Habak, Srinagar, J&K",Research Institute of Unani Medicine srinagar,20250627,219,27,2025,1.0
cfSJh6lQGUM,"Yoga for One Earth, One Health",BHUMISUTO THEATRE,20250621,134,27,2025,1.0
ZPvjYdERaEI,Yoga activity idy 2025#internationalyogaday2025,Nikunjyog,20250621,261,26,2025,1.0
2n0QnHGn6K4,"Yoga for one Earth, one health. 🧘21st June DAY.",REPRESENT भारत ,20250621,527,26,2025,1.0
sm6QLZDPFyk,2024 theme- Yoga for Self and Society.,DAVians Unite,20240621,45,25,2024,1.0
Iwp5CgFCuco,Yoga Performance | Ayush Peru,India in Peru,20260515,322,24,2026,1.0
UZ8Er3yfWQQ,"Yoga for One Earth, One Health",Peace Drops for EcoRestoration,20250622,219,24,2025,1.0
TBxnBuUNiBE,International Day of Yoga: Yoga for Self and Society | NESWSD 2024,Navjeevan neswsd,20240621,172,24,2024,1.0
7v0PIHCXlUU,"International Yoga Day 2025 | Yoga for One Earth, One Health 🌍",AJ FITZONE,20250621,240,23,2025,1.0
-_Zn3F279mM,Yoga -  For Self and Society,B Positive,20240730,65,23,2024,1.0
3siCZ0OOmKw,Yoga for Self and Society #yogaeveryday #habuild #yogaday,Swastha,20240622,12,23,2024,1.0
hSPBcQJ4Tx8,"Yoga for One Earth, One Health | Sudip Some’s Wellness Journey at The Tamara Coorg",Tamara Leisure Experiences,20250621,110,23,2025,1.0
sR2S1gh9s30,"Yoga for One Earth, One Health","Dept. of Animal Husbandry & Dairying, MoFAHD, GoI",20250620,57,22,2025,1.0
S0bIJVsW6kg,Skysat Newsreport IDY 2025,ISCM of Sri Balaji Vidyapeeth,20250624,93,22,2025,1.0
IezG36fLMoU,IDY 2025,GBSSS NATHUPURA SCHOOL 1207110,20250621,29,21,2025,1.0
I_q5U4GJda0,International Yoga Day (Redmond) - 2025,Madhu Rajanna,20260519,105,21,2026,1.0
Ak0uTdv5kEo,Aqua Yoga By Kaya on IDY 2025 🏄,"Kaya International Yoga Studio, Narsinghpur(MP)",20250622,44,20,2025,1.0
msZiKp5fCyw,Virtual Yoga Session in the run-up to the IDY 2026,CGI Hong Kong,20260602,2708,20,2026,1.0
dW9UwLVjvak,International Day of Yoga - Den Bosch - Second Edition - An Invite by Neha & Geert,Neyha Jain,20260513,34,20,2026,1.0
JufwIJc5aSY,IYCHK IDY 2025 Story of Yajnavalkya,Iyengar Yoga Centre of Hong Kong,20250713,1201,20,2025,1.0
_uNzZEEOHsQ,Harit Yoga (Plantation Event) 11th IDY 2025,Kankidham Arogya Kendra,20250701,25,19,2025,1.0
BfmTN-RJ9so,"Yoga for One Earth, One Health!",Mitra CanCare Foundation,20260525,372,18,2026,1.0
y7ANpURzWsQ,Happy International Yoga Day   # “One Earth One Health “,Nanda Donkanavar,20250624,211,17,2025,1.0
Wl1FCBaqLWk,Happy International Yoga Day One Earth One Health #happiness #mindfulness,The Light,20250620,34,17,2025,1.0
d-wau41ipnA,21st June 2024  II Yoga for Self and Society II 10th International Day of Yoga II DRIEMS University,Sushanta Sethy,20240622,152,17,2024,1.0
t6B6jkuUHEo,Curtain Raiser Press Conference on International Day of Yoga (IDY) 2025,Ministry of Information & Broadcasting,20250612,2016,17,2025,1.0
Fnm7zP9oKZc,"TCEI Celebrates International Yoga Day 2025 with 'One Earth, One Health' Theme at HITEX",Silver Screen,20250621,293,16,2025,1.0
95kRvXxYhu0,#Yoga for Self and Society!🧘🏻‍♀️🌍🧘🏻‍♂️➡️#Ustrasana - The Camel Posture!🔷,"Information & PR, J&K",20240614,177,16,2024,1.0
GPhQyNUyx9c,－切也願意 Idy 2025-9-11,Idy Cheung,20250911,225,16,2025,1.0
m7QwLD4I5iI,INTERNATIONAL YOGA DAY- 2024                        Theme:- YOGA FOR SELF AND SOCIETY.,Rakesh Burh,20240621,69,16,2024,1.0
vU8m8teYroQ,Happy International Yoga Day One Earth One Health #happiness #mindfulness,The Light,20250618,115,16,2025,1.0
r9znsaHXTM0,UN International Day of Yoga,Ireland India Council - IIC,20260508,48,16,2026,1.0
FRDkNG00khU,"Highlights of the International Day of Yoga (IDY) 2025 Celebrations in Bogota, Colombia.",Embajada de la India en Colombia ,20250903,151,16,2025,1.0
RXRgRsoNRmk,PM Modi leads unique Yoga Day event at UN headquarters in New York,South Asia Newsline,20230621,58,16,2023,1.0
i-Nuc_L4mio,Workplace Wellness with Yoga | Yoga Day (IDY 2025) Special for Professionals,"HealThyRam - Wellness of the Body, Mind and Soul",20250621,2879,16,2025,1.0
OumubmGN4zo,"International Yoga Day 2025 | Yoga for One Earth, One Health | 21st June Celebration",DM Khowai,20250624,107,15,2025,1.0
yNQaVDeRj0c,International Yoga Day # Yoga for self and society # 10th International Yoga day,Yoga Se Hi Hoga I Giirish Anand,20240621,239,15,2024,1.0
jbwx4QGkqVo,INTERNATIONAL YOGA DAY-2025-2026,Oxford School,20250621,186,14,2025,1.0
tqbPqSzob_I,PM Modi to lead Yoga Day at UN in New York  on June 21|PMmodi,tvbharat24,20230614,264,14,2023,1.0
VuWWSufO4as,"Celebrating the Spirit of Yoga on International Day of Yoga, IDY 2025 🙏",BSDT Yoga,20250621,224,13,2025,1.0
VXxv1V4_7qg,"Happy International Yoga Day 25 'Yoga for One Earth, One Health'Let's celebrate ancient India's gift",Capers Corporate Wellness,20250623,42,13,2025,1.0
jKJWQkQWlTI,5 best healthy habits #challenge #2025 | international yoga day 2025 (one earth one health),habit of yoga ,20250617,114,13,2025,1.0
tFXn_fCk0Hw,International Day of Yoga 2026 | Yog Geet / Jingle Contest Entry,Shubh Pandey,20260407,30,13,2026,1.0
wMBxhXhRgoQ,Happy International Yoga Day One Earth One Health,The Light,20250619,212,13,2025,1.0
9NaG7q7-QYM,International Yoga Day 2024 Theme : Yoga for Self and Society,Vibrancy,20240625,28,12,2024,1.0
IurZMHfUmsM,Yoga at the beach | 75-day countdown to #IDY2026,India in Peru,20260417,114,12,2026,1.0
-qBsODoJEPU,The 11th International Day of Yoga (IDY) - 2025 celebration in Jammu.,EARLY POST DAILY NEWSPAPER,20250621,518,12,2025,1.0
Cce_0M4E7Nw,"PRE IDY2025 - Yoga for One Earth, One Health & the Spirit of Sardar150",WorldMiTR,20250620,244,12,2025,1.0
qyUybl8AFCA,HAPPY INTERNATIONAL YOGA DAY - Yoga for Self and Society🧘‍♀️🧘‍♂️  @homemadebazaar,Homemade Bazaar,20240621,92,12,2024,1.0
i0SD-sKy5VM,"Happy international yoga day 2024 theme// ""Yoga for Self and Society.#yoga #weightloss",Dipsikha Vlogs(Moon) ,20240621,231,11,2024,1.0
mX5OESuWuH8,#yogaday2024 #idy2024 #yogaday Mod2024#yoga for self and society,9 A Girls Bn NCC Kurnool,20240619,32,11,2024,1.0
7D2yQHi2Z-U,#yoga #yog #yogmahotsav2026 100 days to International Day of Yoga 21st June 2026,allied24x7news,20260313,316,10,2026,1.0
